ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000782.SZ,20260119,5.28,5.65,5.28,5.55,5.32,0.23,4.3233,251322.03,137641.414
000782.SZ,20260116,5.43,5.47,5.22,5.32,5.4,-0.08,-1.4815,205563.76,109125.572
000782.SZ,20260115,5.18,5.44,5.15,5.4,5.21,0.19,3.6468,237635.75,126803.918
000782.SZ,20260114,5.17,5.31,5.15,5.21,5.15,0.06,1.165,191301.59,99951.239
000782.SZ,20260113,5.26,5.35,5.15,5.15,5.27,-0.12,-2.277,201050.78,105488.263
000782.SZ,20260112,5.06,5.28,5.01,5.27,5.06,0.21,4.1502,305010.69,157633.195
000782.SZ,20260109,5.18,5.19,4.98,5.06,5.16,-0.1,-1.938,200565.0,101540.999
000782.SZ,20260108,5.2,5.27,5.13,5.16,5.14,0.02,0.3891,207866.36,107821.088
000782.SZ,20260107,4.93,5.27,4.9,5.14,4.94,0.2,4.0486,351395.25,179733.54
000782.SZ,20260106,4.89,5.0,4.88,4.94,4.9,0.04,0.8163,152771.2,75604.331
000782.SZ,20260105,4.97,5.01,4.89,4.9,4.96,-0.06,-1.2097,158127.31,77951.499
