,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,162521356,-0.6887052341597772,7.21,002176.SZ,7.29,7.15,7.28,2025-07-01,1.3235437275135433,22579909
1,236726319,1.1095700416088776,7.29,002176.SZ,7.31,7.16,7.22,2025-07-02,1.9174232980868895,32711608
2,223889944,0.1371742112482824,7.3,002176.SZ,7.35,7.21,7.29,2025-07-03,1.8042822446310736,30781400
3,219656076,-2.3287671232876703,7.13,002176.SZ,7.28,7.12,7.27,2025-07-04,1.7957233721875834,30635384
4,102946804,-0.2805049088358986,7.11,002176.SZ,7.15,7.08,7.11,2025-07-07,0.849405488138739,14491020
5,237223981,2.1097046413502034,7.26,002176.SZ,7.28,7.11,7.11,2025-07-08,1.926039438352929,32858601
6,161896634,-0.41322314049585895,7.23,002176.SZ,7.3,7.2,7.26,2025-07-09,1.3083080248439607,22319985
7,138676825,0.13831258644536357,7.24,002176.SZ,7.29,7.21,7.24,2025-07-10,1.1227291546948879,19153974
8,234181817,0.6906077348066274,7.29,002176.SZ,7.34,7.21,7.26,2025-07-11,1.882797894745278,32120892
9,533978925,2.0576131687242847,7.44,002176.SZ,7.65,7.41,7.42,2025-07-14,4.168663605994436,71118198
10,354070682,-2.8225806451612896,7.23,002176.SZ,7.42,7.17,7.32,2025-07-15,2.852975593504428,48672309
11,160459819,-0.414937759336103,7.2,002176.SZ,7.27,7.18,7.23,2025-07-16,1.303138973737033,22231800
12,349355025,2.083333333333326,7.35,002176.SZ,7.45,7.17,7.2,2025-07-17,2.8006897784373948,47780303
13,785913443,4.081632653061234,7.65,002176.SZ,7.73,7.35,7.35,2025-07-18,6.088702056489735,103874421
14,643106610,1.1764705882352922,7.74,002176.SZ,7.81,7.58,7.7,2025-07-21,4.8900493680048545,83425177
15,1499423170,4.909560723514199,8.12,002176.SZ,8.5,7.86,8.1,2025-07-29,10.687339683947597,182328058
16,810283665,-3.5714285714285614,7.83,002176.SZ,8.17,7.75,8.12,2025-07-30,6.009873924531101,102529598
17,483674745,-3.4482758620689715,7.56,002176.SZ,7.78,7.52,7.72,2025-07-31,3.7258297051813343,63563367
