,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,155582562,-2.3482849604221654,37.01,688157.SH,38.19,36.51,38,2025-08-01,0,4175398
1,299025513,11.186165901107811,41.15,688157.SH,41.58,37.67,37.75,2025-08-04,0,7535733
2,235633215,-2.673147023086273,40.05,688157.SH,41.58,39.48,40.51,2025-08-05,0,5843648
3,211492529,1.6729088639201042,40.72,688157.SH,41.49,39.59,39.94,2025-08-06,0,5224120
4,231768278,2.6031434184675892,41.78,688157.SH,43.31,39.85,41.5,2025-08-07,0,5562908
5,258594862,4.356151268549546,43.6,688157.SH,44,41.77,42.59,2025-08-08,0,6000743
6,256018327,-5.642201834862387,41.14,688157.SH,43.7,41.04,42.11,2025-08-11,0,6066491
7,304034752,6.174039863879434,43.68,688157.SH,44.6,40.64,41.63,2025-08-12,0,7026219
8,145255302,-4.075091575091578,41.9,688157.SH,43.68,41.45,43.68,2025-08-13,0,3444939
9,172838984,-4.6300715990453405,39.96,688157.SH,42.58,39.81,41.61,2025-08-14,0,4222555
10,207718157,2.2272272272272287,40.85,688157.SH,41.71,39.61,39.97,2025-08-15,0,5076238
11,191610542,0.9791921664626647,41.25,688157.SH,41.68,39.5,40.8,2025-08-18,0,4719363
12,212738806,7.030303030303027,44.15,688157.SH,44.86,40.52,40.91,2025-08-19,0,5016911
13,102937485,-1.6987542468856174,43.4,688157.SH,44.18,42.22,44,2025-08-20,0,2390766
14,101660797,-2.5576036866359435,42.29,688157.SH,45,41.86,43.86,2025-08-21,0,2343164
15,73777266,2.151808938283291,43.2,688157.SH,43.55,41.83,41.92,2025-08-22,0,1716426
16,135776427,5.4861111111111045,45.57,688157.SH,46.1,42.01,43.24,2025-08-25,0,3045182
17,135040229,-4.65,43.45,688157.SH,45.57,43.41,45.57,2025-08-26,1.95,3046410
18,157548420,2.26,44.43,688157.SH,46.70,43.00,43.45,2025-08-27,2.228,3484812
19,162260000,-2.77,43.2,688157.SH,45.28,42.030,44.43,2025-08-28,2.41,3764208
20,225620000,-6.57,40.36,688157.SH,42.88,39.800,42.88,2025-08-29,3.52,5503498
