ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
688247.SH,20260108,10.12,0.6873,2.0787,,35.9262,46.5341,3.5379,8.9672,9.5485,,,45334.0,45334.0,14990.213,458780.08,458780.08,0
688247.SH,20260107,10.06,0.6152,1.8606,1.13,35.7132,46.2582,3.5169,8.9141,9.4918,,,45334.0,45334.0,14990.213,456060.04,456060.04,0
688247.SH,20260106,10.01,0.706,2.135,1.31,35.5357,46.0283,3.4994,8.8697,9.4447,,,45334.0,45334.0,14990.213,453793.34,453793.34,0
688247.SH,20260105,10.02,0.7778,2.3523,1.59,35.5712,46.0743,3.5029,8.8786,9.4541,,,45334.0,45334.0,14990.213,454246.68,454246.68,0
