,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,60297172,0.3056768558951978,22.97,301045.SZ,23.28,22.71,22.87,2025-07-01,3.8987758513080806,2621500
1,36788651,-1.1319111885067394,22.71,301045.SZ,23.06,22.5,23.02,2025-07-02,2.410325404042716,1620680
2,33211931,1.4090708938793495,23.03,301045.SZ,23.16,22.64,22.83,2025-07-03,2.1585104394835777,1451362
3,31793429,-0.6079027355623124,22.89,301045.SZ,23.2,22.81,22.93,2025-07-04,2.0583275903911438,1384000
4,46319127,-0.9174311926605542,22.68,301045.SZ,22.89,22.01,22.88,2025-07-07,3.0650341987262344,2060900
5,39734819,0.7936507936507924,22.86,301045.SZ,23.09,22.63,22.8,2025-07-08,2.580196919486702,1734900
6,26962178,-0.43744531933507375,22.76,301045.SZ,23.06,22.67,22.86,2025-07-09,1.7559750320104146,1180701
7,28502745,-0.3954305799648499,22.67,301045.SZ,22.83,22.38,22.82,2025-07-10,1.876587972222215,1261800
8,43869805,-1.6321129245699204,22.3,301045.SZ,22.68,22.17,22.65,2025-07-11,2.917999114026798,1962035
9,64287506,3.139013452914795,23,301045.SZ,23.15,22.37,22.5,2025-07-14,4.180457387160741,2810900
10,38944810,-0.1304347826087006,22.97,301045.SZ,23.01,22.58,23,2025-07-15,2.5387031768769384,1707000
11,36491421,-0.5659555942533697,22.84,301045.SZ,23.2,22.8,22.95,2025-07-16,2.363507374746825,1589200
12,30595266,0.04378283712785273,22.85,301045.SZ,23.02,22.82,22.96,2025-07-17,1.9864943370559618,1335700
13,283411898,8.752735229759299,24.85,301045.SZ,26.66,22.7,22.95,2025-07-18,17.204159356554896,11567914
14,208455691,-2.3340040241448765,24.27,301045.SZ,25.15,24.03,24.96,2025-07-21,12.721511519183478,8553824
15,176234713,-2.4309847548413677,23.68,301045.SZ,24.27,23.44,24,2025-07-22,11.051083496802319,7430644
16,288422994,4.5185810810810825,24.75,301045.SZ,25.5,23.47,23.8,2025-07-23,17.479771503031557,11753233
17,180435798,-2.7474747474747465,24.07,301045.SZ,24.29,23.5,24.01,2025-07-24,11.192889477594376,7525993
18,99538235,-0.955546323223932,23.84,301045.SZ,24.26,23.5,24.12,2025-07-25,6.222431386378517,4183904
19,130916681,1.9295302013422853,24.3,301045.SZ,24.52,23.8,23.87,2025-07-28,8.06733539112552,5424400
20,83662399,-1.02880658436214,24.05,301045.SZ,24.4,23.7,24.3,2025-07-29,5.179132948539103,3482400
21,67800450,-1.4553014553014612,23.7,301045.SZ,24.24,23.52,24.07,2025-07-30,4.238429648340977,2849880
22,185011581,4.261603375527432,24.71,301045.SZ,25.1,23.7,23.77,2025-07-31,11.219310134851094,7543758
