ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920807.BJ,20220107,15.65,15.65,15.65,15.65,15.65,0.0,0.0,10.0,15.65
920807.BJ,20221230,5.75,5.78,5.69,5.72,5.76,-0.04,-0.6944,3803.8,2183.801
920807.BJ,20221229,5.86,5.86,5.76,5.76,5.84,-0.08,-1.3699,5084.85,2944.172
920807.BJ,20221228,5.84,5.88,5.83,5.84,5.85,-0.01,-0.1709,3619.61,2118.298
920807.BJ,20221227,5.85,5.87,5.81,5.85,5.86,-0.01,-0.1706,5124.56,2994.45
920807.BJ,20221226,5.84,5.89,5.81,5.86,5.92,-0.06,-1.0135,7136.59,4174.723
920807.BJ,20221223,6.13,6.13,5.92,5.92,6.17,-0.25,-4.0519,12440.64,7425.623
920807.BJ,20221222,6.21,6.36,6.04,6.17,6.28,-0.11,-1.7516,20412.74,12636.643
920807.BJ,20221221,5.93,6.33,5.78,6.28,6.05,0.23,3.8017,47789.58,29433.635
920807.BJ,20221220,6.1,6.32,5.84,6.05,7.0,-0.95,-13.5714,104228.01,63006.261
920807.BJ,20220623,8.8,8.8,8.8,8.8,8.1,0.7,8.642,26.0,22.88
920807.BJ,20220622,8.0,8.19,8.0,8.1,8.0,0.1,1.25,123.25,99.769
920807.BJ,20220621,8.29,8.29,8.0,8.0,8.29,-0.29,-3.4982,11.0,9.061
920807.BJ,20220620,8.0,8.29,7.61,8.29,8.0,0.29,3.625,71.0,55.445
920807.BJ,20220617,8.99,8.99,7.77,8.0,9.06,-1.06,-11.6998,137.36,112.677
920807.BJ,20220615,9.06,9.06,9.06,9.06,9.06,0.0,0.0,32.47,29.417
920807.BJ,20220608,8.98,9.06,8.98,9.06,12.02,-2.96,-24.6256,9.98,8.976
920807.BJ,20220530,12.02,12.02,12.02,12.02,10.0,2.02,20.2,1.11,1.334
920807.BJ,20220527,9.94,10.0,9.94,10.0,11.98,-1.98,-16.5275,7.54,7.53
920807.BJ,20220526,11.98,11.98,11.98,11.98,9.3,2.68,28.8172,1.0,1.198
920807.BJ,20220525,9.3,9.3,9.3,9.3,9.3,0.0,0.0,1.0,0.93
920807.BJ,20220524,9.4,9.4,9.4,9.4,9.5,-0.1,-1.0526,1.0,0.94
920807.BJ,20220523,9.8,9.8,9.01,9.5,9.8,-0.3,-3.0612,21.0,19.541
920807.BJ,20220517,7.42,9.8,7.42,9.8,9.92,-0.12,-1.2097,3.0,2.464
920807.BJ,20220512,9.92,9.92,9.92,9.92,9.94,-0.02,-0.2012,2.0,1.984
920807.BJ,20220511,9.94,9.94,9.94,9.94,10.0,-0.06,-0.6,3.33,3.31
920807.BJ,20220510,9.45,11.58,9.45,10.0,12.0,-2.0,-16.6667,31.0,30.058
920807.BJ,20220412,12.0,12.0,12.0,12.0,12.5,-0.5,-4.0,36.31,43.572
920807.BJ,20220408,12.5,12.5,12.5,12.5,12.5,0.0,0.0,13.69,17.112
920807.BJ,20220331,12.5,12.5,12.5,12.5,12.5,0.0,0.0,14.0,17.5
920807.BJ,20220330,13.0,13.2,12.5,12.5,14.1,-1.6,-11.3475,16.99,21.912
920807.BJ,20220323,14.1,14.1,14.1,14.1,14.02,0.08,0.5706,1.0,1.41
920807.BJ,20220322,14.02,14.02,14.02,14.02,14.01,0.01,0.0714,40.0,56.08
920807.BJ,20220309,14.0,14.01,14.0,14.01,14.56,-0.55,-3.7775,6.5,9.1
920807.BJ,20220304,15.55,15.55,14.56,14.56,16.13,-1.57,-9.7334,23.0,33.836
920807.BJ,20220303,16.12,16.29,16.12,16.13,17.5,-1.37,-7.8286,18.0,29.111
920807.BJ,20220223,17.5,17.53,17.5,17.5,17.88,-0.38,-2.1253,6.0,10.503
920807.BJ,20220218,17.9,17.9,17.88,17.88,17.8,0.08,0.4494,9.0,16.106
920807.BJ,20220217,17.67,17.8,17.67,17.8,17.5,0.3,1.7143,11.0,19.45
920807.BJ,20220216,17.55,17.55,17.5,17.5,17.55,-0.05,-0.2849,11.0,19.28
920807.BJ,20220215,17.57,17.57,17.55,17.55,17.17,0.38,2.2132,11.0,19.307
920807.BJ,20220214,17.17,17.17,17.17,17.17,17.01,0.16,0.9406,10.0,17.17
920807.BJ,20220211,17.01,17.01,17.01,17.01,16.78,0.23,1.3707,10.0,17.01
920807.BJ,20220128,16.78,16.78,16.78,16.78,16.71,0.07,0.4189,6.0,10.068
920807.BJ,20220126,16.01,16.71,16.01,16.71,17.0,-0.29,-1.7059,32.0,53.402
920807.BJ,20220125,18.0,18.0,17.0,17.0,18.88,-1.88,-9.9576,52.0,90.4
920807.BJ,20220121,18.88,18.88,18.88,18.88,16.48,2.4,14.5631,1.0,1.888
920807.BJ,20220120,16.48,16.48,16.48,16.48,16.5,-0.02,-0.1212,20.0,32.96
920807.BJ,20220118,16.5,16.5,16.5,16.5,16.49,0.01,0.0606,5.0,8.25
920807.BJ,20220117,16.52,16.52,16.49,16.49,15.97,0.52,3.2561,140.19,231.366
920807.BJ,20220114,15.89,15.97,15.89,15.97,16.44,-0.47,-2.8589,3.4,5.425
920807.BJ,20220113,16.48,16.48,16.44,16.44,16.49,-0.05,-0.3032,10.0,16.456
920807.BJ,20220112,16.49,16.49,16.49,16.49,16.38,0.11,0.6716,30.0,49.47
920807.BJ,20220111,16.13,16.38,16.13,16.38,16.0,0.38,2.375,73.8,119.606
920807.BJ,20220110,16.0,16.0,16.0,16.0,15.65,0.35,2.2364,2.0,3.2
920807.BJ,20220107,15.65,15.65,15.65,15.65,15.65,0.0,0.0,10.0,15.65
920807.BJ,20220106,15.55,15.65,15.55,15.65,15.5,0.15,0.9677,117.54,182.92
920807.BJ,20220105,16.1,16.1,15.5,15.5,16.35,-0.85,-5.1988,19.0,30.35
920807.BJ,20220104,15.1,16.35,15.1,16.35,14.95,1.4,9.3645,11.0,16.735
