,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,40844416,3.606557377049191,25.28,688067.SH,25.28,24.4,24.41,2025-08-01,0,1639129
1,50955263,3.5996835443037978,26.19,688067.SH,26.19,24.73,25.32,2025-08-04,0,2005580
2,42740078,-0.45819014891180215,26.07,688067.SH,26.34,25.79,26.19,2025-08-05,0,1642419
3,43112624,2.4932873034138803,26.72,688067.SH,26.85,25.81,26.27,2025-08-06,0,1641867
4,57585793,1.1227544910179668,27.02,688067.SH,27.58,26.51,26.72,2025-08-07,0,2129579
5,95247865,7.253886010362698,28.98,688067.SH,28.98,27.1,27.1,2025-08-08,0,3389081
6,115423271,-1.4837819185645262,28.55,688067.SH,29.5,27.83,29.01,2025-08-11,0,4082669
7,68950251,-0.7705779334500961,28.33,688067.SH,28.73,27.95,28.35,2025-08-12,0,2434694
8,81590336,-3.3180374161665998,27.39,688067.SH,28.27,27.14,28.19,2025-08-13,0,2972672
9,71021582,-3.577948156261411,26.41,688067.SH,27.85,26.35,27.8,2025-08-14,0,2627047
10,55750361,-0.03786444528588248,26.4,688067.SH,26.9,26.2,26.31,2025-08-15,0,2098527
11,59706591,1.5530303030303036,26.81,688067.SH,26.84,26.32,26.61,2025-08-18,0,2247157
12,46659601,0.18649757553152074,26.86,688067.SH,27.11,26.42,26.81,2025-08-19,0,1744714
13,42114279,0.26061057334326243,26.93,688067.SH,26.93,26.43,26.8,2025-08-20,0,1578276
14,40591335,0.11139992573338707,26.96,688067.SH,27.11,26.66,27,2025-08-21,0,1511522
15,43834279,-0.9272997032640948,26.71,688067.SH,27.1,26.37,27,2025-08-22,0,1644387
16,55767629,2.21,27.3,688067.SH,27.47,26.65,26.7,2025-08-25,3.02,2055968
17,38721580,-0.6593406593406583,27.12,688067.SH,27.72,26.81,27.72,2025-08-26,0,1418315
18,55393473,-4.09,26.01,688067.SH,27.42,26.00,27.14,2025-08-27,3.084,2096945
19,61098191,-1.1534025374855852,25.71,688067.SH,26.29,24.68,25.95,2025-08-28,0,2406376
20,34217507,-1.44,25.34,688067.SH,25.74,25.17,25.64,2025-08-29,1.98,1347491
