,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,162930349,-0.47923322683705055,6.23,601872.SH,6.27,6.22,6.26,2025-07-01,0.32336640655726234,26110345
1,249352250,-0.9630818619582744,6.17,601872.SH,6.26,6.17,6.24,2025-07-02,0.4975004081044383,40170862
2,209223922,-0.32414910858994445,6.15,601872.SH,6.18,6.12,6.17,2025-07-03,0.4218150670971932,34059620
3,169121089,-0.3252032520325278,6.13,601872.SH,6.17,6.12,6.14,2025-07-04,0.34073466852855194,27512752
4,131125948,-0.1631321370309916,6.12,601872.SH,6.14,6.1,6.13,2025-07-07,0.26556582762827474,21443215
5,160055994,0.49019607843137664,6.15,601872.SH,6.16,6.11,6.14,2025-07-08,0.32288971058274357,26071854
6,184475702,-0.4878048780487845,6.12,601872.SH,6.16,6.12,6.15,2025-07-09,0.37202480355452516,30039286
7,181704710,0,6.12,601872.SH,6.14,6.11,6.12,2025-07-10,0.3675080376748447,29674578
8,327664417,0.32679738562090804,6.14,601872.SH,6.21,6.11,6.12,2025-07-11,0.6591845340364196,53226109
9,243622103,0.16286644951141166,6.15,601872.SH,6.2,6.14,6.17,2025-07-14,0.4898386327615284,39552209
10,261889258,-0.975609756097569,6.09,601872.SH,6.17,6.08,6.16,2025-07-15,0.5313817128913605,42906621
11,155441340,0,6.09,601872.SH,6.1,6.05,6.08,2025-07-16,0.3167437246557822,25575594
12,144123349,-0.16420361247947104,6.08,601872.SH,6.1,6.07,6.09,2025-07-17,0.29354061528258474,23702050
13,165596255,0.1644736842105228,6.09,601872.SH,6.1,6.07,6.09,2025-07-18,0.33691935450257143,27204683
14,297051713,1.4778325123152687,6.18,601872.SH,6.18,6.08,6.08,2025-07-21,0.5992274231897644,48384849
15,387285715,0.8090614886731508,6.23,601872.SH,6.24,6.13,6.18,2025-07-22,0.7745002638170589,62537322
16,356370764,-0.1605136436597219,6.22,601872.SH,6.29,6.2,6.25,2025-07-23,0.7064067127288063,57039082
17,288263223,0.9646302250803939,6.28,601872.SH,6.28,6.22,6.25,2025-07-24,0.5707213853594924,46083118
18,350243929,-0.15923566878981965,6.27,601872.SH,6.38,6.26,6.31,2025-07-25,0.6867085095484508,55448543
19,314716851,-1.7543859649122715,6.16,601872.SH,6.29,6.15,6.28,2025-07-28,0.6300688019185074,50875148
20,185280936,-0.32467532467533217,6.14,601872.SH,6.18,6.12,6.16,2025-07-29,0.3734449094834473,30153953
21,245317160,0.488599348534206,6.17,601872.SH,6.22,6.12,6.14,2025-07-30,0.4920333340432934,39729421
22,327739237,-1.782820097244738,6.06,601872.SH,6.16,6.05,6.15,2025-07-31,0.6668176142409086,53842445
