ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603958.SH,20260121,13.5,13.67,13.37,13.59,13.56,0.03,0.2212,44828.0,60563.623
603958.SH,20260120,13.33,13.82,13.25,13.56,13.35,0.21,1.573,65684.99,89110.588
603958.SH,20260119,13.15,13.36,13.14,13.35,13.14,0.21,1.5982,44988.0,59781.393
603958.SH,20260116,13.15,13.38,13.02,13.14,13.15,-0.01,-0.076,38531.0,50774.967
603958.SH,20260115,13.38,13.38,13.04,13.15,13.33,-0.18,-1.3503,37272.99,48998.141
603958.SH,20260114,13.41,13.49,13.15,13.33,13.32,0.01,0.0751,51996.0,69478.778
603958.SH,20260113,13.42,13.59,13.25,13.32,13.4,-0.08,-0.597,43641.0,58661.136
603958.SH,20260112,13.35,13.43,13.24,13.4,13.3,0.1,0.7519,50541.0,67510.757
603958.SH,20260109,13.33,13.38,13.12,13.3,13.29,0.01,0.0752,40251.89,53342.064
603958.SH,20260108,13.17,13.39,13.17,13.29,13.18,0.11,0.8346,25767.0,34243.625
603958.SH,20260107,13.36,13.54,13.16,13.18,13.39,-0.21,-1.5683,41900.0,55779.823
603958.SH,20260106,13.25,13.5,13.16,13.39,13.25,0.14,1.0566,38993.0,51975.469
603958.SH,20260105,13.3,13.4,13.09,13.25,13.3,-0.05,-0.3759,46997.0,62004.897
