,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,484689006,0.30030030030029387,6.68,601008.SH,6.76,6.57,6.66,2025-07-01,5.867362328733947,72792727
1,543699942,0.14970059880240533,6.69,601008.SH,6.81,6.6,6.73,2025-07-02,6.530406501185326,81018705
2,353915493,-1.943198804185363,6.56,601008.SH,6.64,6.51,6.61,2025-07-03,4.34867646638902,53951333
3,224835016,-0.45731707317072195,6.53,601008.SH,6.59,6.51,6.55,2025-07-04,2.77127984421912,34381551
4,203319572,0.30627871362939624,6.55,601008.SH,6.6,6.42,6.5,2025-07-07,2.507650245240028,31110862
5,411933799,1.5267175572519165,6.65,601008.SH,6.8,6.61,6.66,2025-07-08,4.964894812355119,61596372
6,317595919,-1.5037593984962485,6.55,601008.SH,6.63,6.53,6.55,2025-07-09,3.8966565401189235,48343402
7,245489195,-1.526717557251903,6.45,601008.SH,6.53,6.42,6.52,2025-07-10,3.0656163051641996,38033201
8,218331980,0,6.45,601008.SH,6.45,6.37,6.45,2025-07-11,2.74418999219342,34045464
9,178333059,-0.9302325581395425,6.39,601008.SH,6.45,6.38,6.45,2025-07-14,2.2453711610701697,27856928
10,262093713,0.6259780907668238,6.43,601008.SH,6.48,6.32,6.4,2025-07-15,3.3051486252791777,41004930
11,169033795,-1.399688958009329,6.34,601008.SH,6.44,6.33,6.4,2025-07-16,2.1386738816382835,26533201
12,194218968,-0.4731861198738209,6.31,601008.SH,6.36,6.28,6.35,2025-07-17,2.483738435464309,30814203
13,179635711,-0.633914421553091,6.27,601008.SH,6.33,6.24,6.3,2025-07-18,2.310230692706991,28661600
14,173641548,0.15948963317385448,6.28,601008.SH,6.3,6.23,6.27,2025-07-21,2.2298138430558447,27663918
15,251558172,-1.433121019108278,6.19,601008.SH,6.28,6.16,6.24,2025-07-22,3.2740107753880947,40618622
16,185785741,-0.32310177705978127,6.17,601008.SH,6.23,6.14,6.18,2025-07-23,2.4184258304916058,30003910
17,376471710,2.7552674230145855,6.34,601008.SH,6.36,6.17,6.2,2025-07-24,4.817462282386342,59767268
18,230852148,-1.7350157728706534,6.23,601008.SH,6.36,6.21,6.36,2025-07-25,2.986367644777763,37050012
19,148980240,-1.2841091492776897,6.15,601008.SH,6.21,6.12,6.2,2025-07-28,1.9545185527711457,24248500
20,176000060,-0.975609756097569,6.09,601008.SH,6.15,6.03,6.15,2025-07-29,2.3394263967115645,29023813
21,148364982,0.3284072249589567,6.11,601008.SH,6.15,6.05,6.1,2025-07-30,1.9613860676778265,24333701
22,221704773,-3.2733224222585955,5.91,601008.SH,6.07,5.9,6.06,2025-07-31,3.0001461199794974,37220953
