ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920792.BJ,20260116,12.8,12.8,12.56,12.6,12.64,-0.04,-0.3165,11286.19,14289.905
920792.BJ,20260115,12.75,12.91,12.6,12.64,12.83,-0.19,-1.4809,17264.63,21945.284
920792.BJ,20260114,12.7,13.05,12.67,12.83,12.85,-0.02,-0.1556,21490.08,27665.374
920792.BJ,20260113,12.87,13.18,12.68,12.85,12.79,0.06,0.4691,31842.64,41232.262
920792.BJ,20260112,12.59,12.8,12.45,12.79,12.5,0.29,2.32,25292.08,32124.076
920792.BJ,20260109,12.46,12.61,12.33,12.5,12.47,0.03,0.2406,15310.94,19093.752
920792.BJ,20260108,12.28,12.58,12.13,12.47,12.32,0.15,1.2175,19309.48,24023.268
920792.BJ,20260107,12.54,12.54,12.23,12.32,12.44,-0.12,-0.9646,13887.28,17212.033
920792.BJ,20260106,12.28,12.48,12.18,12.44,12.19,0.25,2.0509,12557.13,15534.939
920792.BJ,20260105,12.05,12.32,12.03,12.19,12.04,0.15,1.2458,11501.14,14044.307
