ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920896.BJ,20260121,22.25,5.5156,9.5202,,63.6719,37.9086,5.2444,6.4747,5.3532,1.3483,1.3483,10122.424,4430.2685,2566.7251,225223.934,98573.4741,0
920896.BJ,20260120,22.74,8.4136,14.5223,,65.0741,38.7435,5.3599,6.6173,5.4711,,,10122.424,4430.2685,2566.7251,230183.9218,100744.3057,0
920896.BJ,20260119,22.58,7.5991,13.1163,1.15,64.6162,38.4709,5.3221,6.5708,5.4326,,,10122.424,4430.2685,2566.7251,228564.3339,100035.4627,0
920896.BJ,20260116,23.13,14.6829,25.3432,3.48,66.1901,39.4079,5.4518,6.7308,5.5649,,,10122.424,4430.2685,2566.7251,234131.6671,102472.1104,0
920896.BJ,20260115,21.9,3.4015,5.8711,,62.6703,37.3123,5.1619,6.3729,5.269,,,10122.424,4430.2685,2566.7251,221681.0856,97022.8802,0
920896.BJ,20260114,21.91,4.2985,7.4194,1.03,62.6989,37.3294,5.1642,6.3758,5.2714,,,10122.424,4430.2685,2566.7251,221782.3098,97067.1828,0
920896.BJ,20260113,21.67,5.2988,9.146,,62.0121,36.9205,5.1077,6.306,5.2137,,,10122.424,4430.2685,2566.7251,219352.9281,96003.9184,0
920896.BJ,20260112,21.98,5.4905,9.4767,1.43,62.8992,37.4486,5.1807,6.3962,5.2883,,,10122.424,4430.2685,2566.7251,222490.8795,97377.3016,0
920896.BJ,20260109,21.24,2.6198,4.5219,0.65,60.7816,36.1878,5.0063,6.1808,5.1102,,,10122.424,4430.2685,2566.7251,215000.2858,94098.9029,0
920896.BJ,20260108,21.18,2.8282,4.8816,,60.6099,36.0856,4.9922,6.1634,5.0958,,,10122.424,4430.2685,2566.7251,214392.9403,93833.0868,0
920896.BJ,20260107,21.05,4.569,7.8862,1.04,60.2379,35.8641,4.9615,6.1255,5.0645,,,10122.424,4430.2685,2566.7251,213077.0252,93257.1519,0
920896.BJ,20260106,20.78,3.8634,6.6685,0.96,59.4652,35.4041,4.8979,6.047,4.9995,,,10122.424,4430.2685,2566.7251,210343.9707,92060.9794,0
920896.BJ,20260105,20.39,5.315,9.174,1.63,58.3492,34.7396,4.806,5.9335,4.9057,,,10122.424,4430.2685,2566.7251,206396.2254,90333.1747,0
