,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,143430619,0.4350314825415108,87.73,603297.SH,88.49,87,87.35,2025-07-01,1.4767509173288684,1635193
1,107278432,-2.9864356548501134,85.11,603297.SH,87.5,84.66,87.15,2025-07-02,1.1334843324835115,1255097
2,78258049,-0.18799201033955656,84.95,603297.SH,85.85,84.46,85,2025-07-03,0.8322112254140961,921500
3,99529748,-2.1895232489699814,83.09,603297.SH,85.02,82.45,84.46,2025-07-04,1.0784391817507775,1194146
4,44775555,-0.6258274160548926,82.57,603297.SH,83.4,82.1,83.33,2025-07-07,0.48948289112798715,542000
5,64125377,1.57442170279764,83.87,603297.SH,84.48,82.33,82.47,2025-07-08,0.6915977823354476,765800
6,66150288,-1.180398235364265,82.88,603297.SH,84.04,82.61,83.91,2025-07-09,0.7183179489402515,795387
7,186617347,3.4869691119691124,85.77,603297.SH,86.85,82.22,82.85,2025-07-10,1.9879336145602196,2201221
8,382800324,4.23224903812523,89.4,603297.SH,91.5,88.2,88.2,2025-07-11,3.8439615241160636,4256384
9,121556111,-1.4541387024608627,88.1,603297.SH,90.8,87.8,89.02,2025-07-14,1.2391756096635844,1372128
10,102366282,0.34052213393871894,88.4,603297.SH,88.9,87.3,87.8,2025-07-15,1.0505323352217257,1163245
11,105544894,-1.7986425339366552,86.81,603297.SH,88.58,86.4,87.8,2025-07-16,1.0911801865995479,1208254
12,69188049,0.38014053680451365,87.14,603297.SH,87.27,86.18,86.4,2025-07-17,0.7190521732769435,796200
13,100665929,0.02295157218268995,87.16,603297.SH,87.47,85.91,87.27,2025-07-18,1.0502207640087384,1162900
14,73474719,0.3671408903166675,87.48,603297.SH,87.98,86.6,87.03,2025-07-21,0.7603511633346609,841930
15,75787174,-0.9602194787380012,86.64,603297.SH,88.2,86.35,87.99,2025-07-22,0.7848803972939362,869091
16,59555581,-0.31163434903046633,86.37,603297.SH,86.97,85.65,86.62,2025-07-23,0.6227820870936367,689601
17,96188898,1.7482922310987505,87.88,603297.SH,88.24,86.41,86.77,2025-07-24,0.9923669568342919,1098839
18,172628569,2.776513427400999,90.32,603297.SH,90.8,87.51,88.04,2025-07-25,1.7499175916719272,1937668
19,115330997,-1.2953941541186753,89.15,603297.SH,90.25,88.33,90.25,2025-07-28,1.1691614941329787,1294602
20,78856276,-0.3252944475602986,88.86,603297.SH,89.9,88.5,88.89,2025-07-29,0.7999703781571421,885800
21,86100410,-1.204141345937422,87.79,603297.SH,88.79,87.13,88.77,2025-07-30,0.8838670232125069,978698
22,88835718,-1.1390818999886092,86.79,603297.SH,88.6,86.43,87.79,2025-07-31,0.9157123104947118,1013960
