,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,90456659,1.1225444340505237,10.81,000828.SZ,11,10.66,10.67,2025-07-01,0.8007690951128564,8324120
1,70385042,0.7400555041628128,10.89,000828.SZ,10.89,10.72,10.81,2025-07-02,0.6264531034348784,6512078
2,49629000,-0.9182736455463858,10.79,000828.SZ,10.9,10.78,10.85,2025-07-03,0.4403769231593727,4577787
3,83079218,1.019462465245609,10.9,000828.SZ,11,10.76,10.81,2025-07-04,0.7323737799031599,7613140
4,42083456,-0.1834862385321062,10.88,000828.SZ,10.96,10.86,10.9,2025-07-07,0.3719135955050881,3866100
5,67373912,0.36764705882352156,10.92,000828.SZ,10.99,10.82,10.88,2025-07-08,0.59444030953793,6179300
6,68404410,0.09157509157508963,10.93,000828.SZ,11,10.91,10.92,2025-07-09,0.6006291533995022,6243634
7,115212057,1.9213174748398982,11.14,000828.SZ,11.26,10.92,10.94,2025-07-10,0.9968873561211886,10362800
8,145959106,0.9874326750448782,11.25,000828.SZ,11.35,11.12,11.16,2025-07-11,1.247900413989153,12972120
9,100320723,-2.1333333333333355,11.01,000828.SZ,11.26,10.99,11.25,2025-07-14,0.8716001601061045,9060420
10,105751955,1.18074477747503,11.14,000828.SZ,11.2,11.03,11.12,2025-07-15,0.9138911062196408,9500041
11,62617257,-0.5385996409335772,11.08,000828.SZ,11.2,11.05,11.14,2025-07-16,0.5423936660685669,5638267
12,47521748,-0.27075812274367655,11.05,000828.SZ,11.12,11.03,11.05,2025-07-17,0.41331749387951966,4296500
13,48009216,0.5429864253393548,11.11,000828.SZ,11.13,11.03,11.08,2025-07-18,0.4166459671224457,4331100
14,78900618,0.9900990099010011,11.22,000828.SZ,11.32,11.09,11.09,2025-07-21,0.6753082605369781,7019935
15,55464554,0,11.22,000828.SZ,11.23,11.12,11.21,2025-07-22,0.4769983057166926,4958472
16,87771027,-0.17825311942960204,11.2,000828.SZ,11.38,11.2,11.23,2025-07-23,0.7493431253245153,7789539
17,89049342,1.3392857142857175,11.35,000828.SZ,11.37,11.18,11.2,2025-07-24,0.756603429734634,7865011
18,60659084,-0.7048458149779742,11.27,000828.SZ,11.43,11.26,11.39,2025-07-25,0.5143146273117841,5346381
19,77560395,-0.7098491570541267,11.19,000828.SZ,11.31,11.16,11.27,2025-07-28,0.6654133637365699,6917076
20,59594147,-0.3574620196604035,11.15,000828.SZ,11.19,11.05,11.15,2025-07-29,0.5158171540048841,5362000
21,57151991,0.3587443946188264,11.19,000828.SZ,11.25,11.07,11.17,2025-07-30,0.49221962549361997,5116700
22,72759997,-1.4298480786416456,11.03,000828.SZ,11.17,11,11.15,2025-07-31,0.632408088381608,6573981
