ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
603633.SH,20260121,9.43,2.9122,4.3885,,54.7628,249.761,2.0755,2.7462,2.5804,0.2838,0.2838,42681.0818,42681.0818,28323.2496,402482.6014,402482.6014,0
603633.SH,20260120,9.21,5.2023,7.8395,,53.4852,243.9342,2.0271,2.6821,2.5202,0.2906,0.2906,42681.0818,42681.0818,28323.2496,393092.7634,393092.7634,0
603633.SH,20260119,9.81,2.8704,4.3255,0.91,56.9696,259.8256,2.1591,2.8568,2.6844,0.2728,0.2728,42681.0818,42681.0818,28323.2496,418701.4125,418701.4125,0
603633.SH,20260116,9.98,2.4189,3.6451,0.77,57.9568,264.3282,2.1966,2.9063,2.7309,0.2682,0.2682,42681.0818,42681.0818,28323.2496,425957.1964,425957.1964,0
603633.SH,20260115,9.89,2.5563,3.8521,,57.4342,261.9445,2.1768,2.8801,2.7062,0.2706,0.2706,42681.0818,42681.0818,28323.2496,422115.899,422115.899,0
603633.SH,20260114,9.79,3.346,5.0422,1.19,56.8535,259.2959,2.1547,2.851,2.6789,0.2734,0.2734,42681.0818,42681.0818,28323.2496,417847.7908,417847.7908,0
603633.SH,20260113,9.93,3.6761,5.5395,,57.6665,263.0039,2.1856,2.8918,2.7172,0.2695,0.2695,42681.0818,42681.0818,28323.2496,423823.1423,423823.1423,0
603633.SH,20260112,10.21,3.7385,5.6337,1.39,59.2925,270.4199,2.2472,2.9733,2.7938,0.2621,0.2621,42681.0818,42681.0818,28323.2496,435773.8452,435773.8452,0
603633.SH,20260109,10.32,2.4828,3.7413,0.92,59.9313,273.3334,2.2714,3.0054,2.8239,0.2593,0.2593,42681.0818,42681.0818,28323.2496,440468.7642,440468.7642,0
603633.SH,20260108,10.28,2.2405,3.3763,,59.699,272.274,2.2626,2.9937,2.813,0.2603,0.2603,42681.0818,42681.0818,28323.2496,438761.5209,438761.5209,0
603633.SH,20260107,10.28,1.9074,2.8743,0.68,59.699,272.274,2.2626,2.9937,2.813,0.2603,0.2603,42681.0818,42681.0818,28323.2496,438761.5209,438761.5209,0
603633.SH,20260106,10.47,2.4096,3.6311,0.9,60.8024,277.3063,2.3044,3.049,2.865,0.2556,0.2556,42681.0818,42681.0818,28323.2496,446870.9264,446870.9264,0
603633.SH,20260105,10.46,4.4293,6.6746,2.08,60.7443,277.0414,2.3022,3.0461,2.8622,0.2559,0.2559,42681.0818,42681.0818,28323.2496,446444.1156,446444.1156,0
