,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,94802189,1.4089347079037804,29.51,301075.SZ,30.2,28.94,29.4,2025-07-01,4.028375,3222700
1,57500398,-2.473737716028466,28.78,301075.SZ,29.59,28.61,29.52,2025-07-02,2.481495,1985196
2,146765118,4.656011118832522,30.12,301075.SZ,30.8,28.89,29.45,2025-07-03,6.0978125,4878250
3,85947976,-1.2284196547144788,29.75,301075.SZ,30.5,29.3,30.08,2025-07-04,3.6149375,2891950
4,64294094,-1.983193277310924,29.16,301075.SZ,29.75,28.8,29.38,2025-07-07,2.753125,2202500
5,56985420,0.8573388203017833,29.41,301075.SZ,30.07,29.01,29.25,2025-07-08,2.411375,1929100
6,56275759,-1.6320979258755541,28.93,301075.SZ,29.41,28.78,29.3,2025-07-09,2.424125,1939300
7,248023465,8.5378499827169,31.4,301075.SZ,33.16,28.76,28.93,2025-07-10,9.9121,7929680
8,134259596,-1.2420382165605002,31.01,301075.SZ,31.62,30.51,31.49,2025-07-11,5.417000000000001,4333600
9,146531539,4.966139954853259,32.55,301075.SZ,33.15,30.64,31.23,2025-07-14,5.670062499999999,4536050
10,109873991,0.15360983102919898,32.6,301075.SZ,32.89,31.33,32.6,2025-07-15,4.2988125,3439050
11,90456104,-0.21472392638036894,32.53,301075.SZ,33.58,32.31,32.58,2025-07-16,3.427375,2741900
12,65170487,-0.43037196434061037,32.39,301075.SZ,32.72,31.82,32.31,2025-07-17,2.52745125,2021961
13,124105069,3.3961099104661976,33.49,301075.SZ,33.91,32.15,32.39,2025-07-18,4.6773750000000005,3741900
14,292732946,12.57091669154972,37.7,301075.SZ,38.5,34.11,34.46,2025-07-21,10.10375,8083000
15,205782149,-8.090185676392583,34.65,301075.SZ,37.06,34.59,36.18,2025-07-22,7.214875,5771900
16,119746564,-1.9047619047618949,33.99,301075.SZ,35.23,33.67,34.83,2025-07-23,4.347,3477600
17,78893778,1.1768167107972891,34.39,301075.SZ,34.88,33.94,34.57,2025-07-24,2.873125,2298500
18,127300212,2.9369002617039777,35.4,301075.SZ,35.6,34.05,34.38,2025-07-25,4.55474125,3643793
19,162229358,5.480225988700579,37.34,301075.SZ,38.36,35.2,35.5,2025-07-28,5.450875,4360700
20,218752181,-4.659882163899309,35.6,301075.SZ,37.41,34.62,36.85,2025-07-29,7.62,6096000
21,453292878,8.426966292134832,38.6,301075.SZ,42.72,35.5,36.22,2025-07-30,14.432058750000001,11545647
22,274104108,-1.632124352331613,37.97,301075.SZ,38.54,36.8,38.42,2025-07-31,9.1367975,7309438
