ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
605198.SH,20260119,42.17,1.7155,10.3384,1.99,54.0565,40.668,5.1563,9.9385,8.2221,0.5928,0.5928,33418.8,27053.6,4489.2,1409270.796,1140850.312,0
605198.SH,20260116,39.87,0.8946,5.5747,1.04,51.1082,38.4499,4.8751,9.3965,7.7737,0.627,0.627,33418.8,27053.6,4341.2,1332407.556,1078627.032,0
605198.SH,20260115,39.3,0.5491,3.4216,,50.3776,37.9002,4.8054,9.2621,7.6626,0.6361,0.6361,33418.8,27053.6,4341.2,1313358.84,1063206.48,0
605198.SH,20260114,39.48,0.8948,5.5762,0.88,50.6083,38.0738,4.8274,9.3046,7.6977,0.6332,0.6332,33418.8,27053.6,4341.2,1319374.224,1068076.128,0
605198.SH,20260113,39.83,1.0855,6.765,,51.0569,38.4113,4.8702,9.387,7.7659,0.6277,0.6277,33418.8,27053.6,4341.2,1331070.804,1077544.888,0
605198.SH,20260112,39.95,0.8902,5.5477,1.07,51.2108,38.5271,4.8848,9.4153,7.7893,0.6258,0.6258,33418.8,27053.6,4341.2,1335081.06,1080791.32,0
605198.SH,20260109,39.33,0.8677,5.4075,1.18,50.416,37.9291,4.809,9.2692,7.6684,0.6356,0.6356,33418.8,27053.6,4341.2,1314361.404,1064018.088,0
605198.SH,20260108,39.91,1.7372,10.8257,,51.1595,38.4885,4.88,9.4059,7.7815,0.6264,0.6264,33418.8,27053.6,4341.2,1333744.308,1079709.176,0
605198.SH,20260107,37.76,0.4901,3.0543,0.87,48.4035,36.4151,4.6171,8.8992,7.3623,0.6621,0.6621,33418.8,27053.6,4341.2,1261893.888,1021543.936,0
605198.SH,20260106,37.62,0.5284,3.2926,1.02,48.224,36.2801,4.6,8.8662,7.335,0.6645,0.6645,33418.8,27053.6,4341.2,1257215.256,1017756.432,0
605198.SH,20260105,37.52,0.5498,3.4266,1.18,48.0958,36.1836,4.5877,8.8426,7.3155,0.6663,0.6663,33418.8,27053.6,4341.2,1253873.376,1015051.072,0
