,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,30747738,-1.01151028950123,28.38,688058.SH,28.9,28,28.67,2025-07-01,0,1078008
1,24931447,-1.973220577871736,27.82,688058.SH,28.47,27.61,28.47,2025-07-02,0,895070
2,17168820,-0.2516175413371685,27.75,688058.SH,28.12,27.62,27.95,2025-07-03,0,616456
3,30795697,-2.270270270270267,27.12,688058.SH,27.89,27.05,27.89,2025-07-04,0,1125332
4,19306929,1.5486725663716747,27.54,688058.SH,27.76,27,27.2,2025-07-07,0,703530
5,21897986,1.7792302106027669,28.03,688058.SH,28.07,27.5,27.96,2025-07-08,0,784385
6,32619551,0.32108455226542937,28.12,688058.SH,28.42,27.72,28.16,2025-07-09,0,1160407
7,25465321,-1.0668563300142273,27.82,688058.SH,28.22,27.55,28.22,2025-07-10,0,916488
8,48664283,2.408339324227168,28.49,688058.SH,28.91,27.42,27.75,2025-07-11,0,1715793
9,29173713,-0.17550017550016553,28.44,688058.SH,28.72,28.12,28.58,2025-07-14,0,1027539
10,47326667,1.969057665260192,29,688058.SH,29.02,27.78,28.48,2025-07-15,0,1661250
11,238796648,8.448275862068963,31.45,688058.SH,34.73,30.2,30.2,2025-07-16,0,7437492
12,147354837,-2.861685214626387,30.55,688058.SH,31.12,30.29,31.12,2025-07-17,0,4809623
13,94022677,-1.5057283142389553,30.09,688058.SH,30.98,30,30.9,2025-07-18,0,3096695
14,63807383,0.4652708541043555,30.23,688058.SH,30.68,29.91,30.03,2025-07-21,0,2114022
15,66441542,-1.885544161429045,29.66,688058.SH,30.49,29.55,30.15,2025-07-22,0,2219897
16,43631400,0.539447066756575,29.82,688058.SH,30.24,29.52,29.83,2025-07-23,0,1462558
17,33662196,0.7377598926894663,30.04,688058.SH,30.2,29.7,29.76,2025-07-24,0,1125638
18,61995347,1.9307589880159848,30.62,688058.SH,30.77,29.85,30.11,2025-07-25,0,2033040
19,46762764,-0.653167864141082,30.42,688058.SH,31,30.18,31,2025-07-28,0,1535315
20,76327098,3.1229454306377358,31.37,688058.SH,31.48,30.11,30.5,2025-07-29,0,2487089
21,122206235,-1.3707363723302508,30.94,688058.SH,32.85,30.53,31.42,2025-07-30,0,3856393
22,74965987,-0.16160310277957565,30.89,688058.SH,31.8,30.72,31.39,2025-07-31,0,2397645
