ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920003.BJ,20251203,33.32,4.6879,4.6879,,20.4603,20.7474,3.6513,5.4503,5.5646,,,6471.4286,1331.4586,1331.4586,215628.001,44364.2006,0
920003.BJ,20251202,33.54,5.6449,5.6449,0.87,20.5954,20.8844,3.6754,5.4863,5.6013,,,6471.4286,1331.4586,1331.4586,217051.7152,44657.1214,0
920003.BJ,20251201,33.8,7.1048,7.1048,1.02,20.755,21.0463,3.7039,5.5288,5.6447,,,6471.4286,1331.4586,1331.4586,218734.2867,45003.3007,0
920003.BJ,20251128,33.38,4.4767,4.4767,0.47,20.4971,20.7848,3.6579,5.4601,5.5746,,,6471.4286,1331.4586,1331.4586,216016.2867,44444.0881,0
920003.BJ,20251127,33.51,6.4369,6.4369,0.63,20.577,20.8657,3.6722,5.4814,5.5963,,,6471.4286,1331.4586,1331.4586,216857.5724,44617.1777,0
920003.BJ,20251126,33.47,6.9888,6.9888,0.67,20.5524,20.8408,3.6678,5.4748,5.5896,,,6471.4286,1331.4586,1331.4586,216598.7152,44563.9193,0
920003.BJ,20251125,33.4,7.6049,7.6049,0.72,20.5094,20.7972,3.6601,5.4634,5.5779,,,6471.4286,1331.4586,1331.4586,216145.7152,44470.7172,0
920003.BJ,20251124,33.4,9.351,9.351,0.84,20.5094,20.7972,3.6601,5.4634,5.5779,,,6471.4286,1331.4586,1331.4586,216145.7152,44470.7172,0
920003.BJ,20251121,33.7,16.8726,16.8726,1.49,20.6936,20.984,3.693,5.5124,5.628,,,6471.4286,1331.4586,1331.4586,218087.1438,44870.1548,0
920003.BJ,20251120,33.82,10.3008,10.3008,0.9,20.7673,21.0588,3.7061,5.5321,5.6481,,,6471.4286,1331.4586,1331.4586,218863.7153,45029.9299,0
920003.BJ,20251119,33.89,7.7671,7.7671,0.62,20.8103,21.1023,3.7138,5.5435,5.6597,,,6471.4286,1331.4586,1331.4586,219316.7153,45123.132,0
920003.BJ,20251118,33.78,8.8404,8.8404,0.61,20.7428,21.0339,3.7017,5.5255,5.6414,,,6471.4286,1331.4586,1331.4586,218604.8581,44976.6715,0
920003.BJ,20251117,34.39,11.568,11.568,0.55,21.1173,21.4137,3.7686,5.6253,5.7432,,,6471.4286,1331.4586,1331.4586,222552.4296,45788.8613,0
920003.BJ,20251114,35.22,18.1319,18.1319,0.52,21.627,21.9305,3.8595,5.7611,5.8819,,,6471.4286,1331.4586,1331.4586,227923.7153,46893.9719,0
920003.BJ,20251113,34.98,10.7778,10.7778,,21.4796,21.7811,3.8332,5.7218,5.8418,,,6471.4286,1331.4586,1331.4586,226370.5724,46574.4218,0
920003.BJ,20251112,34.95,12.9187,12.9187,,21.4612,21.7624,3.83,5.7169,5.8368,,,6471.4286,1331.4586,1331.4586,226176.4296,46534.4781,0
920003.BJ,20251111,34.95,18.7208,18.7208,,21.4612,21.7624,3.83,5.7169,5.8368,,,6471.4286,1331.4586,1331.4586,226176.4296,46534.4781,0
920003.BJ,20251110,35.6,44.9603,44.9603,,21.8603,22.1671,3.9012,5.8232,5.9453,,,6471.4286,1331.4586,1331.4586,230382.8582,47399.9262,0
920003.BJ,20251107,38.54,86.2512,86.2512,,23.6657,23.9978,4.2234,6.3041,6.4363,,,6471.4286,1331.4586,1331.4586,249408.8582,51314.4144,0
