ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300956.SZ,20260119,17.71,18.01,17.6,17.8,17.72,0.08,0.4515,59000.44,105072.356
300956.SZ,20260116,17.37,17.82,17.23,17.72,17.4,0.32,1.8391,57013.29,100038.282
300956.SZ,20260115,17.15,17.47,17.02,17.4,17.15,0.25,1.4577,50300.87,86917.77
300956.SZ,20260114,17.27,17.57,16.92,17.15,17.23,-0.08,-0.4643,67433.98,116482.534
300956.SZ,20260113,17.78,17.78,17.18,17.23,17.79,-0.56,-3.1478,67883.3,118559.652
300956.SZ,20260112,17.37,17.84,17.28,17.79,17.4,0.39,2.2414,72350.5,127305.638
300956.SZ,20260109,17.02,17.54,16.86,17.4,17.0,0.4,2.3529,68527.0,117765.545
300956.SZ,20260108,16.96,17.15,16.84,17.0,16.9,0.1,0.5917,37204.02,63245.36
300956.SZ,20260107,17.0,17.14,16.82,16.9,16.97,-0.07,-0.4125,47196.64,79968.231
300956.SZ,20260106,17.2,17.2,16.88,16.97,17.1,-0.13,-0.7602,54288.08,92302.482
300956.SZ,20260105,16.82,17.18,16.6,17.1,16.64,0.46,2.7644,53232.28,90089.266
