ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
301213.SZ,20260126,77.78,8.6414,16.4593,,,,7.9305,40.8385,40.0421,,,7999.9999,5171.1049,2714.9199,622239.9922,402208.5391,0
301213.SZ,20260123,84.15,9.5369,18.165,1.62,,,8.58,44.1831,43.3214,,,7999.9999,5171.1049,2714.9199,673199.9916,435148.4773,0
301213.SZ,20260122,79.72,4.5429,8.6528,0.66,,,8.1283,41.8571,41.0408,,,7999.9999,5171.1049,2714.9199,637759.992,412240.4826,0
301213.SZ,20260121,80.01,4.3453,8.2765,,,,8.1579,42.0094,41.1901,,,7999.9999,5171.1049,2714.9199,640079.992,413740.103,0
301213.SZ,20260120,80.72,6.6071,12.5845,,,,8.2303,42.3822,41.5556,0.0,,7999.9999,5171.1049,2714.9199,645759.9919,417411.5875,0
301213.SZ,20260119,85.32,5.9817,11.3933,0.43,,,8.6993,44.7974,43.9237,0.0,,7999.9999,5171.1049,2714.9199,682559.9915,441198.6701,0
301213.SZ,20260116,84.91,7.9753,15.1905,0.48,,,8.6575,44.5821,43.7127,0.0,,7999.9999,5171.1049,2714.9199,679279.9915,439078.5171,0
301213.SZ,20260115,89.66,9.7005,18.4765,,,,9.1418,47.0761,46.158,0.0,,7999.9999,5171.1049,2714.9199,717279.991,463641.2653,0
301213.SZ,20260114,92.5,14.371,27.3724,0.87,,,9.4313,48.5673,47.6201,0.0,,7999.9999,5171.1049,2714.9199,739999.9908,478327.2033,0
301213.SZ,20260113,96.54,16.6612,31.7345,,,,9.8433,50.6885,49.6999,0.0,,7999.9999,5171.1049,2714.9199,772319.9903,499218.467,0
301213.SZ,20260112,107.62,20.4117,38.8782,1.91,,,10.973,56.506,55.404,0.0,,7999.9999,5171.1049,2714.9199,860959.9892,556514.3093,0
301213.SZ,20260109,94.95,21.0971,40.1836,2.93,,,9.6812,49.8536,48.8814,0.0,,7999.9999,5171.1049,2714.9199,759599.9905,490996.4103,0
301213.SZ,20260108,84.0,21.1511,40.2866,,,,8.5647,44.1043,43.2442,0.0,,7999.9999,5171.1049,2714.9199,671999.9916,434372.8116,0
301213.SZ,20260107,82.86,3.513,6.6912,0.78,,,8.4484,43.5058,42.6573,0.0,,7999.9999,5171.1049,2714.9199,662879.9917,428477.752,1
