ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920068.BJ,20260121,19.05,3.9369,3.9369,,72.4347,130.4615,9.867,15.5871,19.2783,0.5249,0.5249,65560.0015,6270.4261,6270.4261,1248918.0286,119451.6172,0
920068.BJ,20260120,19.12,7.1466,7.1466,,72.7009,130.9408,9.9032,15.6444,19.3492,,,65560.0015,6270.4261,6270.4261,1253507.2287,119890.547,0
920068.BJ,20260119,19.5,6.0092,6.0092,0.39,74.1458,133.5432,10.1001,15.9553,19.7337,,,65560.0015,6270.4261,6270.4261,1278420.0293,122273.309,0
920068.BJ,20260116,19.52,9.7141,9.7141,0.58,74.2218,133.6802,10.1104,15.9717,19.754,,,65560.0015,6270.4261,6270.4261,1279731.2293,122398.7175,0
920068.BJ,20260115,20.08,9.9584,9.9584,,76.3511,137.5153,10.4005,16.4299,20.3207,,,65560.0015,6270.4261,6270.4261,1316444.8301,125910.1561,0
920068.BJ,20260114,20.4,13.7539,13.7539,0.84,77.5679,139.7068,10.5662,16.6917,20.6445,,,65560.0015,6270.4261,6270.4261,1337424.0306,127916.6924,0
920068.BJ,20260113,19.95,19.166,19.166,,75.8568,136.625,10.3331,16.3235,20.1891,,,65560.0015,6270.4261,6270.4261,1307922.0299,125095.0007,0
920068.BJ,20260112,21.96,23.7671,23.7671,1.92,83.4995,150.3902,11.3742,17.9681,22.2232,,,65560.0015,6270.4261,6270.4261,1439697.6329,137698.5572,0
920068.BJ,20260109,20.64,16.4633,16.4633,1.45,78.4804,141.3504,10.6905,16.8881,20.8874,,,65560.0015,6270.4261,6270.4261,1353158.431,129421.5947,0
920068.BJ,20260108,19.97,11.767,11.767,,75.9329,136.762,10.3435,16.3399,20.2093,,,65560.0015,6270.4261,6270.4261,1309233.23,125220.4092,0
920068.BJ,20260107,19.65,10.6731,10.6731,0.93,74.7161,134.5705,10.1778,16.078,19.8855,,,65560.0015,6270.4261,6270.4261,1288254.0295,123213.8729,0
920068.BJ,20260106,19.98,13.4862,13.4862,1.05,75.9709,136.8304,10.3487,16.348,20.2195,,,65560.0015,6270.4261,6270.4261,1309888.83,125283.1135,0
920068.BJ,20260105,19.11,9.3656,9.3656,0.54,72.6628,130.8724,9.8981,15.6362,19.339,,,65560.0015,6270.4261,6270.4261,1252851.6287,119827.8428,0
