,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,29705994,1.2195121951219523,3.32,600130.SH,3.33,3.27,3.27,2025-08-01,1.2038133333333332,9028600
1,44336096,0.6024096385542175,3.34,600130.SH,3.36,3.31,3.32,2025-08-04,1.7749738666666668,13312304
2,47001976,1.4970059880239601,3.39,600130.SH,3.42,3.34,3.35,2025-08-05,1.8544933333333333,13908700
3,62042480,0.5899705014749268,3.41,600130.SH,3.43,3.34,3.37,2025-08-06,2.4410268,18307701
4,94346615,2.346041055718477,3.49,600130.SH,3.52,3.4,3.41,2025-08-07,3.616627866666667,27124709
5,60078042,-0.5730659025787971,3.47,600130.SH,3.49,3.43,3.49,2025-08-08,2.3156548,17367411
6,45700706,-0.2881844380403525,3.46,600130.SH,3.49,3.45,3.46,2025-08-11,1.7571333333333334,13178500
7,45842231,-0.28901734104045623,3.45,600130.SH,3.47,3.42,3.46,2025-08-12,1.7760133333333334,13320100
8,44534083,0,3.45,600130.SH,3.49,3.43,3.44,2025-08-13,1.7179333333333335,12884500
9,53085703,-2.6086956521739215,3.36,600130.SH,3.45,3.35,3.44,2025-08-14,2.0827069333333332,15620302
10,50654703,2.6785714285714377,3.45,600130.SH,3.45,3.33,3.35,2025-08-15,1.9804275999999998,14853207
11,60075217,0.2898550724637619,3.46,600130.SH,3.51,3.45,3.46,2025-08-18,2.3035068,17276301
12,75446436,1.7341040462427761,3.52,600130.SH,3.57,3.44,3.47,2025-08-19,2.867333466666667,21505001
13,49889268,0,3.52,600130.SH,3.54,3.48,3.5,2025-08-20,1.8929068,14196801
14,146861188,3.4090909090909123,3.64,600130.SH,3.7,3.52,3.53,2025-08-21,5.367133333333333,40253500
15,85505721,-0.2747252747252811,3.63,600130.SH,3.69,3.59,3.61,2025-08-22,3.1439,23579530
16,90395495,1.1,3.67,600130.SH,3.73,3.62,3.62,2025-08-25,3.29,24656900
17,84501609,4.90463215258856,3.85,600130.SH,3.85,3.82,3.85,2025-08-26,2.9274,21955401
18,303050449,0,3.85,600130.SH,4.04,3.8,3.91,2025-08-27,10.2045,76533400
19,177370897,1.298701298701294,3.9,600130.SH,3.97,3.73,3.9,2025-08-28,6.1195,45896569
20,188391307,4.102564102564095,4.06,600130.SH,4.1,3.86,3.88,2025-08-29,6.2619,46964101
