ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920932.BJ,20260121,22.45,4.4605,6.1187,,68.531,188.075,3.3904,5.454,6.1279,0.097,0.097,10535.035,8681.3146,6328.6943,236511.5358,194895.5128,0
920932.BJ,20260120,21.88,3.3126,4.544,,66.791,183.2998,3.3043,5.3155,5.9723,,,10535.035,8681.3146,6328.6943,230506.5658,189947.1634,0
920932.BJ,20260119,22.27,3.0798,4.2246,0.32,67.9815,186.567,3.3632,5.4103,6.0788,,,10535.035,8681.3146,6328.6943,234615.2295,193332.8761,0
920932.BJ,20260116,22.54,6.1587,8.4481,0.66,68.8057,188.8289,3.404,5.4759,6.1525,,,10535.035,8681.3146,6328.6943,237459.6889,195676.8311,0
920932.BJ,20260115,23.27,8.0116,10.9898,,71.0341,194.9445,3.5142,5.6532,6.3517,,,10535.035,8681.3146,6328.6943,245150.2645,202014.1907,0
920932.BJ,20260114,24.43,16.3299,22.4003,2.62,74.5751,204.6624,3.6894,5.935,6.6684,,,10535.035,8681.3146,6328.6943,257370.9051,212084.5157,0
920932.BJ,20260113,22.76,7.7533,10.6355,,69.4773,190.672,3.4372,5.5293,6.2125,,,10535.035,8681.3146,6328.6943,239777.3966,197586.7203,0
920932.BJ,20260112,23.8,9.7326,13.3506,2.2,72.652,199.3846,3.5943,5.782,6.4964,,,10535.035,8681.3146,6328.6943,250733.833,206615.2875,0
920932.BJ,20260109,22.33,4.9491,6.8393,1.18,68.1647,187.0697,3.3723,5.4248,6.0952,,,10535.035,8681.3146,6281.971,235247.3316,193853.755,0
920932.BJ,20260108,22.18,4.7958,6.6275,,67.7068,185.813,3.3496,5.3884,6.0542,,,10535.035,8681.3146,6281.971,233667.0763,192551.5578,0
920932.BJ,20260107,21.76,3.9034,5.3943,1.01,66.4247,182.2945,3.2862,5.2864,5.9396,,,10535.035,8681.3146,6281.971,229242.3616,188905.4057,0
920932.BJ,20260106,22.23,4.7329,6.5406,1.27,67.8594,186.2319,3.3572,5.4005,6.0679,,,10535.035,8681.3146,6281.971,234193.8281,192985.6236,0
920932.BJ,20260105,21.82,3.7374,5.1649,0.92,66.6078,182.7971,3.2952,5.3009,5.9559,,,10535.035,8681.3146,6281.971,229874.4637,189426.2846,0
