,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,920271.BJ,20240527,11.12,0.5508,1.3098,0.55,15.3965,15.1738,2.6843,4.0178,4.0491,,,11893.0,5190.0498,2182.5388,132250.16,57713.3538,0
1,003003.SZ,20240527,9.32,2.3211,2.9434,0.98,32.8992,27.3119,1.301,1.1643,1.1608,0.0,,17696.036,11653.117,9189.6045,164927.0555,108607.0504,0
2,300424.SZ,20240527,14.1,7.6969,9.0913,0.5,140.7329,84.0586,4.5294,2.1427,2.1546,0.0709,0.0709,23989.5401,23931.6274,20261.031,338252.5154,337435.9463,0
3,002533.SZ,20240527,9.84,3.3155,4.563,1.45,13.814,13.3283,1.9536,0.4722,0.4555,3.5569,4.0293,73394.1062,62749.9808,45594.062,722198.005,617459.8111,0
4,000761.SZ,20240527,3.06,0.1696,1.1208,0.6,,,0.8294,0.2174,0.2212,0.0,,410822.1073,370822.1073,56122.1447,1257115.6483,1134715.6483,0
5,300712.SZ,20240527,25.57,0.6859,1.4774,0.51,88.2684,86.7995,3.4298,2.3575,2.2553,0.3863,0.3863,18754.6035,18658.951,8662.6833,479555.2115,477109.3771,0
6,000935.SZ,20240527,13.98,0.3686,1.1915,0.84,10.8302,13.6443,1.4326,8.753,8.9008,0.0,,76344.0333,76344.0333,23616.4516,1067289.5855,1067289.5855,0
7,002150.SZ,20240527,14.88,1.3318,3.0058,0.7,83.6657,82.9222,3.2425,2.1394,1.8676,0.0,,36202.7053,35521.4903,15739.1196,538696.2549,528559.7757,0
8,301191.SZ,20240527,76.27,19.1798,19.1798,1.04,36.6334,42.8903,3.1018,2.5491,2.6758,1.0086,1.0086,6934.2,2613.9425,2613.9425,528871.434,199365.3945,0
9,688439.SH,20240527,65.12,1.7473,2.9769,0.79,21.3296,20.9509,2.675,10.0407,9.853,,,20000.0,9517.488,5586.3346,1302400.0,619778.8186,0
10,000915.SZ,20240527,33.04,1.044,1.3386,0.9,13.2288,13.1187,2.8869,3.1167,3.1037,2.4213,6.0533,23433.1485,23420.7235,18266.2895,774231.2264,773820.7044,0
11,600243.SH,20240527,3.42,1.4063,1.6962,0.8,,,2.0812,4.2154,4.292,0.0,,43885.0,43885.0,36384.0461,150086.7,150086.7,0
12,300759.SZ,20240527,21.02,1.2996,2.092,1.2,23.4658,25.3277,2.9892,3.2563,3.2714,0.9511,0.9511,178739.4297,142858.3385,88749.0382,3757102.8123,3002882.2753,0
13,601059.SH,20240527,14.87,1.8251,1.8251,0.72,32.8747,33.5868,2.6887,13.8434,14.9388,0.2959,0.2959,324300.0,69160.0,69160.0,4822341.0,1028409.2,0
14,600054.SH,20240527,12.31,1.6039,3.799,0.64,21.2308,23.3922,1.9909,4.6535,4.657,0.0,,72937.944,51330.0,21670.425,897866.0906,631872.3,0
15,603579.SH,20240527,24.55,1.1924,2.6398,1.07,16.8313,14.9676,1.6976,1.8392,1.8246,1.9876,1.9876,13897.4402,13897.4402,6277.4002,341182.1569,341182.1569,0
16,002528.SZ,20240527,3.15,3.2087,6.8816,0.74,,,10.3476,2.6806,2.8236,0.0,,119867.5082,104643.9251,48793.2256,377582.6508,329628.3641,-1
17,002271.SZ,20240527,15.85,2.9972,3.1592,0.75,17.5591,17.8561,1.4909,1.2162,1.2291,0.6239,3.6903,251846.4191,199564.4746,189334.1524,3991765.7427,3163096.9224,0
18,301152.SZ,20240527,24.81,2.2358,8.1788,0.65,,,1.6228,1.2386,1.3151,1.2092,,12198.2307,7510.2307,2053.0,302638.1037,186328.8237,0
19,688520.SH,20240527,44.48,0.4384,1.9414,1.36,,,,10.4954,9.1238,,,44533.5714,44533.5714,10056.1564,1980853.2559,1980853.2559,0
20,002823.SZ,20240527,11.34,3.8245,4.816,0.8,42.9353,31.5916,2.3765,1.0893,1.0646,0.3036,1.0109,29047.0366,17864.946,14187.1347,329393.395,202588.4876,0
21,301070.SZ,20240527,46.15,4.0242,4.4175,0.92,110.9515,132.5109,3.6981,8.0829,7.8962,0.0,,6455.52,3504.588,3192.54,297922.248,161736.7362,0
22,000545.SZ,20240527,2.17,0.9072,1.3811,0.74,,,1.5464,0.9457,0.9576,0.0,,98683.3096,98540.3096,64730.1648,214142.7818,213832.4718,0
23,920062.BJ,20240527,5.89,2.8305,3.2745,1.11,14.8461,18.2592,1.605,1.0804,1.0654,,,18408.6277,12523.8355,10825.441,108426.8172,73765.3911,0
