,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,689009.SH,20240229,30.3,1.5575,1.8589,0.7,48.6136,37.3279,4.0222,2.1634,2.1496,,,72287.103,52347.5563,43858.7073,2190299.2209,1586130.9559,0
1,605028.SH,20240229,14.82,5.3823,5.3823,0.97,11.5054,11.6111,1.8909,5.3603,5.8079,2.0243,2.0243,16000.0,4000.0,4000.0,237120.0,59280.0,0
2,600237.SH,20240229,5.51,3.3618,4.1239,0.9,46.989,44.5594,2.0283,3.3396,3.2885,0.0,,63062.9155,60448.4178,49277.8199,347476.6644,333070.7821,0
3,002465.SZ,20240229,11.56,1.7109,2.3654,0.91,42.9364,45.4373,2.2917,5.109,4.8287,1.2048,1.2048,248183.3948,230052.8232,166392.0995,2869000.0439,2659410.6362,0
4,300732.SZ,20240229,7.13,1.4546,2.7982,0.9,9.3152,11.606,0.8186,0.9208,0.9472,4.2081,4.2081,32430.3578,32356.79,16820.2455,231228.4511,230703.9127,0
5,002428.SZ,20240229,10.85,5.4755,6.8642,1.29,,,5.0468,13.2061,11.908,0.0,,65312.0,64581.3475,51515.5075,708635.2,700707.6204,0
6,600007.SH,20240229,19.14,0.2716,1.4034,1.24,17.2774,15.434,2.0416,5.6008,5.0788,3.6573,3.6573,100728.2534,100728.2534,19492.2293,1927938.7701,1927938.7701,0
7,688701.SH,20240229,5.81,4.7066,5.3223,1.04,,,2.7569,3.1736,2.2393,,,13427.7372,6730.7755,5952.094,78015.1531,39105.8057,0
8,000756.SZ,20240229,17.27,2.7686,5.1029,0.96,28.6609,23.1209,2.5969,1.5707,1.3788,1.1397,1.1397,68240.7635,44783.591,24297.1818,1178517.9856,773412.6166,0
9,688118.SH,20240229,19.6,4.801,6.1514,0.99,1535.3517,,2.1806,4.3959,3.8919,,,9540.0,9540.0,7445.7191,186984.0,186984.0,0
10,300068.SZ,20240229,11.6,2.7669,3.155,1.12,30.5522,55.8253,1.749,0.8617,0.7083,0.0,,87269.0221,83023.1579,72811.1866,1012320.6564,963068.6316,0
