,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,002887.SZ,20241121,7.42,2.9724,4.3237,0.96,19.9851,25.6748,1.0252,5.6712,5.7003,4.717,3.3693,30598.5333,15949.8993,10965.1244,227041.1171,118348.2528,0
1,002392.SZ,20241121,4.75,18.762,20.5262,1.88,14.5024,14.0543,1.0413,1.0011,0.8634,0.7158,1.3263,119049.0839,83534.2658,76354.669,565483.1485,396787.7626,0
2,300573.SZ,20241121,84.84,3.2086,3.5357,0.71,61.9413,42.6673,9.5143,10.1311,8.2509,1.1912,3.1005,17524.9247,13481.3202,12234.0007,1486814.6115,1143755.2058,0
3,002713.SZ,20241121,4.76,16.4167,34.5298,2.71,,,,0.6805,1.0139,0.0,,41953.698,41136.3828,19557.6973,199699.6025,195809.1821,1
4,000963.SZ,20241121,36.58,0.7322,1.7511,0.88,22.6045,19.9776,2.9114,1.5796,1.5386,0.7927,2.5424,175426.2548,175109.6488,73215.8331,6417092.4006,6405510.9531,0
5,600715.SH,20241121,2.43,1.8436,3.2554,0.68,,,,7.3976,9.671,0.0,,185485.35,185485.35,105045.6772,450729.4005,450729.4005,0
6,300650.SZ,20241121,12.33,5.0092,5.7079,0.8,62.8365,53.5129,2.2183,1.0178,0.9725,0.0,0.4866,21829.6126,15716.2832,13792.3517,269159.1234,193781.7719,0
7,301370.SZ,20241121,12.02,1.8461,2.9972,0.83,36.7598,34.7802,2.3125,0.7559,0.7855,0.0,0.9741,47060.0,32374.8561,19940.6257,565661.2,389145.7703,0
8,688173.SH,20241121,14.35,10.7659,12.797,1.46,,,3.7244,14.958,12.3317,,,41030.9104,23864.6853,20076.8737,588793.5642,342458.2341,0
9,002511.SZ,20241121,7.24,0.7822,1.5889,0.74,28.3111,42.6456,1.7399,0.9612,1.0546,0.862,0.8351,130115.2613,127292.8027,62660.9939,942034.4918,921599.8915,0
10,300061.SZ,20241121,14.83,6.7542,8.3606,0.86,,,13.074,10.0246,12.3297,0.0,,65899.3677,62053.9736,50131.011,977287.623,920260.4285,0
11,603367.SH,20241121,14.77,1.0148,2.4337,0.94,12.8269,12.6409,1.1457,1.4986,1.5717,2.2682,2.952,45275.4129,45275.4129,18879.2824,668717.8485,668717.8485,0
12,002966.SZ,20241121,7.84,1.1176,1.3553,0.68,6.4156,5.8822,0.7077,2.4874,2.4665,4.0995,7.3959,376481.4341,368364.5714,303747.0502,2951614.4433,2887978.2398,0
13,000758.SZ,20241121,5.16,1.5309,2.3108,0.77,28.6335,26.9405,1.8265,1.0985,1.0173,0.0,,199284.1364,196931.4394,130470.1162,1028306.1438,1016166.2273,0
14,920225.BJ,20241121,15.11,7.0945,7.0945,1.42,14.3423,18.2542,3.0074,3.9509,4.1719,,,12691.8894,6825.4768,6825.4768,191774.4488,103132.9544,0
15,688379.SH,20241121,23.57,2.4088,5.0478,1.04,50.6732,25.4374,2.1387,1.4897,1.2149,,,8944.212,8944.212,4268.2376,210815.0768,210815.0768,0
16,000507.SZ,20241121,5.19,1.9787,2.8494,0.98,17.2188,16.5639,0.9096,0.8749,0.8786,1.3482,0.2277,91973.4895,90233.7753,62659.0603,477342.4105,468313.2938,0
17,000757.SZ,20241121,4.35,3.4085,5.3107,0.97,,,1.4933,0.6012,0.615,0.0,,53271.6095,53271.4539,34190.6363,231731.5013,231730.8245,0
18,000876.SZ,20241121,9.8,0.4792,1.0534,0.95,178.77,10.4575,2.0893,0.3144,0.3972,0.0,,454577.9583,451119.1929,205235.5052,4454863.9913,4420968.0904,0
19,688087.SH,20241121,28.56,0.3826,0.6839,0.68,27.3299,22.8071,2.1826,2.178,1.8683,,,18722.661,18624.549,10418.4874,534719.1982,531917.1194,0
20,002747.SZ,20241121,17.84,5.3318,8.32,0.94,114.8713,,5.9854,3.3346,3.2363,0.1677,0.3354,86953.1453,78697.2953,50432.9036,1551244.1122,1403959.7482,0
21,600300.SH,20241121,2.94,1.3588,2.1703,0.76,22.6951,14.7834,1.4388,1.1781,1.3979,0.6122,2.2109,161714.218,161714.218,101248.2702,475439.8009,475439.8009,0
22,000609.SZ,20241121,2.61,3.1073,4.1124,0.9,,,2.7469,13.5491,2.3175,0.0,,29926.5522,29108.4522,21993.9722,78108.3012,75973.0602,1
23,002705.SZ,20241121,14.71,1.1007,3.2536,1.13,12.2221,11.6384,1.4939,0.8154,0.7202,2.7565,2.7402,81187.578,80816.1403,27340.9742,1194269.2724,1188805.4238,0
24,601368.SH,20241121,5.07,0.7416,1.7204,0.81,60.8939,62.7078,0.9351,1.9199,1.8202,1.1045,0.5128,88297.3077,88297.3077,38062.6493,447667.35,447667.35,0
25,603348.SH,20241121,27.22,2.1578,4.9951,0.69,166.3934,85.7075,2.0278,1.6449,1.4025,0.4711,0.5511,30829.0216,26407.5697,11407.5697,839165.968,718814.0472,0
26,920046.BJ,20241121,17.01,12.8484,18.4933,0.77,95.8415,89.4492,7.0423,7.6492,8.4267,,,10115.0,4561.9987,3169.4987,172056.15,77599.5979,0
27,601919.SH,20241121,14.5,0.4944,1.1845,0.49,9.6994,5.7983,1.0801,1.3191,1.0733,13.1436,8.6888,1596068.012,1276090.012,532658.0223,23142986.174,18503305.174,0
28,300052.SZ,20241121,20.4,9.8199,11.851,1.16,,,12.0223,20.6216,22.287,0.0,,26185.871,26185.121,21697.2389,534191.7684,534176.4684,0
29,688004.SH,20241121,18.7,1.8474,3.3692,0.73,,,2.3508,7.8071,8.3063,,,8008.8,8008.8,4391.343,149764.56,149764.56,0
30,600624.SH,20241121,5.53,4.5466,6.3903,0.9,634.9972,,4.9016,5.571,5.9257,0.0,,68471.201,68471.201,48716.6874,378645.7415,378645.7415,0
31,300923.SZ,20241121,22.47,2.4649,5.4182,0.91,37.5658,39.3685,1.5588,4.1693,4.0567,1.2461,1.9899,7860.0,7646.85,3478.85,176614.2,171824.7195,0
32,600720.SH,20241121,9.5,1.544,2.1351,0.95,12.3431,9.8925,1.5288,1.6133,1.4973,0.0,3.4749,229459.5565,77616.2687,56127.3058,2179865.7868,737354.5527,0
33,300555.SZ,20241121,7.27,2.1063,2.6015,0.91,,,2.7286,7.984,10.7087,0.0,,20000.0,19782.2713,16017.083,145400.0,143817.1124,0
34,688697.SH,20241121,17.55,0.6375,1.6224,0.65,18.0484,18.5349,3.4955,2.47,2.3731,,,32666.67,32666.67,12836.67,573300.0585,573300.0585,0
35,920026.BJ,20241121,30.78,20.0122,23.0563,1.54,39.5156,,4.4414,9.6215,19.4841,,,8207.7246,1990.5416,1727.7256,252633.7632,61268.8704,0
36,603797.SH,20241121,4.16,1.7584,4.0734,1.32,10.9175,12.525,0.7656,1.7704,2.1083,0.0,,58415.941,58415.941,25217.2599,243010.3146,243010.3146,0
37,603137.SH,20241121,11.15,2.9229,4.7125,1.05,16.0359,15.7043,1.6935,0.923,0.9643,0.0,1.2812,18293.3334,7373.3334,4573.3334,203970.6674,82212.6674,0
38,688623.SH,20241121,57.67,0.827,0.827,0.74,25.5563,35.6373,1.6292,7.9466,9.425,,,5914.27,1665.6879,1665.6879,341075.9509,96060.2212,0
39,688067.SH,20241121,18.56,1.7197,3.2792,0.88,58.6093,55.947,2.5265,6.3008,6.2273,,,6800.0,6800.0,3566.0,126208.0,126208.0,0
40,301260.SZ,20241121,14.38,1.1615,2.0577,0.8,,,1.6129,1.5239,1.3717,0.4264,,48925.9543,21227.087,11981.85,703555.2228,305245.5111,0
41,603738.SH,20241121,16.2,3.0636,4.2489,0.89,62.2587,57.0673,3.566,7.9548,7.7403,0.926,0.4872,38932.2772,38932.2772,28071.6186,630702.8906,630702.8906,0
42,002497.SZ,20241121,11.92,2.2912,2.4575,0.75,341.6297,,1.318,1.155,1.6457,3.9087,0.2887,115256.252,105352.3939,98224.4104,1373854.5238,1255800.5353,0
