,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,002245.SZ,20241113,9.94,4.3036,5.012,1.02,81.3205,35.84,1.7002,2.193,1.7992,0.3521,0.1509,115204.6537,108726.1252,93359.6774,1145134.2578,1080737.6845,0
1,000703.SZ,20241113,6.58,0.4784,1.1146,0.73,55.3997,52.4352,1.0367,0.1772,0.1864,0.0,1.4041,366630.4409,364733.7734,156533.583,2412428.3011,2399948.229,0
2,688005.SH,20241113,41.0,7.8264,8.0454,0.73,34.0918,243.3022,2.3419,0.8741,1.2855,,,48302.9659,31545.2832,30686.5818,1980421.6019,1293356.6112,0
3,920039.BJ,20241113,10.1,1.7694,5.9401,0.51,24.65,29.4975,2.9849,6.4108,5.4651,,,15382.0,15381.99,4581.79,155358.2,155358.099,0
4,601398.SH,20241113,6.04,0.1275,1.0232,0.96,5.9141,5.9084,0.6019,2.5534,2.6309,5.0248,5.0728,35640625.7089,26961221.2539,3360882.3221,215269379.2818,162845776.3736,0
5,002031.SZ,20241113,4.47,20.3979,22.8567,0.91,,,4.042,12.2394,8.5286,0.0224,,219939.567,198224.8013,176900.8766,983129.8645,886064.8618,0
6,920261.BJ,20241113,11.84,1.8838,2.8476,0.38,27.0821,22.8512,2.3371,0.5475,0.5145,,,29113.2748,17099.1726,11312.0213,344701.1736,202454.2036,0
7,300341.SZ,20241113,26.64,4.2442,9.3324,0.6,81.6672,80.4103,7.753,10.0951,10.3393,0.4097,0.2628,51741.0336,51532.7661,23436.1657,1378381.1351,1372832.8889,0
8,605123.SH,20241113,62.0,1.6893,3.8827,0.61,15.2669,23.7906,1.7389,2.0763,2.2729,0.8355,2.9032,12117.0892,12117.0892,5272.0892,751259.5304,751259.5304,0
9,600717.SH,20241113,5.01,1.1803,2.7577,0.9,14.77,15.2826,0.7509,1.2388,1.1678,1.5369,2.0359,289400.1038,289400.1038,123862.1019,1449894.52,1449894.52,0
10,301262.SZ,20241113,27.5,3.4373,10.0626,1.23,27.9676,25.2668,3.1517,11.5568,11.2316,3.0909,1.0473,41700.0,12207.5392,4170.0,1146750.0,335707.328,0
11,605068.SH,20241113,14.34,1.8342,5.793,0.59,42.211,82.8747,1.365,2.5671,2.1993,0.6991,,16214.0136,16214.0136,5133.6136,232508.955,232508.955,0
12,688033.SH,20241113,7.5,3.5551,4.7554,0.72,29.2779,,0.9203,1.9977,4.2892,,,56219.8596,56219.8596,42029.9324,421648.947,421648.947,0
