,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,603238.SH,20240125,13.48,1.9483,4.969,0.84,63.4281,38.8809,1.7993,1.5055,1.3012,0.748,0.748,17750.9,17750.9,6960.0,239282.132,239282.132,0
1,603386.SH,20240125,12.26,1.8593,4.3704,0.94,24.6007,31.0508,2.6233,1.555,1.5957,1.6313,1.6313,32632.256,32632.256,13882.806,400071.4586,400071.4586,0
2,300456.SZ,20240125,20.01,2.8077,3.4631,0.88,,,2.9376,18.6778,12.8739,0.0,,73349.7134,58403.61,47351.5391,1467727.7651,1168656.2361,0
3,000657.SZ,20240125,8.63,1.9903,3.6222,1.55,22.5598,26.7135,2.1625,0.922,0.9528,1.3905,1.3905,139737.8114,123992.7247,68128.925,1205937.3124,1070057.2142,0
4,688027.SH,20240125,102.52,0.9237,1.525,1.08,,,5.2495,61.0436,48.5977,,,8022.092,8022.092,4858.992,822424.8718,822424.8718,0
5,603429.SH,20240125,7.16,0.7855,1.3325,0.85,22.4981,21.6284,2.4277,4.536,4.6229,0.0,,52448.5465,52448.5465,30918.0165,375531.5929,375531.5929,0
6,300917.SZ,20240125,25.24,6.0911,18.2872,3.29,37.4213,37.3356,4.2974,2.1268,1.8022,0.7924,0.7924,16900.0,16900.0,5629.0,426556.0,426556.0,0
7,301266.SZ,20240125,44.93,10.0763,10.0763,0.85,46.5296,32.7862,3.1519,2.3238,1.7867,0.4006,0.4006,10400.0,3750.0,3750.0,467272.0,168487.5,0
8,688399.SH,20240125,54.29,1.367,2.2312,1.22,1.7411,115.5914,0.8833,0.575,2.0969,,,5862.0,5862.0,3591.48,318247.98,318247.98,0
9,603737.SH,20240125,40.62,0.4916,1.4904,0.85,64.9663,36.6946,7.5733,1.888,1.6722,0.0,,52701.2481,52701.2481,17383.1318,2140724.6978,2140724.6978,0
10,601158.SH,20240125,5.84,0.2618,2.2891,0.93,14.6835,16.805,1.6225,3.6036,3.4429,4.6233,4.6233,480000.0,480000.0,54903.9311,2803200.0,2803200.0,0
11,603897.SH,20240125,17.45,2.1993,5.2798,0.97,26.4526,23.9361,1.3498,0.3593,0.3351,5.1576,5.1576,20643.5681,20643.5681,8599.2381,360230.2633,360230.2633,0
