,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,300378.SZ,20240531,17.42,2.0776,2.6632,1.46,31.2455,31.0539,2.3306,2.1074,2.0634,0.5688,1.2246,26950.643,26778.443,20890.0923,469480.2011,466480.4771,0
1,000708.SZ,20240531,15.09,0.5306,3.2856,3.09,13.3122,13.5986,2.0773,0.668,0.6653,4.6388,3.742,504715.6433,504715.6433,81506.3733,7616159.0574,7616159.0574,0
2,603501.SH,20240531,94.03,0.6407,0.9952,0.88,205.7496,124.9993,5.4925,5.4384,5.1198,0.0868,0.0868,121577.5699,121442.6982,78182.207,11431938.8977,11419256.9117,0
3,603399.SH,20240531,7.36,1.415,2.544,0.9,,,2.0727,0.5086,0.5565,5.4348,,51865.0649,51229.0649,28493.4122,381726.8777,377045.9177,0
4,603288.SH,20240531,35.8,0.1414,0.5408,0.78,35.3799,34.1461,6.5935,8.1057,7.877,1.6294,1.6294,556060.0544,556060.0544,145367.2858,19906949.9475,19906949.9475,0
5,300158.SZ,20240531,4.44,0.9929,1.4089,0.87,,,0.8914,1.2582,1.3198,0.0,,102749.466,102353.7157,72130.8866,456207.629,454450.4977,0
6,688017.SH,20240531,115.08,1.2556,2.1198,1.25,230.6544,243.7891,9.548,54.4993,55.5279,,,16867.2168,16867.2168,9990.6895,1941079.3093,1941079.3093,0
7,002626.SZ,20240531,15.18,0.6125,1.3144,0.75,33.4602,35.5351,2.314,2.9842,3.0304,1.3175,,60993.4771,60984.4771,28420.4446,925880.9824,925744.3624,0
8,600816.SH,20240531,2.85,0.3707,0.5897,1.06,660.4751,330.381,2.1407,,,0.0,,984444.8254,546913.7919,343759.4815,2805667.7524,1558704.3069,0
9,688670.SH,20240531,16.26,0.6822,0.6822,0.7,,,1.4843,14.8838,59.9957,,,12320.0,4413.5585,4413.5585,200323.2,71764.4612,0
10,301179.SZ,20240531,18.53,12.4438,12.4438,0.72,24.0822,25.7717,2.7757,5.8143,6.065,1.1119,2.0928,33313.2371,8365.2371,8365.2371,617294.2835,155007.8435,0
11,002909.SZ,20240531,5.05,1.1136,1.9109,0.72,196.6824,,2.067,1.5117,1.5459,0.9226,0.9226,39884.5123,36290.9476,21149.5309,201416.7871,183269.2854,0
12,688638.SH,20240531,42.09,2.5886,2.5886,1.76,29.9905,40.6163,1.5279,1.505,1.5415,,,4000.0,952.3242,952.3242,168360.0,40083.3256,0
13,002043.SZ,20240531,11.15,1.2809,2.0958,0.73,13.5714,13.301,3.4042,1.0324,0.9918,4.5116,9.3819,83914.6372,73362.3198,44838.4004,935648.2048,817989.8658,0
14,688563.SH,20240531,57.4,0.8756,0.8756,1.16,44.8271,42.8084,2.5418,9.2163,8.9103,,,45000.0,7326.3074,7326.3074,2583000.0,420530.0448,0
15,000833.SZ,20240531,6.44,2.3828,2.9158,1.28,64.8993,48.5854,1.2747,1.281,1.4117,0.9161,0.9161,66840.1851,37808.4212,30896.4505,430450.792,243486.2325,0
16,600833.SH,20240531,10.92,0.3131,0.5688,0.64,27.2876,25.4513,2.3459,1.3389,1.3367,1.7857,1.7857,22308.6347,22308.6347,12281.1613,243610.2909,243610.2909,0
17,603680.SH,20240531,7.65,0.1819,1.4338,1.02,21.6092,20.4138,1.1698,1.6216,1.577,1.0458,1.0458,78371.8767,78371.8767,9941.4267,599544.8568,599544.8568,0
18,002188.SZ,20240531,4.89,8.0348,10.7004,0.89,70.7481,75.7728,10.3151,4.2093,4.0571,0.0,,29253.8575,24090.8296,18089.5294,143051.3632,117804.1567,0
19,000778.SZ,20240531,3.67,0.764,1.2556,1.2,10.8404,12.4036,0.5712,0.3386,0.3613,3.5398,3.5398,399005.8776,389621.2692,237091.8953,1464351.5708,1429910.058,0
20,300593.SZ,20240531,10.53,8.4362,8.96,3.11,58.9948,,1.9625,3.8948,4.8865,0.8692,0.9448,54249.8469,44886.7196,42262.7718,571250.8879,472657.1574,0
21,603530.SH,20240531,27.13,3.4946,19.9518,0.95,74.0362,56.5706,7.0999,12.2274,11.7764,0.1843,0.1843,43226.3327,42998.1562,7531.1562,1172730.4062,1166539.9777,0
22,688357.SH,20240531,28.3,0.3178,0.5375,0.58,18.5035,22.8126,1.7418,2.9125,3.3791,,,10005.8386,10005.8386,5915.0386,283165.2324,283165.2324,0
