,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,688426.SH,20240429,18.61,0.8899,0.8899,1.72,,,1.2561,12.2184,12.2184,,,11249.3716,3687.5399,3687.5399,209350.8055,68625.1175,0
1,001389.SZ,20240429,51.69,25.7029,25.7029,0.93,52.6391,43.8427,8.7885,8.1503,7.4295,,,42230.0,3692.6173,3692.6173,2182868.7,190871.3882,0
2,600841.SH,20240429,4.43,1.1908,3.3414,0.94,,,1.1121,0.7083,0.7083,0.0,,138782.1784,92014.4118,32790.941,614805.0503,407623.8443,0
3,300968.SZ,20240429,9.01,2.1612,5.1604,1.27,286.9754,115.6945,1.9964,3.315,3.4738,2.2198,2.2198,41338.0,41337.9925,17312.5673,372455.38,372455.3124,0
4,300634.SZ,20240429,19.3,5.5217,10.5233,1.59,26.614,24.8457,3.2716,5.7736,5.6203,0.5242,0.5242,44765.325,43128.825,22630.0128,863970.7725,832386.3225,0
5,300295.SZ,20240429,9.88,7.848,8.395,1.95,,,1.535,15.7139,17.528,0.0,,19082.4714,16754.8624,15663.0378,188534.8174,165538.0405,1
6,688370.SH,20240429,18.02,0.9403,0.9403,1.63,28.208,33.4241,0.9279,3.9265,4.1091,,,13832.0,4365.6016,4365.6016,249252.64,78668.1408,0
7,301106.SZ,20240429,36.36,4.4261,4.4261,1.58,37.203,32.6177,2.2414,4.6298,4.2882,1.6502,1.6502,7258.6668,2084.6667,2084.6667,263925.1248,75798.4812,0
8,300126.SZ,20240429,5.11,2.2077,3.2438,0.84,383.1333,260.4774,1.446,3.0991,3.0925,0.1957,0.1957,30395.76,21043.3479,14321.5447,155322.3336,107531.5078,0
9,920578.BJ,20240429,15.41,6.9655,6.9655,1.33,33.7137,47.7475,4.4192,4.2948,5.4428,,,7647.9097,2300.0,2300.0,117854.2885,35443.0,0
10,301093.SZ,20240429,22.81,3.9833,5.2631,1.48,25.024,30.9479,1.2671,4.7374,4.9753,1.3804,1.3804,12937.4042,9029.6196,6833.9674,295102.1898,205965.6231,0
11,600827.SH,20240429,8.9,0.8761,2.1432,1.91,39.7858,39.7858,0.8923,0.5203,0.5203,1.3483,1.3483,178416.8117,160444.992,65589.7364,1587909.6241,1427960.4288,0
12,300718.SZ,20240429,15.23,2.8198,4.7465,1.23,18.7904,18.739,2.8803,4.1175,4.0526,3.3946,3.3946,29886.783,19065.4233,11326.2288,455175.7051,290366.3969,0
13,600330.SH,20240429,7.59,1.7387,2.1438,1.42,28.81,33.148,1.1572,2.5425,2.5866,0.6588,0.6588,123343.4416,123343.4416,100035.6343,936176.7217,936176.7217,0
