,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,603288.SH,20230620,50.22,0.0751,0.2928,0.46,45.0575,45.8978,11.2287,10.9042,11.0025,1.1465,1.1616,556060.0544,556060.0544,142673.1958,27925335.932,27925335.932,0
1,300158.SZ,20230620,5.46,1.6137,2.2894,1.09,,,1.0678,1.5046,1.4798,49.4505,,102749.466,102405.825,72182.8059,561012.0844,559135.8045,0
2,688017.SH,20230620,168.51,6.9243,6.9243,1.32,183.0167,198.1406,14.4314,63.765,64.5365,,,16867.2168,9368.4603,9368.4603,2842294.703,1578679.2452,0
3,002626.SZ,20230620,18.74,0.4697,1.0301,0.75,44.5057,51.1534,3.1841,3.7984,3.7375,3.2017,1.0672,60993.4771,60984.4771,27808.7446,1143017.7609,1142849.1009,0
4,600816.SH,20230620,3.78,0.1832,0.2983,0.73,,,3.4715,,,0.0,,984444.8254,526429.052,323274.7416,3721201.44,1989901.8166,0
5,688670.SH,20230620,48.52,2.4091,2.4091,1.6,143.8863,74.227,4.0433,18.769,14.5005,,,12320.0,4290.3585,4290.3585,597766.4,208168.1944,0
6,301179.SZ,20230620,34.24,18.1688,18.1688,1.66,35.8925,34.1241,3.7635,9.4221,8.3592,0.7626,0.8437,23760.0,5940.0,5940.0,813542.4,203385.6,0
7,002909.SZ,20230620,7.5,0.8559,1.4925,0.84,275.0807,269.5747,3.3355,1.9275,2.0372,0.6579,0.6647,37275.2452,36154.6154,20732.5789,279564.339,271159.6155,0
8,002043.SZ,20230620,10.44,6.4728,10.9135,1.26,19.7899,20.7384,3.5426,0.9884,1.049,4.121,4.7893,84426.2959,70100.5331,41576.6137,881410.5292,731849.5656,0
9,000833.SZ,20230620,6.63,0.8613,1.054,0.71,14.9993,14.7814,1.3272,1.297,1.1899,2.0513,2.0513,66840.1851,37808.5022,30896.5315,443150.4272,250670.3696,0
10,600833.SH,20230620,13.93,4.3595,7.919,1.04,21.6472,18.6183,3.2642,1.1701,1.141,0.5025,1.9024,22308.6347,22308.6347,12281.1613,310759.2814,310759.2814,0
11,603680.SH,20230620,10.64,0.6304,5.1595,0.57,42.0239,40.663,1.7159,2.3594,2.4033,1.4098,1.4098,78371.8767,78371.8767,9575.8767,833876.7681,833876.7681,0
12,002188.SZ,20230620,6.32,5.8753,7.8247,1.17,29.9995,52.338,15.4315,6.0358,5.8745,0.0,,29253.8575,24088.3257,18087.0255,184884.3794,152238.2184,0
13,000778.SZ,20230620,4.06,0.7328,1.2043,1.25,9.6661,11.1853,0.6466,0.3392,0.3475,3.692,3.692,399005.8776,389611.4267,237082.0528,1619963.8631,1581822.3924,0
14,300593.SZ,20230620,22.74,11.2774,11.9845,6.32,43.2701,39.507,4.0202,7.1389,7.0309,0.2283,0.4059,53793.5322,44473.4201,41849.4724,1223264.9222,1011325.5731,0
