,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,002369.SZ,20241227,7.44,20.6715,23.7017,0.6,,,7.5334,2.7249,3.0242,0.0,,56695.628,56565.0605,49333.3433,421815.4723,420844.0501,0
1,688109.SH,20241227,25.8,0.9369,2.2699,0.78,163.6562,50.524,2.6029,4.6686,4.4754,,,7884.23,7884.23,3254.1759,203413.134,203413.134,0
2,600679.SH,20241227,14.15,17.9729,46.3471,0.78,160.9803,116.6845,3.28,4.1921,3.1839,0.0,0.1696,51529.4257,33818.6525,13114.4983,729141.3737,478533.9329,0
3,603260.SH,20241227,56.36,0.23,1.0744,0.86,25.4035,35.2035,2.0421,2.5064,2.4615,1.5614,1.1981,118220.6941,118220.6941,25310.1712,6662918.3195,6662918.3195,0
4,300970.SZ,20241227,12.45,4.2342,5.4367,1.35,49.3104,,0.9965,1.5022,1.526,1.5596,1.5441,12020.24,9306.0929,7247.8146,149651.988,115860.8566,0
5,601339.SH,20241227,5.45,0.3712,1.444,0.79,16.2142,22.4674,0.8447,1.1821,1.035,9.0654,5.4672,149956.9,149956.9,38548.2228,817265.105,817265.105,0
6,002019.SZ,20241227,11.04,0.9793,1.1897,1.09,,,1.5775,3.301,2.6879,0.0,0.9058,121639.0085,84147.408,69267.2503,1342894.6538,928987.3843,0
7,301633.SZ,20241227,88.79,6.644,6.644,0.8,57.1657,43.4106,5.5579,9.0397,8.5907,,,5568.0,1392.0,1392.0,494382.72,123595.68,0
8,600439.SH,20241227,3.45,2.8403,4.2843,0.91,317.4495,561.5723,1.4288,3.1866,3.1505,0.0,0.2899,113198.544,113198.544,75044.7223,390534.9768,390534.9768,0
9,002304.SZ,20241227,84.02,0.246,0.6404,0.81,12.637,15.0839,2.366,3.8209,4.1691,4.4513,5.5463,150644.5074,150270.6768,57714.7766,12657151.5117,12625742.2647,0
10,300771.SZ,20241227,10.95,2.5758,3.0608,0.85,107.0815,37.0618,1.3654,6.4107,5.4793,2.7397,0.8942,24000.0,18119.9138,15248.7878,262800.0,198413.0561,0
11,688639.SH,20241227,32.61,1.0698,1.613,0.72,18.1345,27.2352,3.2031,4.2014,3.8537,,,24972.3997,22834.9187,15144.4621,814349.9542,744646.6988,0
12,920478.BJ,20241227,17.72,3.8476,4.7999,0.62,20.5101,21.7685,2.0937,4.4032,3.8831,,,5622.05,3371.8622,2702.9216,99622.726,59749.3982,0
13,002559.SZ,20241227,9.34,3.7933,4.1907,0.76,51.9431,51.2713,2.869,2.6631,2.7003,1.6217,1.0707,54976.5024,50051.1346,45304.3885,513480.5324,467477.5972,0
14,600421.SH,20241227,7.72,1.9946,4.2942,0.6,,,163.8409,12.3648,13.8989,0.0,,19560.0,19560.0,9085.2748,151003.2,151003.2,0
15,002897.SZ,20241227,45.14,12.0991,20.6018,1.1,71.6908,34.5517,3.4513,1.7315,1.3978,0.2923,0.2215,19404.9696,17980.3433,10559.5139,875940.3277,811632.6966,0
16,600462.SH,20241227,1.37,6.8423,7.7423,2.81,,,,2.0921,1.6193,0.0,,61708.0,60046.5,53066.5,84539.96,82263.705,-1
17,300150.SZ,20241227,4.66,3.2164,4.3596,0.62,,,1.7787,3.3925,3.2236,0.0,,58510.6053,51473.3937,37975.9371,272659.4207,239866.0146,0
18,603101.SH,20241227,9.56,1.5314,3.8729,0.81,27.8425,88.3553,3.2613,1.803,1.8372,0.0,2.6779,47040.0,47040.0,18600.02,449702.4,449702.4,0
19,002095.SZ,20241227,18.85,3.7491,7.5053,0.8,249.4072,,5.2423,11.024,9.6611,0.2653,0.2653,25272.0,25170.8415,12573.4073,476377.2,474470.3623,0
20,301237.SZ,20241227,25.3,5.4517,6.2209,0.75,138.2572,,1.4633,4.8019,4.2467,3.9526,0.3946,8000.0,3801.25,3331.25,202400.0,96171.625,0
21,600879.SH,20241227,9.27,1.9863,2.5713,1.94,58.2732,53.2896,1.4807,1.6331,2.0386,0.6224,0.5178,329929.9334,322917.3107,249448.9061,3058450.4826,2993443.4702,0
22,300461.SZ,20241227,19.39,3.9018,6.2824,0.89,305.7813,,4.6919,11.6171,11.6363,0.0,,15574.1692,8046.5195,4997.4159,301983.1408,156022.0131,0
