,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,603212.SH,20240307,13.5,2.0884,3.9579,0.67,34.6736,212.8737,1.9749,1.4428,1.4021,0.9264,0.9264,43983.1036,43749.0636,23084.3038,593771.8986,590612.3586,0
1,002394.SZ,20240307,6.84,1.5608,2.625,0.88,13.8739,9.0144,0.5691,0.5262,0.5239,11.6959,11.6959,32370.0,32295.8459,19202.4359,221410.8,220903.586,0
2,002723.SZ,20240307,7.72,4.956,7.9201,1.28,244.9566,385.7638,1.9558,1.4238,1.358,0.0,,31800.6876,31054.971,19432.4861,245501.3083,239744.3761,0
3,300050.SZ,20240307,3.35,4.1677,5.0569,0.89,,,2.7177,3.9002,5.0078,0.0,,54484.6718,54451.4249,44876.9549,182523.6505,182412.2734,0
4,603819.SH,20240307,12.06,0.6009,1.2899,1.15,,,3.6452,1.7865,1.9918,0.1658,0.1658,21773.0187,21773.0187,10142.6187,262582.6055,262582.6055,0
5,920656.BJ,20240307,15.88,5.793,5.793,0.52,11.2743,14.8632,1.8746,4.8046,5.9033,,,8000.0,1600.01,1600.01,127040.0,25408.1588,0
6,000612.SZ,20240307,4.91,1.9512,2.9749,1.72,19.314,19.2392,1.0468,0.8768,0.9166,1.4257,1.4257,119219.9394,119142.0144,78143.1677,585369.9025,584987.2907,0
7,301101.SZ,20240307,28.49,1.1581,1.4076,0.68,42.1564,33.4997,3.7005,9.2143,7.8507,0.702,0.702,20151.21,7146.81,5880.0536,574107.9729,203612.6169,0
8,605337.SH,20240307,11.0,0.9964,2.4538,1.07,19.6296,17.0174,2.3748,3.0913,3.0746,2.0979,2.0979,39443.2143,39443.2143,16016.8165,433875.3573,433875.3573,0
9,300239.SZ,20240307,5.02,2.9944,3.7865,0.41,27.2292,25.4878,1.8528,3.1587,3.0657,0.5179,0.5179,59360.2983,51555.8687,40769.8967,297988.6975,258810.4609,0
10,601333.SH,20240307,2.91,1.0671,1.9953,1.02,,1129.7926,0.7816,1.0336,0.8631,0.0,,708353.7,565223.7,302278.57,2061309.267,1644800.967,0
11,688678.SH,20240307,15.07,0.7339,1.4073,0.83,16.2155,29.0382,1.7883,2.8334,2.6412,,,17425.9711,17425.9711,9088.0849,262609.3845,262609.3845,0
12,301391.SZ,20240307,108.02,1.8016,2.8338,0.95,55.9114,44.7456,3.4306,10.814,8.9264,0.5555,0.5555,6800.0,3535.8488,2247.9487,734536.0,381942.3874,0
13,300583.SZ,20240307,16.11,0.754,1.4115,0.37,72.8002,49.4266,1.5068,2.3291,2.3465,0.0582,0.0582,18970.2126,18564.6126,9916.7944,305610.125,299075.909,0
14,300636.SZ,20240307,7.33,1.4729,1.8416,0.92,30.8103,29.5856,1.4156,4.3083,4.1283,0.5082,0.5082,42313.6145,36444.1471,29146.1738,310158.7943,267135.5982,0
15,002952.SZ,20240307,33.05,13.2483,36.2215,0.98,44.6889,97.1479,6.3206,6.1394,6.805,1.1956,1.1956,16434.0,13204.5032,4829.6542,543143.7,436408.8308,0
16,601969.SH,20240307,6.22,0.5456,2.2643,0.93,20.6048,25.4733,1.9014,2.624,2.6753,1.5781,1.5781,203752.2809,202170.1729,48711.3717,1267339.1872,1257498.4754,0
17,000411.SZ,20240307,9.9,0.8473,2.0163,0.82,24.3704,12.3886,1.2796,0.1689,0.1605,1.2316,1.2316,52243.406,32050.4356,13467.9602,517209.7194,317299.3124,0
18,603238.SH,20240307,10.83,1.4961,3.8156,1.18,50.9589,31.2374,1.4456,1.2095,1.0454,0.9311,0.9311,17750.9,17750.9,6960.0,192242.247,192242.247,0
19,603386.SH,20240307,11.06,1.0898,2.5616,0.9,22.1928,28.0116,2.3666,1.4028,1.4395,1.8083,1.8083,32632.256,32632.256,13882.806,360912.7514,360912.7514,0
20,300456.SZ,20240307,20.54,4.8531,5.9645,1.0,,,3.0154,19.1725,13.2149,0.0,,73349.7134,59311.959,48259.8881,1506603.1132,1218267.6379,0
21,000657.SZ,20240307,8.5,2.0379,3.709,2.04,22.22,26.3111,2.1299,0.9081,0.9385,1.4118,1.4118,139737.8114,123992.7247,68128.925,1187771.3969,1053938.16,0
22,603429.SH,20240307,5.86,0.7308,1.2396,0.8,18.4132,17.7015,1.9869,3.7124,3.7836,0.0,,52448.5465,52448.5465,30918.0165,307348.4825,307348.4825,0
23,300917.SZ,20240307,23.96,5.6239,16.8847,1.41,35.5235,35.4422,4.0795,2.019,1.7108,0.8347,0.8347,16900.0,16900.0,5629.0,404924.0,404924.0,0
24,301266.SZ,20240307,39.7,13.4435,13.4435,1.1,41.1134,28.9698,2.785,2.0533,1.5787,0.4534,0.4534,10400.0,3750.0,3750.0,412880.0,148875.0,0
25,688399.SH,20240307,56.27,0.8664,1.4141,0.8,1.8046,,0.9717,0.596,8.1343,,,5862.0,5862.0,3591.48,329854.74,329854.74,0
26,603737.SH,20240307,36.38,0.5867,1.7786,0.79,58.185,32.8643,6.7828,1.691,1.4976,0.0,,52701.2481,52701.2481,17383.1318,1917271.4059,1917271.4059,0
27,601158.SH,20240307,5.72,0.7679,6.7135,1.19,14.3818,16.4597,1.5892,3.5296,3.3722,4.7203,4.7203,480000.0,480000.0,54903.9311,2745600.0,2745600.0,0
28,603897.SH,20240307,16.97,1.5918,3.8214,0.71,25.725,23.2777,1.3127,0.3494,0.3258,5.3035,5.3035,20643.5681,20643.5681,8599.2381,350321.3507,350321.3507,0
29,600539.SH,20240307,4.61,2.7067,4.9242,0.71,60.5225,,2.5665,1.8014,1.9243,0.0,,23000.0,23000.0,12642.6247,106030.0,106030.0,0
30,001299.SZ,20240307,12.6,26.3001,26.3001,3.44,25.0889,28.7114,1.8491,4.2981,4.3371,0.0,,18757.9697,5126.5439,5126.5439,236350.4182,64594.4531,0
31,002406.SZ,20240307,6.09,8.2619,9.1471,0.82,61.0665,53.3017,1.1547,4.1395,3.7554,1.4038,1.4038,73022.5082,60221.5485,54393.5988,444707.0749,366749.2304,0
32,603883.SH,20240307,28.68,0.4507,0.9053,0.59,21.3716,18.8092,2.5177,0.8315,0.7476,1.743,1.743,58493.3136,58234.4502,28992.6881,1677588.234,1670164.0317,0
33,300517.SZ,20240307,8.1,2.5654,3.4427,0.89,31.2282,107.6946,1.5407,2.5499,2.9588,0.321,0.321,20038.4704,12399.6979,9239.7797,162311.6102,100437.553,0
34,600638.SH,20240307,4.26,1.3533,2.8148,0.68,50.7945,45.1775,0.6454,0.6645,0.6628,0.6103,0.6103,67339.6786,67339.6786,32376.3307,286867.0308,286867.0308,0
35,300417.SZ,20240307,8.03,6.1651,7.36,0.81,,,2.3749,8.4884,9.0282,0.0,,13543.527,8511.3139,7129.4981,108754.5218,68345.8506,0
36,002756.SZ,20240307,50.08,2.3702,3.056,0.63,4.272,5.292,2.1163,1.733,1.8727,9.6768,9.6768,53910.154,38640.048,29969.2928,2699820.5123,1935093.6038,0
37,920245.BJ,20240307,11.1,3.6681,4.8934,2.07,17.9048,26.0384,1.6573,1.8187,1.828,,,4875.0,2435.5026,1825.6283,54112.5,27034.0789,0
38,688022.SH,20240307,15.31,2.7006,4.1197,1.46,36.6288,,1.3807,2.3562,1.9691,,,17587.8324,17587.8324,11529.5327,269269.714,269269.714,0
39,002404.SZ,20240307,5.12,0.9112,1.2753,1.05,12.8396,14.8061,1.4785,0.6845,0.7005,4.8177,4.8177,57767.3641,46092.1586,32933.4765,295768.9042,235991.852,0
40,600057.SH,20240307,6.66,0.4063,0.8814,0.75,5.7288,9.1851,1.0305,0.0281,0.0293,9.1592,9.1592,226820.5992,215708.4336,99433.6913,1510625.1907,1436618.1678,0
41,000921.SZ,20240307,30.97,0.6847,1.6011,0.82,29.9563,15.4008,3.256,0.58,0.5243,1.6686,1.6686,138793.537,90283.1392,38607.2722,4298435.8409,2796068.821,0
42,002496.SZ,20240307,1.58,3.0967,3.396,0.64,,,1.2822,8.9035,8.1791,0.0,,150758.9677,117330.6415,106990.7362,238199.169,185382.4136,0
43,601018.SH,20240307,3.45,0.1436,0.7398,1.04,15.9042,14.3489,0.8966,2.6112,2.5769,2.5217,2.5217,1945438.8399,1580741.737,306805.4656,6711763.9977,5453558.9927,0
44,600749.SH,20240307,10.57,3.1429,5.7079,1.84,,214.1278,2.3379,19.8764,11.9483,0.0,,22696.5517,22696.5517,12497.3559,239902.5515,239902.5515,0
45,000023.SZ,20240307,4.24,2.2078,3.31,0.72,,,8.0941,1.6206,2.8302,0.0,,13875.624,13875.624,9255.0024,58832.6458,58832.6458,0
46,002657.SZ,20240307,14.74,5.4579,5.964,0.66,,,2.5658,4.0657,4.3172,0.0,,34008.9032,33511.8611,30667.856,501291.2332,493964.8326,0
47,001259.SZ,20240307,24.4,12.6207,12.6207,1.25,34.8547,66.5381,2.3741,2.7336,3.5254,0.0,,7358.8888,2192.8888,2192.8888,179556.8867,53506.4867,0
48,000981.SZ,20240307,1.27,0.6898,1.0789,0.87,,,3.524,3.3963,2.4286,0.0,,999747.0888,650255.5687,415749.3507,1269678.8028,825824.5722,0
49,301032.SZ,20240307,7.38,10.8771,10.8771,1.28,80.2624,93.4547,1.6605,0.8497,0.7711,0.271,0.271,24113.34,8258.715,8258.715,177956.4492,60949.3167,0
50,000408.SZ,20240307,29.6,0.8183,1.9097,0.78,8.2727,10.4946,3.7749,5.7092,7.0131,5.9086,5.9086,158043.5073,158041.8573,67722.2035,4678087.8161,4678038.9761,0
51,600117.SH,20240307,2.98,0.2167,0.5467,0.84,,,,1.2505,2.5004,0.0,,325511.4857,325511.4857,129026.9785,970024.2274,970024.2274,0
52,000601.SZ,20240307,3.63,0.8331,1.2744,1.15,,,0.8504,1.0192,0.9267,0.0,,108055.1669,107986.0949,70592.0023,392240.2558,391989.5245,0
53,600919.SH,20240307,7.77,0.414,0.5674,0.62,5.6169,4.6672,0.6878,2.0205,1.8888,5.3406,5.3406,1835132.4463,1826972.253,1333138.0132,14258979.1078,14195574.4058,0
54,300980.SZ,20240307,17.11,2.937,3.4406,0.49,32.7116,48.7577,1.9111,4.961,5.2059,0.8767,0.8767,10833.4694,5101.3544,4354.5844,185360.6614,87284.1738,0
55,605266.SH,20240307,47.28,0.5337,0.9373,0.78,16.766,13.5669,2.2357,0.8107,0.6547,2.3765,2.3765,12884.8882,11704.0004,6664.3133,609197.5141,553365.1389,0
56,603326.SH,20240307,6.99,1.9782,6.4458,0.99,16.0855,11.2752,1.9929,1.3565,1.3058,2.0939,2.0939,32335.618,31551.268,9682.918,226025.9698,220543.3633,0
57,688236.SH,20240307,18.06,3.8419,5.1162,1.2,22.5116,24.9339,2.4074,5.765,5.732,,,38356.85,7929.4665,5954.4665,692724.711,143206.165,0
58,002241.SZ,20240307,17.3,3.7575,4.8094,1.01,33.7966,,1.9274,0.5636,0.5647,0.576,0.576,341713.4589,300997.3762,235165.7941,5911642.839,5207254.6083,0
