,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,600679.SH,20240305,9.03,3.045,8.8941,0.49,,,2.166,2.8903,2.6012,0.0,,51529.4257,31278.2308,10708.4335,465310.7141,282442.4241,0
1,603260.SH,20240305,53.5,0.372,1.5786,0.81,12.2852,22.7622,1.9727,2.6736,2.5031,1.6449,1.6449,118220.6941,107416.5577,25310.1712,6324807.1344,5746785.837,0
2,300970.SZ,20240305,12.84,12.068,13.2723,2.0,19.3437,17.3803,0.9539,2.014,1.5527,1.5419,1.5419,11788.86,6960.2346,6328.6946,151368.9624,89369.4123,0
3,601339.SH,20240305,5.16,0.4184,1.6263,0.97,4.9529,7.1834,0.7706,1.1074,1.2182,9.5721,9.5721,150000.0,150000.0,38591.3228,774000.0,774000.0,0
4,002019.SZ,20240305,12.2,0.8091,0.9806,0.68,78.198,110.9056,1.6646,3.8986,3.7041,0.0,,122602.4827,85111.3472,70231.1895,1495750.2889,1038358.4358,0
5,600439.SH,20240305,2.21,1.3696,2.0659,0.64,73.6199,219.8497,0.887,1.9887,2.0044,0.0,,113198.544,113198.544,75044.7223,250168.7822,250168.7822,0
6,002304.SZ,20240305,100.64,0.3199,0.8334,1.06,16.1667,14.4259,2.9086,5.036,4.4715,3.7162,3.7162,150644.5074,150216.7088,57660.8086,15160863.2247,15117809.5736,0
7,300771.SZ,20240305,7.86,2.5027,2.9739,0.63,10.9491,,0.9735,2.1618,5.0056,3.8168,3.8168,24000.0,18119.9138,15248.7878,188640.0,142422.5225,0
8,688639.SH,20240305,110.22,0.9691,0.9697,0.83,54.2578,38.5231,9.4956,12.2398,8.9561,,,15754.018,10194.0294,10188.2294,1736407.864,1123585.9205,0
9,920478.BJ,20240305,19.84,10.8396,10.8396,0.9,14.1158,15.5535,1.7383,3.0797,3.5098,,,4015.75,1921.7524,1921.7524,79672.48,38127.5676,0
