,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,603352.SH,20260123,46.6,46.89,46.03,46.7,46.63,0.07,0.1501,77784.58,362592.615
1,603352.SH,20260122,48.15,48.2,46.5,46.63,49.0,-2.37,-4.8367,135072.33,635666.903
2,603352.SH,20260121,51.0,51.41,48.93,49.0,53.43,-4.43,-8.2912,171357.15,850962.481
3,603352.SH,20260120,53.05,56.65,52.43,53.43,52.04,1.39,2.671,173735.31,945425.181
4,603352.SH,20260119,53.49,54.31,51.0,52.04,55.68,-3.64,-6.5374,167921.63,875507.222
5,603352.SH,20260116,60.0,64.88,55.5,55.68,68.58,-12.9,-18.8101,268304.15,1570850.667
6,603352.SH,20260115,66.01,80.0,66.0,68.58,21.88,46.7,213.4369,349468.45,2527085.508
