ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
002948.SZ,20260116,4.25,1.3779,2.3035,0.92,5.8011,5.1523,0.623,1.8327,1.7638,3.7647,3.7647,582035.4724,311250.1417,186178.3933,2473650.7577,1322813.1022,0
002948.SZ,20260115,4.33,0.9951,1.6637,,5.9103,5.2493,0.6347,1.8672,1.797,3.6952,3.6952,582035.4724,311242.1412,186170.3928,2520213.5955,1347678.4714,0
002948.SZ,20260114,4.39,1.8191,3.0412,1.34,5.9922,5.322,0.6435,1.893,1.8219,3.6446,3.6446,582035.4724,311242.1412,186170.3928,2555135.7238,1366352.9999,0
002948.SZ,20260113,4.43,1.9573,3.2723,,6.0468,5.3705,0.6494,1.9103,1.8385,3.6117,3.6117,582035.4724,311242.1412,186170.3928,2578417.1427,1378802.6855,0
002948.SZ,20260112,4.43,1.1904,1.9901,0.94,6.0468,5.3705,0.6494,1.9103,1.8385,3.6117,3.6117,582035.4724,311242.1412,186170.3928,2578417.1427,1378802.6855,0
002948.SZ,20260109,4.43,1.5501,2.5915,1.39,6.0468,5.3705,0.6494,1.9103,1.8385,3.6117,3.6117,582035.4724,311242.1412,186170.3928,2578417.1427,1378802.6855,0
002948.SZ,20260108,4.47,0.7625,1.2748,,6.1014,5.419,0.6552,1.9275,1.8551,3.5794,3.5794,582035.4724,311242.1412,186170.3928,2601698.5616,1391252.3712,0
002948.SZ,20260107,4.48,1.3408,2.2416,1.1,6.115,5.4311,0.6567,1.9318,1.8593,3.5714,3.5714,582035.4724,311242.1412,186170.3928,2607518.9164,1394364.7926,0
002948.SZ,20260106,4.51,1.3123,2.194,1.16,6.156,5.4675,0.6611,1.9448,1.8717,3.5477,3.5477,582035.4724,311242.1412,186170.3928,2624979.9805,1403702.0568,0
002948.SZ,20260105,4.51,1.348,2.2536,1.32,6.156,5.4675,0.6611,1.9448,1.8717,3.5477,3.5477,582035.4724,311242.1412,186170.3928,2624979.9805,1403702.0568,0
