Unnamed: 0,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,601112.SH,20260129,24.78,67.8303,67.8303,,71.2081,55.3628,6.7999,9.7158,6.3535,,,174036.6367,17724.9906,17724.9906,4312627.8574,439225.2671,0
