ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
920454.BJ,同心传动,20251201,15.89,16.99,15.7,16.65,15.71,0.94,36609.05,60658.512,5.7945,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251128,15.61,15.76,15.53,15.71,15.66,0.05,10531.69,16462.498,1.667,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251127,15.69,15.88,15.59,15.66,15.81,-0.15,10793.35,16975.901,1.7084,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251126,16.07,16.16,15.62,15.81,16.05,-0.24,12307.17,19466.291,1.948,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251125,15.77,16.08,15.75,16.05,15.69,0.36,12118.66,19350.546,1.9181,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251124,15.91,15.91,15.52,15.69,15.64,0.05,8261.36,12947.907,1.3076,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251121,16.28,16.38,15.5,15.64,16.27,-0.63,21849.46,34533.675,3.4583,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251120,16.94,16.94,16.26,16.27,16.72,-0.45,12596.81,20711.995,1.9938,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251119,17.15,17.26,16.69,16.72,17.17,-0.45,13014.24,21995.622,2.0599,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251118,17.73,17.75,17.16,17.17,17.78,-0.61,15953.18,27747.524,2.5251,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251117,17.42,17.98,17.4,17.78,17.48,0.3,17324.63,30780.714,2.7421,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251114,17.75,17.92,17.47,17.48,17.87,-0.39,11952.04,21181.33,1.8918,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251113,17.67,17.99,17.54,17.87,17.67,0.2,11285.49,20159.468,1.7863,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251112,17.76,17.76,17.4,17.67,17.66,0.01,10454.92,18407.758,1.6548,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251111,17.78,17.8,17.38,17.66,17.59,0.07,8715.74,15359.975,1.3795,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251110,17.86,18.06,17.53,17.59,17.85,-0.26,15835.56,27933.287,2.5065,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251107,18.28,18.28,17.85,17.85,18.12,-0.27,12051.25,21733.083,1.9075,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251106,18.31,18.35,18.03,18.12,18.24,-0.12,12800.84,23256.965,2.0261,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251105,17.93,18.35,17.8,18.24,18.11,0.13,13536.7,24574.279,2.1426,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251104,18.32,18.55,17.87,18.11,18.35,-0.24,17629.09,31910.746,2.7903,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251103,18.88,18.88,18.22,18.35,18.66,-0.31,19440.1,35942.687,3.077,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251031,18.39,18.9,18.2,18.66,18.4,0.26,24300.14,45391.8,3.8462,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251030,19.28,19.28,18.38,18.4,18.91,-0.51,45397.07,85659.152,7.1855,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251029,18.09,19.18,17.61,18.91,17.99,0.92,34015.48,62728.066,5.384,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251028,18.03,18.27,17.9,17.99,18.1,-0.11,11986.04,21672.357,1.8972,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251027,18.01,18.24,17.99,18.1,17.94,0.16,12369.12,22376.699,1.9578,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251024,18.22,18.22,17.85,17.94,18.0,-0.06,10365.83,18629.806,1.6407,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251023,18.26,18.26,17.77,18.0,18.32,-0.32,11214.55,20103.385,1.775,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251022,18.3,18.77,18.08,18.32,18.18,0.14,23459.25,43159.851,3.7131,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251021,17.84,18.2,17.59,18.18,17.39,0.79,24434.77,43893.483,3.8675,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251020,17.28,17.58,17.18,17.39,17.05,0.34,13584.7,23653.423,2.1502,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251017,17.9,18.05,17.01,17.05,17.89,-0.84,16887.16,29493.594,2.6729,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251016,18.34,18.57,17.81,17.89,18.31,-0.42,15309.8,27905.811,2.4232,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251015,18.2,18.48,18.07,18.31,18.23,0.08,15434.65,28248.519,2.443,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251014,18.3,18.52,18.05,18.23,18.31,-0.08,16614.62,30393.407,2.6298,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251013,17.78,18.39,17.17,18.31,18.2,0.11,21415.58,37993.913,3.3897,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251010,18.0,18.48,17.95,18.2,18.04,0.16,18434.2,33757.706,2.9178,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20251009,18.14,18.46,17.79,18.04,18.2,-0.16,19768.29,35544.706,3.1289,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250930,18.56,18.75,18.19,18.2,18.5,-0.3,21195.01,38877.313,3.3547,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250929,18.1,18.56,18.02,18.5,18.2,0.3,20287.45,37348.747,3.2111,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250926,18.3,18.55,18.12,18.2,18.22,-0.02,23764.67,43587.531,3.7615,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250925,19.41,19.46,18.2,18.22,19.4,-1.18,49155.37,91922.308,7.7803,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250924,19.04,19.48,18.9,19.4,19.13,0.27,21263.8,40903.559,3.3656,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250923,20.21,20.25,18.85,19.13,20.12,-0.99,37901.18,73278.769,5.999,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250922,20.52,20.8,19.95,20.12,20.52,-0.4,26810.8,54086.768,4.2436,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250919,21.48,21.59,20.45,20.52,21.75,-1.23,48417.95,100825.965,7.6636,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250918,21.3,22.35,21.29,21.75,21.44,0.31,60391.51,132526.28,9.5588,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250917,21.6,21.9,21.32,21.44,21.77,-0.33,33690.5,72405.926,5.3325,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250916,21.25,22.17,21.18,21.77,21.38,0.39,43961.72,95525.862,6.9583,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250915,21.19,21.53,20.8,21.38,21.18,0.2,29025.99,61703.641,4.5942,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250912,22.1,22.1,21.02,21.18,21.89,-0.71,43102.16,91900.779,6.8222,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250911,21.6,22.33,21.42,21.89,21.8,0.09,48514.41,105847.004,7.6789,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250910,22.97,23.6,21.53,21.8,22.55,-0.75,63681.38,143941.897,10.0795,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250909,23.0,24.09,22.46,22.55,23.5,-0.95,64432.45,148512.961,10.1984,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250908,22.36,24.35,22.01,23.5,22.73,0.77,117114.54,273583.593,18.5369,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250905,21.4,22.9,21.4,22.73,21.33,1.4,83847.23,186115.177,13.2714,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250904,20.92,21.94,20.73,21.33,20.72,0.61,54611.99,116950.394,8.644,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250903,21.7,21.98,20.72,20.72,21.81,-1.09,42322.63,89530.814,6.6988,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250902,20.48,22.41,19.98,21.81,20.25,1.56,82243.89,174686.101,13.0176,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250901,20.25,20.27,19.82,20.25,20.11,0.14,25623.83,51204.667,4.0557,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250829,20.5,20.84,20.03,20.11,20.47,-0.36,31224.07,63781.845,4.9421,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250828,20.5,20.8,19.83,20.47,20.51,-0.04,39125.32,79248.226,6.1928,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250827,21.68,21.69,20.5,20.51,21.71,-1.2,45523.6,95975.886,7.2055,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250826,21.11,21.91,20.76,21.71,21.1,0.61,59046.82,126405.366,9.3459,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250825,21.15,21.21,20.66,21.1,21.51,-0.41,59831.43,125247.075,9.4701,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250822,21.91,22.04,21.35,21.51,21.83,-0.32,36167.24,78132.217,5.7246,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250821,22.21,22.61,21.75,21.83,22.16,-0.33,59773.37,132312.452,9.4609,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250820,21.93,22.2,21.11,22.16,21.88,0.28,55366.48,120112.694,8.7634,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250819,21.55,22.47,21.23,21.88,21.51,0.37,82081.26,179490.983,12.9918,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250818,20.71,21.53,20.71,21.51,20.69,0.82,53890.56,114602.095,8.5298,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250815,20.2,20.88,20.2,20.69,20.15,0.54,34315.67,70973.125,5.4315,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250814,20.87,20.87,19.88,20.15,20.88,-0.73,38960.59,79207.791,6.1667,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250813,20.94,21.06,20.62,20.88,20.93,-0.05,34611.89,71969.443,5.4784,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250812,21.57,21.95,20.8,20.93,21.52,-0.59,47216.03,99881.099,7.4734,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250811,21.54,21.92,21.13,21.52,21.42,0.1,39231.01,84474.714,6.2095,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250808,21.27,21.99,21.18,21.42,21.62,-0.2,49498.42,106886.358,7.8346,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250807,22.0,22.38,21.27,21.62,22.0,-0.38,82679.16,179821.103,13.0865,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250806,20.44,22.0,20.22,22.0,20.4,1.6,104216.26,221997.214,16.4954,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250805,20.36,20.54,20.13,20.4,20.36,0.04,27915.73,56739.141,4.4185,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250804,19.55,20.36,19.42,20.36,19.51,0.85,38809.54,77871.536,6.1428,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250801,19.35,19.73,19.21,19.51,19.32,0.19,20449.69,39915.465,3.2368,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250731,19.7,19.95,19.16,19.32,19.61,-0.29,20030.39,39132.358,3.1704,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250730,20.1,20.1,19.38,19.61,20.09,-0.48,20407.26,40257.284,3.2301,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250729,20.04,20.22,19.63,20.09,20.05,0.04,22234.8,44327.996,3.5193,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250728,19.97,20.28,19.87,20.05,19.96,0.09,17152.35,34356.482,2.7149,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250725,20.43,20.43,19.85,19.96,20.09,-0.13,27064.45,54270.289,4.2838,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250724,19.91,20.29,19.91,20.09,19.89,0.2,23394.78,46968.783,3.7029,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250723,20.5,20.66,19.85,19.89,20.41,-0.52,32277.21,65107.751,5.1088,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250722,21.0,21.05,20.07,20.41,20.95,-0.54,49672.0,101336.362,7.8621,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250721,21.0,21.29,20.82,20.95,20.82,0.13,34950.62,73455.912,5.532,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250718,21.44,21.76,20.66,20.82,21.49,-0.67,49530.62,104609.839,7.8397,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250717,21.22,21.49,20.81,21.49,21.59,-0.1,63434.88,133868.506,10.0405,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250716,20.28,21.62,20.0,21.59,20.28,1.31,81371.15,169941.991,12.8794,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250715,21.08,21.08,20.11,20.28,20.95,-0.67,37782.22,76880.487,5.9802,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250714,20.18,21.29,20.03,20.95,20.23,0.72,56744.56,117655.425,8.9815,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250711,19.65,20.29,19.42,20.23,19.55,0.68,44093.41,87927.873,6.9791,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250710,19.61,19.79,19.15,19.55,19.7,-0.15,27400.0,53223.018,4.3369,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250709,20.46,20.65,19.67,19.7,20.1,-0.4,39346.16,79208.235,6.2277,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250708,19.68,20.17,19.53,20.1,19.6,0.5,34485.14,68972.608,5.4583,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250707,19.82,19.83,19.4,19.6,19.64,-0.04,23624.46,46292.257,3.7393,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250704,20.49,20.63,19.54,19.64,20.51,-0.87,46804.92,93098.295,7.4083,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250703,20.5,20.8,20.3,20.51,20.28,0.23,35377.83,72759.685,5.5996,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250702,20.88,21.1,20.22,20.28,20.82,-0.54,38671.17,79405.308,6.1209,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250701,21.36,21.39,20.52,20.82,21.33,-0.51,46692.96,97484.431,7.3906,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250630,21.0,21.64,20.71,21.33,21.26,0.07,55371.92,117304.441,8.7643,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250627,22.28,23.15,21.07,21.26,22.02,-0.76,85272.05,186055.62,13.4969,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250626,21.7,23.8,21.5,22.02,21.63,0.39,128341.74,289527.576,20.3139,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250625,21.22,21.7,20.61,21.63,21.75,-0.12,104523.13,221013.936,16.5439,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250624,20.58,23.0,20.58,21.75,19.87,1.88,154534.24,338867.888,24.4597,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250623,19.06,19.98,18.8,19.87,19.07,0.8,63144.39,122784.984,9.9945,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250620,20.08,20.46,19.05,19.07,20.28,-1.21,72302.03,140892.635,11.444,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250619,21.0,21.45,20.06,20.28,20.79,-0.51,87268.65,180970.605,13.8129,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250618,20.1,21.49,20.1,20.79,20.47,0.32,88119.6,184587.038,13.9476,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250617,22.3,22.38,20.31,20.47,22.22,-1.75,118567.02,249791.448,18.7668,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250616,21.05,22.22,20.8,22.22,22.25,-0.03,119925.99,258367.454,18.9819,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250613,24.0,24.84,22.04,22.25,25.97,-3.72,199831.28,467078.5,31.6293,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250612,20.88,27.97,19.72,25.97,21.52,4.45,268359.71,619246.242,42.476,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250611,17.96,21.52,17.81,21.52,16.56,4.96,224359.16,461267.495,35.5116,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250610,16.68,16.86,16.3,16.56,16.74,-0.18,20011.55,33165.712,3.1674,6317.9125,河南,汽车配件,北交所
920454.BJ,同心传动,20250609,16.69,16.96,16.48,16.74,16.44,0.3,21100.75,35388.712,3.3398,6317.9125,河南,汽车配件,北交所
