ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
688603.SH,天承科技,20251201,75.71,76.68,72.72,74.61,75.71,-1.1,11941.5,88702.278,2.5182,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251128,73.16,76.37,73.16,75.71,74.8,0.91,16545.64,124461.831,3.4891,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251127,73.28,76.76,73.0,74.8,73.28,1.52,19244.33,144985.999,4.0581,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251126,72.6,73.66,71.26,73.28,72.98,0.3,13230.69,96320.489,2.79,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251125,69.3,74.4,68.55,72.98,68.33,4.65,22413.2,162430.124,4.7264,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251124,67.07,69.0,66.0,68.33,66.74,1.59,12595.9,85347.331,2.6562,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251121,68.0,70.5,66.58,66.74,69.57,-2.83,13498.81,91340.448,2.8466,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251120,69.93,71.81,68.89,69.57,69.24,0.33,13672.39,95502.861,2.8832,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251119,71.9,72.78,69.0,69.24,71.9,-2.66,11730.75,82053.636,2.4737,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251118,73.08,73.86,71.33,71.9,72.94,-1.04,10236.63,73943.933,2.1586,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251117,71.21,73.66,71.21,72.94,71.0,1.94,13439.39,97575.642,2.834,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251114,72.0,73.53,71.0,71.0,73.0,-2.0,13183.81,94875.934,2.7801,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251113,75.95,75.95,72.6,73.0,74.51,-1.51,20234.92,149544.106,4.267,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251112,76.01,76.6,73.8,74.51,76.52,-2.01,11843.15,88624.6,2.4974,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251111,80.5,80.54,75.61,76.52,81.62,-5.1,24516.81,190325.893,5.17,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251110,84.97,85.97,75.76,81.62,87.03,-5.41,52513.85,420765.508,11.0738,4742.1607,上海,化工原料,科创板
688603.SH,天承科技,20251107,81.78,89.99,80.03,87.03,82.55,4.48,56559.65,490867.532,11.927,4742.1607,上海,化工原料,科创板
