ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
688449.SH,联芸科技,20251201,45.0,47.3,44.7,46.55,47.38,-0.83,95495.15,441900.624,3.257,29320.4135,浙江,半导体,科创板
688449.SH,联芸科技,20251128,46.92,47.9,46.57,47.38,46.92,0.46,32270.28,152688.3,4.61,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251127,46.45,48.16,46.45,46.92,46.7,0.22,34565.39,164168.22,4.9379,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251126,46.17,47.49,46.17,46.7,46.6,0.1,31226.04,146481.879,4.4609,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251125,46.9,47.77,46.38,46.6,46.1,0.5,36587.99,172407.91,5.2269,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251124,46.29,46.95,45.61,46.1,46.35,-0.25,29406.5,135544.338,4.2009,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251121,47.0,47.88,45.52,46.35,48.39,-2.04,41151.93,192044.125,5.8788,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251120,49.9,49.94,48.0,48.39,49.1,-0.71,29880.07,144883.965,4.2686,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251119,49.55,49.67,48.01,49.1,49.88,-0.78,35424.95,173319.175,5.0607,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251118,50.45,50.8,49.65,49.88,50.3,-0.42,33310.87,167133.099,4.7587,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251117,51.3,52.86,50.0,50.3,51.09,-0.79,53101.32,271795.155,7.5859,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251114,52.88,52.9,50.31,51.09,54.38,-3.29,81894.1,419635.635,11.6992,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251113,54.1,57.0,53.9,54.38,53.96,0.42,88815.87,495518.46,12.688,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251112,53.8,55.68,52.2,53.96,54.89,-0.93,65199.81,353239.548,9.3143,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251111,57.51,59.5,54.89,54.89,56.66,-1.77,85728.78,487514.387,12.247,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251110,55.59,58.99,54.83,56.66,54.76,1.9,81901.33,462909.566,11.7002,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251107,54.19,55.93,53.8,54.76,55.07,-0.31,50716.35,277541.362,7.2452,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251106,55.5,55.88,53.73,55.07,53.99,1.08,61047.62,335105.259,8.7211,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251105,53.58,54.65,52.71,53.99,55.07,-1.08,51228.12,274054.868,7.3183,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251104,57.71,58.11,54.56,55.07,57.23,-2.16,63093.52,350567.765,9.0134,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251103,56.6,57.71,55.17,57.23,57.18,0.05,78014.61,441759.169,11.1449,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251031,60.0,60.47,56.36,57.18,60.8,-3.62,87779.33,505682.606,12.5399,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251030,63.1,64.33,60.69,60.8,61.58,-0.78,90964.8,565496.725,12.995,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251029,63.92,64.97,60.9,61.58,63.92,-2.34,95972.43,599601.717,13.7103,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251028,61.32,65.66,61.32,63.92,63.77,0.15,104805.71,664911.147,14.9722,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251027,63.59,66.3,62.47,63.77,61.14,2.63,139820.43,898131.86,19.9743,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251024,55.06,61.46,55.06,61.14,54.0,7.14,119006.35,697213.164,17.0009,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251023,54.33,54.33,52.85,54.0,54.33,-0.33,38331.29,205171.904,5.4759,7000.0,浙江,半导体,科创板
688449.SH,联芸科技,20251022,54.3,55.15,53.21,54.33,55.31,-0.98,49758.7,269682.86,7.1084,7000.0,浙江,半导体,科创板
