ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
920553.BJ,凯腾精工,20251201,10.47,10.47,10.16,10.45,10.18,0.27,21611.85,22373.507,2.3526,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251128,10.16,10.23,10.07,10.18,10.15,0.03,14840.68,15035.129,1.6155,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251127,10.31,10.45,10.07,10.15,10.34,-0.19,20002.98,20592.845,2.1774,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251126,10.65,10.65,10.21,10.34,10.5,-0.16,20356.59,21025.403,2.2159,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251125,10.35,10.66,10.35,10.5,10.33,0.17,22131.33,23261.067,2.4091,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251124,10.31,10.49,10.17,10.33,10.3,0.03,16163.88,16681.889,1.7595,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251121,10.65,10.93,10.3,10.3,10.79,-0.49,25681.36,27020.459,2.7955,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251120,11.17,11.21,10.77,10.79,11.13,-0.34,19848.0,21676.205,2.1606,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251119,11.2,11.2,10.9,11.13,11.1,0.03,19020.7,21003.624,2.0705,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251118,11.47,11.47,10.98,11.1,11.22,-0.12,30360.55,34013.936,3.3049,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251117,11.53,11.55,11.14,11.22,11.56,-0.34,28494.25,32111.904,3.1017,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251114,11.68,11.84,11.54,11.56,11.73,-0.17,21371.83,24978.604,2.3264,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251113,11.73,11.84,11.53,11.73,11.63,0.1,31937.56,37420.029,3.4766,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251112,11.64,11.96,11.5,11.63,11.58,0.05,30777.89,36077.148,3.3503,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251111,11.85,11.92,11.43,11.58,11.85,-0.27,40121.56,46757.92,4.3674,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251110,11.72,11.96,11.6,11.85,11.8,0.05,25942.57,30506.805,2.824,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251107,12.05,12.1,11.8,11.8,12.16,-0.36,35960.56,42957.252,3.9145,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251106,12.54,12.6,12.13,12.16,12.56,-0.4,53682.78,65738.095,5.8436,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251105,11.9,12.99,11.84,12.56,12.05,0.51,81511.42,102604.07,8.8729,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251104,12.07,12.13,11.8,12.05,12.08,-0.03,41969.42,50136.905,4.5686,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251103,12.1,12.44,12.06,12.08,12.19,-0.11,41446.66,50641.251,4.5117,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251031,12.48,12.6,12.03,12.19,12.22,-0.03,53050.68,65300.895,5.7748,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251030,13.11,13.7,12.18,12.22,13.1,-0.88,105910.4,137677.592,11.5289,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251029,12.62,13.28,12.06,13.1,12.55,0.55,97800.19,122975.721,10.6461,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251028,11.76,12.64,11.66,12.55,11.8,0.75,100433.31,122082.512,10.9327,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251027,11.67,11.95,11.49,11.8,11.71,0.09,38842.45,45383.553,4.2282,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251024,11.68,12.1,11.63,11.71,11.67,0.04,49358.85,58457.863,5.373,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251023,11.98,12.11,11.43,11.67,12.39,-0.72,68509.95,80337.179,7.4577,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251022,11.12,12.56,10.91,12.39,11.12,1.27,121445.01,146595.409,13.2199,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251021,10.74,11.13,10.65,11.12,10.65,0.47,26537.71,28968.747,2.8888,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251020,10.64,10.74,10.52,10.65,10.53,0.12,17143.78,18224.262,1.8662,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251017,10.95,11.0,10.51,10.53,10.97,-0.44,24901.53,26662.045,2.7107,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251016,11.16,11.33,10.9,10.97,11.11,-0.14,20249.71,22427.995,2.2043,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251015,10.95,11.15,10.91,11.11,10.95,0.16,19777.87,21834.807,2.1529,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251014,11.26,11.26,10.92,10.95,11.08,-0.13,19699.02,21784.747,2.1443,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251013,10.81,11.19,10.81,11.08,11.38,-0.3,22365.54,24638.862,2.4346,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251010,11.2,11.49,11.08,11.38,11.24,0.14,22821.6,25975.602,2.4842,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20251009,11.04,11.29,10.86,11.24,11.07,0.17,26527.4,29440.157,2.8876,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20250930,11.11,11.33,11.0,11.07,11.06,0.01,22038.96,24454.31,2.3991,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20250929,10.74,11.07,10.73,11.06,10.73,0.33,24118.53,26299.322,2.6254,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20250926,11.04,11.04,10.73,10.73,11.01,-0.28,31472.92,34208.377,3.426,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20250925,11.4,11.49,11.01,11.01,11.5,-0.49,36549.09,40957.474,3.9786,9186.5218,北京,专用机械,北交所
920553.BJ,凯腾精工,20250924,11.19,11.59,11.08,11.5,11.17,0.33,31032.95,35352.03,3.3781,9186.5218,北京,专用机械,北交所
