ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
920809.BJ,安达科技,20251201,7.45,7.75,7.33,7.4,7.54,-0.14,381627.99,286529.673,8.3124,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251128,7.16,7.66,7.02,7.54,7.16,0.38,488925.59,363206.581,10.6495,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251127,7.11,7.36,7.06,7.16,7.12,0.04,306761.96,221452.733,6.6817,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251126,7.57,7.57,7.06,7.12,7.47,-0.35,375396.12,271481.425,8.1767,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251125,7.29,7.59,7.1,7.47,7.08,0.39,395408.45,290166.246,8.6126,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251124,7.28,7.4,7.0,7.08,7.1,-0.02,235605.17,167487.96,5.1318,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251121,7.42,7.57,6.94,7.1,7.54,-0.44,419621.63,304398.278,9.1399,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251120,8.23,8.41,7.51,7.54,8.07,-0.53,527043.6,416695.068,11.4798,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251119,8.21,8.63,7.92,8.07,8.32,-0.25,507517.53,417608.59,11.0544,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251118,8.87,9.45,8.21,8.32,9.03,-0.71,684887.42,593613.193,14.9178,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251117,9.06,9.5,8.84,9.03,8.69,0.34,657307.87,600044.988,14.3171,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251114,8.61,9.13,8.61,8.69,9.05,-0.36,690624.58,608327.884,15.0428,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251113,8.36,9.68,8.28,9.05,8.19,0.86,1073397.3,978745.291,23.3801,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251112,8.08,8.35,7.86,8.19,8.35,-0.16,703506.57,566337.241,15.3234,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251111,8.36,9.19,8.3,8.35,8.68,-0.33,946491.22,820466.075,20.6159,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251110,8.09,9.46,8.09,8.68,7.68,1.0,1222418.57,1067903.67,26.626,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251107,6.56,8.27,6.54,7.68,6.6,1.08,1149176.1,848916.878,25.0307,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251106,6.41,6.83,6.34,6.6,6.4,0.2,402983.85,265702.326,8.7776,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251105,6.06,6.49,6.01,6.4,6.07,0.33,361201.72,227367.958,7.8675,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251104,6.27,6.35,6.03,6.07,6.26,-0.19,193761.84,118892.947,4.2204,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251103,6.38,6.5,6.22,6.26,6.38,-0.12,337177.53,213502.143,7.3442,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251031,6.45,6.85,6.22,6.38,6.35,0.03,545599.69,360396.297,11.8839,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251030,6.19,6.74,6.13,6.35,6.19,0.16,598106.99,384924.513,13.0276,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251029,5.8,6.27,5.65,6.19,5.83,0.36,354875.78,210441.881,7.7297,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251028,5.84,5.87,5.8,5.83,5.84,-0.01,85207.44,49637.294,1.8559,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251027,5.81,5.91,5.8,5.84,5.83,0.01,102645.42,60032.142,2.2358,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251024,5.84,5.89,5.8,5.83,5.85,-0.02,115051.5,67171.446,2.506,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251023,5.89,5.9,5.75,5.85,5.92,-0.07,120675.18,70083.086,2.6285,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251022,5.98,5.98,5.9,5.92,5.97,-0.05,113422.42,67313.171,2.4705,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251021,5.91,6.02,5.83,5.97,5.95,0.02,143715.55,85549.728,3.1303,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251020,5.85,5.98,5.77,5.95,5.8,0.15,155074.45,91120.147,3.3777,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251017,5.91,6.05,5.79,5.8,5.86,-0.06,157942.41,93487.572,3.4402,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251016,5.88,6.0,5.85,5.86,5.9,-0.04,114694.84,67908.41,2.4982,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251015,5.85,5.9,5.78,5.9,5.84,0.06,103581.79,60531.073,2.2562,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251014,5.96,6.03,5.81,5.84,5.91,-0.07,139242.2,82349.319,3.0329,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251013,5.72,5.95,5.69,5.91,6.02,-0.11,168710.26,98274.805,3.6747,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251010,6.15,6.19,5.99,6.02,6.18,-0.16,223475.83,135483.929,4.8676,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20251009,6.4,6.6,6.15,6.18,6.25,-0.07,308670.65,194122.144,6.7233,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250930,6.0,6.39,5.96,6.25,5.99,0.26,302384.52,187503.006,6.5864,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250929,5.84,6.12,5.83,5.99,5.8,0.19,226146.76,136488.29,4.9258,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250926,5.84,5.88,5.76,5.8,5.84,-0.04,130872.9,76195.869,2.8506,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250925,5.95,5.99,5.82,5.84,5.95,-0.11,150182.02,88388.789,3.2712,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250924,5.82,5.96,5.82,5.95,5.86,0.09,159152.52,93916.278,3.4666,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250923,5.95,6.04,5.74,5.86,5.93,-0.07,221052.58,129939.297,4.8148,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250922,6.03,6.09,5.9,5.93,6.05,-0.12,163338.7,97315.891,3.5577,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250919,6.17,6.2,6.03,6.05,6.14,-0.09,184965.11,112555.669,4.0288,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250918,6.2,6.33,6.1,6.14,6.22,-0.08,287883.31,178959.458,6.2705,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250917,6.21,6.34,6.14,6.22,6.25,-0.03,217799.18,135632.801,4.744,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250916,6.38,6.44,6.13,6.25,6.36,-0.11,274909.83,170942.454,5.9879,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250915,6.2,6.53,6.17,6.36,6.16,0.2,383243.87,245366.822,8.3476,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250912,6.29,6.34,6.09,6.16,6.28,-0.12,292712.87,180691.896,6.3757,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250911,6.27,6.31,6.13,6.28,6.24,0.04,273051.93,170350.903,5.9475,45910.7148,贵州,电气设备,北交所
920809.BJ,安达科技,20250910,6.32,6.47,6.19,6.24,6.55,-0.31,412630.39,259645.611,8.9877,45910.7148,贵州,电气设备,北交所
