ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
920726.BJ,朱老六,20251201,20.97,21.6,20.62,21.39,21.01,0.38,54813.42,116478.506,9.8026,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251128,20.74,21.57,20.51,21.01,20.74,0.27,74304.59,156474.071,13.2883,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251127,22.2,22.2,20.42,20.74,22.41,-1.67,88559.65,186677.345,15.8376,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251126,20.0,23.48,19.9,22.41,19.8,2.61,121014.68,258295.996,21.6418,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251125,19.73,19.85,19.21,19.8,19.36,0.44,34158.9,67031.018,6.1088,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251124,19.7,19.73,19.1,19.36,19.4,-0.04,27972.16,54201.603,5.0024,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251121,20.18,20.67,19.31,19.4,20.3,-0.9,46216.47,92205.644,8.2652,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251120,21.81,21.98,20.08,20.3,21.8,-1.5,63658.37,131488.42,11.3844,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251119,21.56,22.27,21.14,21.8,21.58,0.22,63871.61,139009.92,11.4225,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251118,23.04,23.51,21.32,21.58,23.04,-1.46,66070.67,147193.661,11.8158,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251117,22.72,23.59,22.25,23.04,22.72,0.32,72221.06,165303.389,12.9157,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251114,24.9,25.68,22.65,22.72,25.91,-3.19,127008.68,306308.653,22.7137,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251113,24.23,26.51,23.63,25.91,25.12,0.79,150953.08,381923.227,26.9958,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251112,25.6,31.0,24.55,25.12,26.0,-0.88,199778.17,534652.682,35.7275,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251111,19.84,26.15,19.75,26.15,20.12,6.03,159335.23,366662.373,28.4948,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251110,19.28,20.5,18.76,20.12,19.17,0.95,48513.12,96318.684,8.6759,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251107,19.2,19.3,19.05,19.17,19.13,0.04,6233.77,11952.497,1.1148,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251106,19.41,19.43,19.01,19.13,19.48,-0.35,17137.12,32832.977,3.0647,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251105,19.1,20.12,18.9,19.48,19.14,0.34,27758.91,54520.288,4.9643,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251104,19.35,19.5,18.91,19.14,19.35,-0.21,10789.53,20540.59,1.9296,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251103,19.13,19.6,19.13,19.35,19.26,0.09,16069.88,31176.047,2.8739,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251031,18.92,19.47,18.9,19.26,18.87,0.39,17962.57,34686.761,3.2124,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251030,19.23,19.45,18.8,18.87,19.28,-0.41,16533.15,31706.144,2.9567,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251029,18.62,19.3,18.18,19.28,18.62,0.66,18326.98,34453.218,3.2775,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251028,18.47,18.68,18.34,18.62,18.52,0.1,6407.23,11919.977,1.1458,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251027,18.4,18.63,18.2,18.52,18.4,0.12,8579.64,15825.484,1.5343,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251024,18.79,18.89,18.31,18.4,18.78,-0.38,11642.15,21562.482,2.082,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251023,18.72,19.08,18.72,18.78,18.85,-0.07,7365.86,13892.215,1.3173,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251022,18.6,19.16,18.54,18.85,18.67,0.18,11215.84,21251.211,2.0058,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251021,18.43,18.77,18.18,18.67,18.43,0.24,8376.33,15609.667,1.498,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251020,18.51,18.64,18.26,18.43,18.28,0.15,7051.45,13005.226,1.2611,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251017,18.82,18.9,18.21,18.28,18.7,-0.42,8409.79,15613.196,1.504,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251016,19.35,19.35,18.58,18.7,19.29,-0.59,11824.6,22383.535,2.1147,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251015,19.5,19.69,19.06,19.29,19.38,-0.09,14044.49,27179.888,2.5117,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251014,19.2,19.48,19.01,19.38,19.23,0.15,16579.05,31857.917,2.9649,5591.7205,吉林,食品,北交所
920726.BJ,朱老六,20251013,18.31,19.75,18.31,19.23,18.92,0.31,16535.33,31729.622,2.9571,5591.7205,吉林,食品,北交所
