ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
603610.SH,麒盛科技,20251201,18.95,19.37,18.81,19.35,18.95,0.4,75638.94,145025.485,2.1428,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251128,18.94,19.17,18.6,18.95,18.98,-0.03,71467.93,134678.243,2.0246,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251127,19.35,19.78,18.91,18.98,18.95,0.03,82577.69,159141.225,2.3394,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251126,18.91,19.3,18.78,18.95,19.02,-0.07,48475.39,92461.408,1.3733,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251125,19.04,19.5,18.97,19.02,19.03,-0.01,55217.65,106140.032,1.5643,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251124,18.9,19.28,18.82,19.03,18.9,0.13,45729.08,86969.051,1.2955,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251121,19.89,19.99,18.71,18.9,19.99,-1.09,81490.71,156709.628,2.3086,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251120,20.42,20.42,19.66,19.99,19.95,0.04,66644.36,132873.386,1.888,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251119,20.57,20.7,19.9,19.95,20.53,-0.58,77615.71,156526.499,2.1988,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251118,20.63,20.84,20.29,20.53,20.62,-0.09,73094.54,150327.787,2.0707,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251117,21.37,21.55,20.44,20.62,21.44,-0.82,106037.5,220980.975,3.004,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251114,20.68,21.91,20.31,21.44,20.87,0.57,128943.76,273166.167,3.6529,35299.1621,浙江,家居用品,主板
603610.SH,麒盛科技,20251113,21.0,21.8,20.49,20.87,21.26,-0.39,129710.42,272656.61,3.6746,35299.1621,浙江,家居用品,主板
