ts_code,name,trade_date,open,high,low,close,pre_close,change,vol,amount,turnover_rate,float_share,area,industry,market
601061.SH,中信金属,20251201,14.89,15.13,14.57,14.7,14.46,0.24,414594.86,613929.585,8.2728,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251128,14.16,14.73,14.16,14.46,14.29,0.17,265043.35,384424.454,5.2887,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251127,14.41,14.53,14.14,14.29,14.33,-0.04,222419.0,318809.389,4.4381,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251126,14.6,14.8,14.31,14.33,14.69,-0.36,212999.7,308382.486,4.2502,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251125,14.87,14.95,14.54,14.69,14.65,0.04,232782.17,342829.677,4.6449,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251124,15.0,15.25,14.43,14.65,14.9,-0.25,329272.18,484621.289,6.5703,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251121,15.17,15.59,14.83,14.9,15.59,-0.69,353011.83,533270.694,7.044,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251120,15.66,15.85,15.45,15.59,15.48,0.11,308499.01,482469.448,6.1558,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251119,15.36,15.79,15.34,15.48,15.41,0.07,317149.34,492735.342,6.3284,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251118,15.89,15.9,15.06,15.41,15.93,-0.52,677062.45,1041848.256,13.5101,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251117,16.29,16.6,15.8,15.93,16.43,-0.5,601387.88,965868.01,12.0001,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251114,16.25,17.15,15.96,16.43,16.74,-0.31,565830.56,937525.607,11.2906,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251113,16.59,17.1,16.43,16.74,17.15,-0.41,727810.73,1216688.326,14.5227,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251112,17.16,17.93,16.55,17.15,17.15,0.0,967536.49,1678198.504,19.3062,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251111,15.59,17.15,15.34,17.15,15.59,1.56,895085.81,1463467.308,17.8605,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251110,16.09,16.25,15.0,15.59,16.05,-0.46,910339.36,1413545.431,18.1649,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251107,14.82,16.2,14.81,16.05,15.04,1.01,872396.29,1364731.852,17.4078,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251106,13.99,15.24,13.99,15.04,13.85,1.19,925575.38,1373807.64,18.4689,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251105,13.42,14.1,12.75,13.85,13.24,0.61,620459.34,840602.379,12.3806,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251104,13.01,13.7,12.76,13.24,12.94,0.3,742621.29,986869.802,14.8182,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251103,12.3,13.14,12.3,12.94,12.18,0.76,508557.63,652807.81,10.1477,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251031,12.28,12.59,12.0,12.18,12.32,-0.14,344270.85,420179.526,6.8696,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251030,12.4,12.77,12.2,12.32,12.45,-0.13,568970.59,710743.434,11.3532,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251029,11.59,12.71,11.59,12.45,11.55,0.9,764321.03,943846.056,15.2512,50115.3847,北京,商贸代理,主板
601061.SH,中信金属,20251028,11.74,12.03,11.41,11.55,11.76,-0.21,470841.76,549361.237,9.3952,50115.3847,北京,商贸代理,主板
