ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
605588.SH,20260120,58.44,3.181,9.2952,,,,4.1995,3.1508,3.083,0.0,,7327.5481,7309.9561,2501.6228,428221.911,427193.8345,0
605588.SH,20260119,58.99,4.2992,12.5627,0.79,,,4.2391,3.1805,3.112,0.0,,7327.5481,7309.9561,2501.6228,432252.0624,431214.3103,0
605588.SH,20260116,60.01,4.5844,13.3961,0.83,,,4.3124,3.2355,3.1658,0.0,,7327.5481,7309.9561,2501.6228,439726.1615,438670.4656,0
605588.SH,20260115,59.28,7.1587,20.9182,,,,4.2599,3.1961,3.1273,0.0,,7327.5481,7309.9561,2501.6228,434377.0514,433334.1976,0
605588.SH,20260114,58.19,8.8959,25.9946,1.77,,,4.1747,3.1456,3.0779,0.0,,7346.8201,7309.9561,2501.6228,427511.4616,425366.3455,0
605588.SH,20260113,53.98,2.7771,8.1149,,,,3.8727,2.918,2.8552,0.0,,7346.8201,7309.9561,2501.6228,396581.349,394591.4303,0
605588.SH,20260112,55.43,3.7617,10.9921,0.84,,,3.9767,2.9964,2.9319,0.0,,7346.8201,7309.9561,2501.6228,407234.2381,405190.8666,0
605588.SH,20260109,55.44,5.0861,14.8621,1.36,,,3.9774,2.9969,2.9324,0.0,,7346.8201,7309.9561,2501.6228,407307.7063,405263.9662,0
605588.SH,20260108,55.9,9.2323,26.9777,,,,4.0104,3.0218,2.9567,0.0,,7346.8201,7309.9561,2501.6228,410687.2436,408626.546,0
605588.SH,20260107,53.42,4.2404,12.3908,2.83,,,3.8325,2.8878,2.8256,0.0,,7346.8201,7309.9561,2501.6228,392467.1297,390497.8549,0
605588.SH,20260106,51.75,2.2442,6.5577,1.64,,,3.7127,2.7975,2.7372,0.0,,7346.8201,7309.9561,2501.6228,380197.9402,378290.2282,0
605588.SH,20260105,51.2,1.596,4.6638,1.12,,,3.6733,2.7677,2.7081,0.0,,7346.8201,7309.9561,2501.6228,376157.1891,374269.7523,0
