ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
001368.SZ,20260114,25.56,7.2445,7.2445,1.12,28.2443,29.2169,2.127,2.9954,2.6977,2.936,2.936,11383.6944,3208.6099,3208.6099,290967.2289,82012.069,0
001368.SZ,20260113,25.28,9.9322,9.9322,,27.9349,28.8969,2.1037,2.9626,2.6681,2.9685,2.9685,11383.6944,3208.6099,3208.6099,287779.7944,81113.6583,0
001368.SZ,20260112,25.22,6.5308,6.5308,1.14,27.8686,28.8283,2.0987,2.9556,2.6618,2.9756,2.9756,11383.6944,3208.6099,3208.6099,287096.7728,80921.1417,0
001368.SZ,20260109,24.86,5.0452,5.0452,0.89,27.4708,28.4168,2.0687,2.9134,2.6238,3.0187,3.0187,11383.6944,3208.6099,3208.6099,282998.6428,79766.0421,0
001368.SZ,20260108,24.64,5.3353,5.3353,,27.2277,28.1653,2.0504,2.8876,2.6006,3.0456,3.0456,11383.6944,3208.6099,3208.6099,280494.23,79060.1479,0
001368.SZ,20260107,24.4,5.5532,5.5532,1.02,26.9625,27.891,2.0305,2.8595,2.5752,3.0756,3.0756,11383.6944,3208.6099,3208.6099,277762.1434,78290.0816,0
001368.SZ,20260106,24.5,6.9992,6.9992,1.35,27.073,28.0053,2.0388,2.8712,2.5858,3.063,3.063,11383.6944,3208.6099,3208.6099,278900.5128,78610.9426,0
001368.SZ,20260105,24.73,5.6965,5.6965,1.12,27.3272,28.2682,2.0579,2.8981,2.6101,3.0346,3.0346,11383.6944,3208.6099,3208.6099,281518.7625,79348.9228,0
