ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
688259.SH,20260119,44.38,2.5663,4.7677,0.79,81.9721,60.2234,3.1467,8.3729,10.9,,,11170.0,11170.0,6012.366,495724.6,495724.6,0
688259.SH,20260116,44.86,3.1825,5.9125,0.94,82.8587,60.8748,3.1807,8.4635,11.0179,,,11170.0,11170.0,6012.366,501086.2,501086.2,0
688259.SH,20260115,43.89,2.2851,4.2454,,81.0671,59.5585,3.1119,8.2805,10.7796,,,11170.0,11170.0,6012.366,490251.3,490251.3,0
688259.SH,20260114,43.81,3.2618,6.0599,0.95,80.9193,59.4499,3.1062,8.2654,10.76,,,11170.0,11170.0,6012.366,489357.7,489357.7,0
688259.SH,20260113,43.7,3.6646,6.8083,,80.7161,59.3007,3.0984,8.2446,10.733,,,11170.0,11170.0,6012.366,488129.0,488129.0,0
688259.SH,20260112,45.06,3.8759,7.2008,1.28,83.2281,61.1462,3.1949,8.5012,11.067,,,11170.0,11170.0,6012.366,503320.2,503320.2,0
688259.SH,20260109,44.44,3.7914,7.0438,1.34,82.083,60.3049,3.1509,8.3842,10.9147,,,11170.0,11170.0,6012.366,496394.8,496394.8,0
688259.SH,20260108,43.85,3.067,5.698,,80.9932,59.5042,3.1091,8.2729,10.7698,,,11170.0,11170.0,6012.366,489804.5,489804.5,0
688259.SH,20260107,42.97,2.7415,5.0932,1.19,79.3678,58.3101,3.0467,8.1069,10.5537,,,11170.0,11170.0,6012.366,479974.9,479974.9,0
688259.SH,20260106,43.06,2.776,5.1574,1.3,79.534,58.4322,3.0531,8.1239,10.5758,,,11170.0,11170.0,6012.366,480980.2,480980.2,0
688259.SH,20260105,42.9,2.7682,5.1429,1.46,79.2385,58.2151,3.0417,8.0937,10.5365,,,11170.0,11170.0,6012.366,479193.0,479193.0,0
