ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920370.BJ,20260116,4.32,2.4116,4.6729,0.86,,,2.1219,2.7644,3.155,,,30028.3343,26156.2412,13499.0102,129722.4042,112994.962,0
920370.BJ,20260115,4.46,3.0705,5.9495,,,,2.1906,2.8539,3.2573,,,30028.3343,26156.2412,13499.0102,133926.371,116656.8358,0
920370.BJ,20260114,4.46,3.126,6.057,1.57,,,2.1906,2.8539,3.2573,,,30028.3343,26156.2412,13499.0102,133926.371,116656.8358,0
920370.BJ,20260113,4.43,3.6394,7.0518,,,,2.1759,2.8347,3.2354,,,30028.3343,26156.2412,13499.0102,133025.5209,115872.1485,0
920370.BJ,20260112,4.37,2.8752,5.5712,2.6,,,2.1464,2.7964,3.1916,,,30028.3343,26156.2412,13499.0102,131223.8209,114302.774,0
920370.BJ,20260109,4.25,1.2829,2.4857,1.27,,,2.0875,2.7196,3.1039,,,30028.3343,26156.2412,13499.0102,127620.4208,111164.0251,0
920370.BJ,20260108,4.25,1.1677,2.2627,,,,2.0875,2.7196,3.1039,,,30028.3343,26156.2412,13499.0102,127620.4208,111164.0251,0
920370.BJ,20260107,4.18,0.9656,1.871,0.95,,,2.0531,2.6748,3.0528,,,30028.3343,26156.2412,13499.0102,125518.4374,109333.0882,0
920370.BJ,20260106,4.21,1.1604,2.2484,1.12,,,2.0678,2.694,3.0747,,,30028.3343,26156.2412,13499.0102,126419.2874,110117.7755,0
920370.BJ,20260105,4.17,0.9433,1.8277,0.84,,,2.0482,2.6684,3.0455,,,30028.3343,26156.2412,13499.0102,125218.154,109071.5258,0
