,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,216380224,-0.8073817762399109,8.6,600550.SH,8.7,8.55,8.67,2025-08-01,1.364610282866763,25129687
1,163482196,0.8139534883720964,8.67,600550.SH,8.67,8.52,8.55,2025-08-04,1.0287979906778308,18945608
2,223752244,1.0380622837370226,8.76,600550.SH,8.77,8.66,8.67,2025-08-05,1.3934229244176555,25660280
3,266798391,0.6849315068493208,8.82,600550.SH,8.84,8.71,8.76,2025-08-06,1.6493175820989747,30372653
4,248110173,-0.3401360544217816,8.79,600550.SH,8.85,8.72,8.83,2025-08-07,1.5368900512469947,28302268
5,169704867,-0.6825938566552756,8.73,600550.SH,8.79,8.72,8.76,2025-08-08,1.0545946050207162,19420660
6,209470934,0.5727376861397357,8.78,600550.SH,8.83,8.72,8.74,2025-08-11,1.2950170610448555,23848108
7,208516447,-0.6833712984054525,8.72,600550.SH,8.79,8.68,8.79,2025-08-12,1.298838288941369,23918477
8,208501248,0.11467889908256636,8.73,600550.SH,8.75,8.69,8.72,2025-08-13,1.2979600510984224,23902304
9,285172539,-1.7182130584192479,8.58,600550.SH,8.76,8.58,8.76,2025-08-14,1.789526708813105,32954644
10,222663924,1.5151515151515242,8.71,600550.SH,8.74,8.54,8.58,2025-08-15,1.3907694764514313,25611416
11,386644728,0.6888633754305249,8.77,600550.SH,8.79,8.7,8.74,2025-08-18,2.396375211096382,44129932
12,617778289,1.824401368301028,8.93,600550.SH,9.02,8.79,8.84,2025-08-19,3.771917608355425,69460937
13,378141173,0,8.93,600550.SH,8.94,8.81,8.88,2025-08-20,2.315261179126592,42636194
14,744183971,0.22396416573347788,8.95,600550.SH,9.21,8.91,9.05,2025-08-21,4.454561191472858,82032013
15,468406199,0.44692737430168633,8.99,600550.SH,9,8.83,8.95,2025-08-22,2.8543,52562472
16,443727718,0.00,8.99,600550.SH,9.06,8.92,9.06,2025-08-25,2.68,493842
17,417680000,0.56,9.04,600550.SH,9.12,8.890,8.97,2025-08-26,2.51,46265400
18,424178402,-3.1,8.76,600550.SH,9.04,8.75,9.03,2025-08-27,2.58,47541122
19,404550000,0.23,8.78,600550.SH,8.84,8.470,8.76,2025-08-28,2.53,46628700
20,227998816,-0.6833712984054525,8.72,600550.SH,8.85,8.71,8.78,2025-08-29,1.4135,26029641
