,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,375103460,-0.5836575875486372,15.33,002056.SZ,15.64,15.3,15.43,2025-08-01,1.4946327986744503,24288650
1,346946374,1.1741682974559668,15.51,002056.SZ,15.53,15.18,15.23,2025-08-04,1.3867074206087617,22534800
2,363633697,1.6763378465506111,15.77,002056.SZ,15.77,15.53,15.56,2025-08-05,1.4282232308914458,23209456
3,289082361,0.3170577045022239,15.82,002056.SZ,15.83,15.62,15.75,2025-08-06,1.1284245176751717,18337553
4,666655254,0.9481668773704195,15.97,002056.SZ,16.08,15.66,15.81,2025-08-07,2.579335615581708,41915700
5,578116026,0.8140262993112133,16.1,002056.SZ,16.25,15.88,15.9,2025-08-08,2.2106259469535035,35923954
6,458810590,0.37267080745340814,16.16,002056.SZ,16.24,15.97,16.11,2025-08-11,1.7514551383623869,28462162
7,373341045,-0.8044554455445483,16.03,002056.SZ,16.14,15.92,16.12,2025-08-12,1.4334679052063304,23294685
8,941235819,4.616344354335611,16.77,002056.SZ,16.97,15.99,16.01,2025-08-13,3.504048143797678,56942815
9,650486855,-1.9081693500298167,16.45,002056.SZ,16.88,16.33,16.77,2025-08-14,2.414827949689518,39242355
10,842004296,3.2826747720364686,16.99,002056.SZ,17.16,16.35,16.38,2025-08-15,3.0566207313772265,49671860
11,911291759,1.0005885815185505,17.16,002056.SZ,17.41,17.03,17.18,2025-08-18,3.2604225022468105,52983757
12,660783311,0.11655011655011406,17.18,002056.SZ,17.42,17.02,17.13,2025-08-19,2.3671718662936665,38467916
13,744509634,1.4551804423748544,17.43,002056.SZ,17.55,17.1,17.15,2025-08-20,2.6437824841980766,42962999
14,2268549299,4.99139414802066,18.3,002056.SZ,19.17,17.69,17.85,2025-08-21,7.491862393674829,121745132
15,1300057332,-0.9836065573770475,18.12,002056.SZ,18.46,17.99,18.01,2025-08-22,4.4124,71702275
16,1681029152,3.04,18.67,002056.SZ,18.91,18.1,18.3,2025-08-25,5.58,90629073
17,1010870483,-2.09,18.28,002056.SZ,18.73,18.23,18.7,2025-08-26,3.39,55093473
18,1244111534,-1.04,18.09,002056.SZ,18.79,18.05,18.28,2025-08-27,4.16,67612400
19,1285754600,3.04,18.64,002056.SZ,18.72,17.91,17.95,2025-08-28,4.283,69593330
20,1236057043,1.56,18.93,002056.SZ,19.22,18.59,18.65,2025-08-29,4.02,65285569
