ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
601339.SH,20260119,6.17,1.2627,4.9122,0.85,22.557,16.9053,1.0084,1.1651,1.2188,6.6451,6.6451,149956.9,149956.9,38548.2228,925234.073,925234.073,0
601339.SH,20260116,6.17,1.4267,5.5502,1.03,22.557,16.9053,1.0084,1.1651,1.2188,6.6451,6.6451,149956.9,149956.9,38548.2228,925234.073,925234.073,0
601339.SH,20260115,6.03,1.1657,4.5346,,22.0452,16.5217,0.9855,1.1386,1.1911,6.7993,6.7993,149956.9,149956.9,38548.2228,904240.107,904240.107,0
601339.SH,20260114,5.92,1.3229,5.1464,1.06,21.643,16.2203,0.9676,1.1179,1.1694,6.9257,6.9257,149956.9,149956.9,38548.2228,887744.848,887744.848,0
601339.SH,20260113,6.05,1.617,6.2904,,22.1183,16.5765,0.9888,1.1424,1.1951,6.7769,6.7769,149956.9,149956.9,38548.2228,907239.245,907239.245,0
601339.SH,20260112,6.27,1.9075,7.4205,1.85,22.9226,17.1793,1.0248,1.1839,1.2385,6.5391,6.5391,149956.9,149956.9,38548.2228,940229.763,940229.763,0
601339.SH,20260109,5.97,0.8833,3.436,0.92,21.8258,16.3573,0.9757,1.1273,1.1793,6.8677,6.8677,149956.9,149956.9,38548.2228,895242.693,895242.693,0
601339.SH,20260108,5.88,0.9728,3.7843,,21.4968,16.1107,0.961,1.1103,1.1615,6.9728,6.9728,149956.9,149956.9,38548.2228,881746.572,881746.572,0
601339.SH,20260107,5.79,0.8598,3.3448,0.93,21.1678,15.8641,0.9463,1.0933,1.1437,7.0812,7.0812,149956.9,149956.9,38548.2228,868250.451,868250.451,0
601339.SH,20260106,5.9,1.05,4.0845,1.11,21.5699,16.1655,0.9643,1.1141,1.1654,6.9492,6.9492,149956.9,149956.9,38548.2228,884745.71,884745.71,0
601339.SH,20260105,5.85,1.378,5.3606,1.62,21.3871,16.0285,0.9561,1.1046,1.1556,7.0085,7.0085,149956.9,149956.9,38548.2228,877247.865,877247.865,0
