ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
920571.BJ,20221230,4.21,0.4955,0.4955,1.01,6.3557,8.9676,1.5544,1.6253,1.8901,,,55540.7453,18666.0513,18666.0513,233826.5377,78584.076,0
920571.BJ,20221229,4.23,0.3329,0.3329,0.59,6.3859,9.0102,1.5617,1.633,1.8991,,,55540.7453,18666.0513,18666.0513,234937.3526,78957.397,0
920571.BJ,20221228,4.26,0.3834,0.3834,0.66,6.4312,9.0741,1.5728,1.6446,1.9126,,,55540.7453,18666.0513,18666.0513,236603.575,79517.3785,0
920571.BJ,20221227,4.29,0.3735,0.3735,0.5,6.4765,9.1381,1.5839,1.6562,1.9261,,,55540.7453,18666.0513,18666.0513,238269.7973,80077.3601,0
920571.BJ,20221226,4.3,0.701,0.701,0.82,6.4916,9.1594,1.5876,1.6601,1.9306,,,55540.7453,18666.0513,18666.0513,238825.2048,80264.0206,0
920571.BJ,20221223,4.3,0.654,0.654,0.53,6.4916,9.1594,1.5876,1.6601,1.9306,,,55540.7453,18666.0513,18666.0513,238825.2048,80264.0206,0
920571.BJ,20221222,4.37,0.6941,0.6941,0.17,6.5972,9.3085,1.6134,1.6871,1.962,,,55540.7453,18666.0513,18666.0513,242713.057,81570.6442,0
920571.BJ,20221221,4.46,0.4986,0.4986,,6.7331,9.5002,1.6467,1.7218,2.0024,,,55540.7453,18666.0513,18666.0513,247711.724,83250.5888,0
920571.BJ,20221220,4.42,1.2114,1.2114,,6.6727,9.415,1.6319,1.7064,1.9844,,,55540.7453,18666.0513,18666.0513,245490.0942,82503.9467,0
920571.BJ,20221219,4.56,1.1912,1.1912,,6.8841,9.7132,1.6836,1.7604,2.0473,,,55540.7453,18666.0513,18666.0513,253265.7986,85117.1939,0
920571.BJ,20221216,4.63,2.3438,2.3438,,6.9897,9.8623,1.7094,1.7875,2.0787,,,55540.7453,20331.0513,20331.0513,257153.6507,94132.7675,0
920571.BJ,20221215,4.83,13.3193,13.3193,,7.2917,10.2883,1.7833,1.8647,2.1685,,,55540.7453,20331.0513,20331.0513,268261.7998,98198.9778,0
