ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920694.BJ,20220818,19.98,19.98,19.98,19.98,16.59,3.39,20.434,11.0,21.978
920694.BJ,20220816,16.59,16.59,16.59,16.59,17.0,-0.41,-2.4118,4.0,6.636
920694.BJ,20220803,17.0,17.0,17.0,17.0,16.52,0.48,2.9056,21.0,35.7
920694.BJ,20220802,17.0,17.0,16.4,16.52,24.0,-7.48,-31.1667,24.35,41.162
920694.BJ,20220801,24.0,24.0,24.0,24.0,27.99,-3.99,-14.2551,4.0,9.6
920694.BJ,20220726,27.99,27.99,27.99,27.99,27.99,0.0,0.0,2.0,5.598
920694.BJ,20220617,27.99,27.99,27.99,27.99,25.0,2.99,11.96,6.0,16.794
920694.BJ,20220608,25.0,25.0,25.0,25.0,21.86,3.14,14.3641,6.0,15.0
920694.BJ,20220602,21.86,21.86,21.86,21.86,20.34,1.52,7.473,300.0,655.8
920694.BJ,20220527,20.35,20.35,20.34,20.34,20.36,-0.02,-0.0982,196.0,398.859
920694.BJ,20220526,20.36,20.36,20.36,20.36,20.36,0.0,0.0,72.0,146.592
920694.BJ,20220524,13.69,20.36,11.15,20.36,19.0,1.36,7.1579,271.85,320.185
920694.BJ,20220523,17.0,19.0,17.0,19.0,16.9,2.1,12.426,114.0,196.6
920694.BJ,20220518,16.9,16.9,16.9,16.9,13.9,3.0,21.5827,192.85,325.916
920694.BJ,20220517,13.9,13.9,13.9,13.9,11.08,2.82,25.4513,169.99,236.286
920694.BJ,20220516,11.09,11.09,11.08,11.08,11.02,0.06,0.5445,4.0,4.433
920694.BJ,20220511,11.16,11.16,11.02,11.02,11.17,-0.15,-1.3429,3.0,3.32
920694.BJ,20220510,11.16,11.17,11.16,11.17,13.49,-2.32,-17.1979,304.0,339.566
920694.BJ,20220509,13.49,13.49,13.49,13.49,13.5,-0.01,-0.0741,28.0,37.772
920694.BJ,20220506,13.5,13.5,13.5,13.5,11.09,2.41,21.7313,301.0,406.35
920694.BJ,20220505,11.01,13.5,11.01,11.09,11.0,0.09,0.8182,376.0,414.265
920694.BJ,20220426,11.0,11.0,11.0,11.0,16.0,-5.0,-31.25,10.0,11.0
920694.BJ,20220420,16.0,16.0,16.0,16.0,13.5,2.5,18.5185,370.0,592.0
920694.BJ,20220418,13.5,13.5,13.5,13.5,10.72,2.78,25.9328,1.0,1.35
920694.BJ,20220414,10.71,10.72,10.71,10.72,8.0,2.72,34.0,2.0,2.143
920694.BJ,20220413,4.04,8.0,4.04,8.0,8.03,-0.03,-0.3736,39.0,16.152
920694.BJ,20220412,8.03,8.03,8.03,8.03,6.52,1.51,23.1595,340.0,273.02
920694.BJ,20220411,6.52,6.52,6.52,6.52,13.02,-6.5,-49.9232,2.0,1.304
920694.BJ,20220329,13.02,13.02,13.02,13.02,19.86,-6.84,-34.4411,1.0,1.302
920694.BJ,20220304,19.86,19.86,19.86,19.86,17.48,2.38,13.6156,10.0,19.86
920694.BJ,20220303,17.48,17.48,17.48,17.48,17.5,-0.02,-0.1143,32.0,55.936
920694.BJ,20220228,17.5,17.5,17.5,17.5,14.58,2.92,20.0274,290.0,507.5
920694.BJ,20220225,14.58,14.58,14.58,14.58,11.15,3.43,30.7623,10.0,14.58
920694.BJ,20220224,12.05,14.58,11.11,11.15,12.05,-0.9,-7.4689,84.0,111.09
920694.BJ,20220217,14.98,14.98,12.05,12.05,10.02,2.03,20.2595,2.0,2.703
920694.BJ,20220215,10.02,10.02,10.02,10.02,10.01,0.01,0.0999,60.0,60.12
920694.BJ,20220214,10.01,10.01,10.01,10.01,12.08,-2.07,-17.1358,286.85,287.136
920694.BJ,20220209,12.08,12.08,12.08,12.08,14.98,-2.9,-19.3591,1.0,1.208
