Unnamed: 0,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
0,920119.BJ,20260130,109.5,71.6482,71.6482,,37.4719,28.9187,4.308,6.9415,5.8505,,,7212.3267,1440.0,1440.0,789749.7737,157680.0,0
