,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,113849275,1.322314049586788,36.78,688226.SH,37.18,35.81,36.3,2025-08-01,0,3124959
1,182734880,1.6856987493202757,37.4,688226.SH,37.6,35.42,36.35,2025-08-04,0,5019396
2,354415964,9.22459893048129,40.85,688226.SH,40.96,37.4,37.4,2025-08-05,0,9031402
3,241109527,2.790697674418606,41.99,688226.SH,42.33,40.39,40.79,2025-08-06,0,5835235
4,270661583,-3.5484639199809522,40.5,688226.SH,42.56,39.3,42.48,2025-08-07,0,6703617
5,153783656,0.9876543209876508,40.9,688226.SH,41.84,39.62,40.39,2025-08-08,0,3750966
6,285781139,8.508557457212724,44.38,688226.SH,44.6,41.21,41.81,2025-08-11,0,6651281
7,220307031,2.658855340243352,45.56,688226.SH,45.56,43.69,45,2025-08-12,0,4944716
8,297602347,0.30728709394205567,45.7,688226.SH,47.37,44.58,45.99,2025-08-13,0,6448243
9,203517304,-4.266958424507664,43.75,688226.SH,45.79,43.67,44.95,2025-08-14,0,4546553
10,190111757,2.171428571428578,44.7,688226.SH,45.78,43.6,43.76,2025-08-15,0,4259505
11,287508237,6.062639821029069,47.41,688226.SH,48.58,44.01,44.96,2025-08-18,0,6179614
12,226721576,1.2444631934191173,48,688226.SH,48.07,46.6,46.92,2025-08-19,0,4782753
13,149306388,-1.7708333333333364,47.15,688226.SH,48.25,46.51,48.25,2025-08-20,0,3161222
14,182231256,-3.9024390243902363,45.31,688226.SH,47.8,44.5,47.8,2025-08-21,0,4003138
15,132529058,0.26484219819023935,45.43,688226.SH,46.67,45,45.27,2025-08-22,0,2889552
16,301278743,-3.65,43.77,688226.SH,46.11,43.6,45.0,2025-08-25,3.62,6799131
17,504738586,-4.3,41.89,688226.SH,43.99,41.2,43.99,2025-08-26,6.36,11937580
18,514316044,-8.76,38.22,688226.SH,42.0,38.0,42.0,2025-08-27,6.88,12908942
19,241540000,3.48,39.55,688226.SH,39.55,37.710,38.3,2025-08-28,3.34,6267521
20,188350000,-1.82,38.83,688226.SH,39.96,38.650,39.6,2025-08-29,2.56,4802606
