ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
301277.SZ,20260123,12.91,0.7045,2.7345,1.0,29.1525,40.9129,3.3252,6.9679,7.5499,2.2131,2.2131,39207.84,39207.84,10101.84,506173.2144,506173.2144,0
301277.SZ,20260122,12.79,0.6754,2.6214,0.89,28.8816,40.5326,3.2943,6.9031,7.4798,2.2339,2.2339,39207.84,39207.84,10101.84,501468.2736,501468.2736,0
301277.SZ,20260121,12.76,0.7147,2.7739,,28.8138,40.4375,3.2866,6.8869,7.4622,2.2391,2.2391,39207.84,39207.84,10101.84,500292.0384,500292.0384,0
301277.SZ,20260120,12.71,0.6927,2.6887,,28.7009,40.2791,3.2737,6.8599,7.433,2.2479,2.2479,39207.84,39207.84,10101.84,498331.6464,498331.6464,0
301277.SZ,20260119,12.59,0.5446,2.1136,0.34,28.4299,39.8988,3.2428,6.7952,7.3628,2.2694,2.2694,39207.84,39207.84,10101.84,493626.7056,493626.7056,0
301277.SZ,20260116,12.53,0.9081,3.5246,0.58,28.2944,39.7087,3.2273,6.7628,7.3277,2.2802,2.2802,39207.84,39207.84,10101.84,491274.2352,491274.2352,0
301277.SZ,20260115,12.72,0.9192,3.5677,,28.7235,40.3108,3.2763,6.8653,7.4388,2.2462,2.2462,39207.84,39207.84,10101.84,498723.7248,498723.7248,0
301277.SZ,20260114,12.82,2.1156,8.2112,1.76,28.9493,40.6277,3.302,6.9193,7.4973,2.2287,2.2287,39207.84,39207.84,10101.84,502644.5088,502644.5088,0
301277.SZ,20260113,12.91,3.1338,12.163,,29.1525,40.9129,3.3252,6.9679,7.5499,2.2131,2.2131,39207.84,39207.84,10101.84,506173.2144,506173.2144,0
301277.SZ,20260112,12.44,0.8451,3.2799,1.23,28.0912,39.4234,3.2041,6.7142,7.2751,2.2967,2.2967,39207.84,39207.84,10101.84,487745.5296,487745.5296,0
301277.SZ,20260109,12.32,0.8103,3.1451,1.36,27.8202,39.0432,3.1732,6.6494,7.2049,2.3191,2.3191,39207.84,39207.84,10101.84,483040.5888,483040.5888,0
301277.SZ,20260108,12.19,0.6414,2.4894,,27.5267,38.6312,3.1397,6.5793,7.1289,2.3438,2.3438,39207.84,39207.84,10101.84,477943.5696,477943.5696,0
301277.SZ,20260107,12.15,0.5941,2.3058,1.19,27.4364,38.5044,3.1294,6.5577,7.1055,2.3516,2.3516,39207.84,39207.84,10101.84,476375.256,476375.256,0
301277.SZ,20260106,12.08,0.579,2.2471,1.27,27.2783,38.2826,3.1114,6.5199,7.0646,2.3652,2.3652,39207.84,39207.84,10101.84,473630.7072,473630.7072,0
301277.SZ,20260105,12.08,0.8084,3.1378,2.15,27.2783,38.2826,3.1114,6.5199,7.0646,2.3652,2.3652,39207.84,39207.84,10101.84,473630.7072,473630.7072,0
