ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
600037.SH,20260116,7.84,1.9011,3.066,0.67,,,0.8609,4.7152,5.1029,0.3444,0.3444,139177.7884,139177.7884,86298.0171,1091153.8611,1091153.8611,0
600037.SH,20260115,8.1,1.85,2.9836,,,,0.8894,4.8715,5.2722,0.3333,0.3333,139177.7884,139177.7884,86298.0171,1127340.086,1127340.086,0
600037.SH,20260114,8.12,2.8704,4.6293,1.21,,,0.8916,4.8836,5.2852,0.3325,0.3325,139177.7884,139177.7884,86298.0171,1130123.6418,1130123.6418,0
600037.SH,20260113,8.11,3.186,5.1383,,,,0.8905,4.8775,5.2787,0.3329,0.3329,139177.7884,139177.7884,86298.0171,1128731.8639,1128731.8639,0
600037.SH,20260112,8.06,3.396,5.4769,2.2,,,0.8851,4.8475,5.2461,0.335,0.335,139177.7884,139177.7884,86298.0171,1121772.9745,1121772.9745,0
600037.SH,20260109,7.91,2.7873,4.4952,2.35,,,0.8686,4.7573,5.1485,0.3413,0.3413,139177.7884,139177.7884,86298.0171,1100896.3062,1100896.3062,0
600037.SH,20260108,7.63,1.2454,2.0085,,,,0.8378,4.5889,4.9663,0.3539,0.3539,139177.7884,139177.7884,86298.0171,1061926.5255,1061926.5255,0
600037.SH,20260107,7.47,1.2037,1.9413,1.15,,,0.8203,4.4926,4.8621,0.3614,0.3614,139177.7884,139177.7884,86298.0171,1039658.0793,1039658.0793,0
600037.SH,20260106,7.46,1.1191,1.8049,1.13,,,0.8192,4.4866,4.8556,0.3619,0.3619,139177.7884,139177.7884,86298.0171,1038266.3015,1038266.3015,0
600037.SH,20260105,7.38,1.3663,2.2035,1.56,,,0.8104,4.4385,4.8035,0.3659,0.3659,139177.7884,139177.7884,86298.0171,1027132.0784,1027132.0784,0
