,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,46745755,0.7568590350047311,10.65,605567.SH,10.73,10.57,10.61,2025-08-01,2.1944749999999997,4388950
1,81789139,3.0046948356807537,10.97,605567.SH,11.17,10.56,10.63,2025-08-04,3.7309,7461800
2,46685382,0.638103919781208,11.04,605567.SH,11.14,10.97,10.98,2025-08-05,2.11445,4228900
3,50782516,0.9963768115942139,11.15,605567.SH,11.32,11,11.05,2025-08-06,2.2798499999999997,4559700
4,60839855,1.7040358744394573,11.34,605567.SH,11.5,11.07,11.16,2025-08-07,2.6853499999999997,5370700
5,49354577,-0.17636684303350594,11.32,605567.SH,11.41,11.11,11.35,2025-08-08,2.1988,4397600
6,41158656,0.7067137809187285,11.4,605567.SH,11.41,11.22,11.38,2025-08-11,1.8141999999999998,3628400
7,51679102,-0.964912280701765,11.29,605567.SH,11.61,11.25,11.44,2025-08-12,2.27245,4544900
8,56663837,-1.5057573073516382,11.12,605567.SH,11.42,11.05,11.3,2025-08-13,2.53775,5075500
9,51694551,-2.517985611510786,10.84,605567.SH,11.18,10.8,11.14,2025-08-14,2.3601,4720200
10,62595279,-0.9225092250922476,10.74,605567.SH,10.94,10.66,10.91,2025-08-15,2.9027939999999997,5805588
11,59804538,0.37243947858472204,10.78,605567.SH,10.93,10.69,10.75,2025-08-18,2.770137,5540274
12,66769330,2.0408163265306185,11,605567.SH,11.06,10.71,10.77,2025-08-19,3.05255,6105100
13,55717800,-0.09090909090908897,10.99,605567.SH,11.14,10.9,10.94,2025-08-20,2.52795,5055900
14,55577572,1.3648771610555084,11.14,605567.SH,11.27,10.95,11.18,2025-08-21,2.496343,4992686
15,60491489,-1.6157989228007157,10.96,605567.SH,11.17,10.81,11.13,2025-08-22,2.771,5542000
16,70046525,-0.2737226277372366,10.93,605567.SH,11.07,10.79,10.96,2025-08-25,3.2109,6421799
17,59438002,0.73,11.01,605567.SH,11.08,10.83,10.86,2025-08-26,2.71,5410210
18,81730000,-3.81,10.59,605567.SH,11,10.580,11,2025-08-27,3.79,7583600
19,76983071,-0.09,10.58,605567.SH,10.77,10.14,10.53,2025-08-28,3.69,7374937
20,91393755,-3.02,10.26,605567.SH,10.55,10.20,10.49,2025-08-29,4.41,88278
