,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,85331844,0.40322580645162226,2.49,002445.SZ,2.51,2.47,2.48,2025-08-01,1.4477635000828752,34259600
1,106423144,-1.2048192771084436,2.46,002445.SZ,2.48,2.44,2.47,2025-08-04,1.8319091682453281,43349950
2,84665209,0.8130081300813016,2.48,002445.SZ,2.52,2.46,2.47,2025-08-05,1.43717741936053,34009093
3,91606349,-0.40322580645160433,2.47,002445.SZ,2.49,2.45,2.48,2025-08-06,1.5689922469639466,37128334
4,110726861,-1.214574898785435,2.44,002445.SZ,2.47,2.42,2.47,2025-08-07,1.917916452077558,45385210
5,69334401,0,2.44,002445.SZ,2.46,2.42,2.43,2025-08-08,1.2021737549695892,28448011
6,92181393,0.8196721311475417,2.46,002445.SZ,2.47,2.43,2.44,2025-08-11,1.589239029095253,37607450
7,93543418,-1.2195121951219432,2.43,002445.SZ,2.47,2.42,2.45,2025-08-12,1.6235076869847702,38418377
8,127802306,-0.8230452674897125,2.41,002445.SZ,2.44,2.4,2.43,2025-08-13,2.228785457699841,52741555
9,142019514,-2.9045643153527085,2.34,002445.SZ,2.42,2.33,2.41,2025-08-14,2.5263717331283666,59783580
10,114071207,0.42735042735043727,2.35,002445.SZ,2.38,2.33,2.34,2025-08-15,2.0478279090693148,48459410
11,153757438,2.1276595744680775,2.4,002445.SZ,2.42,2.35,2.36,2025-08-18,2.7161028056491223,64273340
12,887696238,10.000000000000009,2.64,002445.SZ,2.64,2.38,2.4,2025-08-19,14.510140037370897,343365193
13,800820531,-1.1363636363636458,2.61,002445.SZ,2.65,2.55,2.62,2025-08-20,12.990660020828354,307408507
14,388724606,-0.38314176245209913,2.6,002445.SZ,2.64,2.56,2.61,2025-08-21,6.3114838102613495,149353752
15,371704924,1.1538461538461462,2.63,002445.SZ,2.65,2.59,2.61,2025-08-22,5.9992,141962935
16,442155590,0.00,2.63,002445.SZ,2.73,2.62,2.66,2025-08-25,7.015,166003800
17,250722798,0.38,2.64,002445.SZ,2.64,2.59,2.61,2025-08-26,4.04,95568300
18,401860000,-2.27,2.58,002445.SZ,2.73,2.580,2.64,2025-08-27,6.4,151358500
19,256181678,0.78,2.6,002445.SZ,2.62,2.5,2.58,2025-08-28,4.22,99955900
20,168452345,-1.92,2.55,002445.SZ,2.61,2.54,2.60,2025-08-29,2.77,655378
