,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,716919488,9.999999999999998,62.92,002940.SZ,62.92,57.9,58,2025-08-01,6.271785567810767,11620080
1,1448683090,2.828989192625558,64.7,002940.SZ,64.77,58,62.31,2025-08-04,12.659430511649985,23454819
2,1093982803,-9.459041731066467,58.58,002940.SZ,62.6,58.23,62.32,2025-08-05,9.903965860736436,18349619
3,837304379,-0.8535336292249914,58.08,002940.SZ,60.5,56.8,57.53,2025-08-06,7.736505125095704,14333846
4,727581597,-4.011707988980714,55.75,002940.SZ,58.3,55.09,57.06,2025-08-07,6.997552460628801,12964748
5,777064356,-2.5291479820627742,54.34,002940.SZ,57.25,54.06,55.64,2025-08-08,7.596977207996998,14075335
6,883752374,5.83364004416635,57.51,002940.SZ,57.51,54.19,54.35,2025-08-11,8.54034603512833,15823166
7,855203592,-7.789949573987127,53.03,002940.SZ,57.01,52.88,56.89,2025-08-12,8.54621135565671,15834033
8,769916318,-0.9051480294173184,52.55,002940.SZ,54,51.5,52.89,2025-08-13,7.909016901843782,14653468
9,525997455,-2.4548049476688854,51.26,002940.SZ,52.82,51.2,52,2025-08-14,5.472194006128183,10138633
10,756487998,-3.1408505657432686,49.65,002940.SZ,51.48,48,50.51,2025-08-15,8.280958752083459,15342585
11,607771999,1.7119838872104762,50.5,002940.SZ,50.87,49.44,49.44,2025-08-18,6.54877420980944,12133272
12,1372925331,8.633663366336632,54.86,002940.SZ,55.5,50.9,50.9,2025-08-19,13.844151854168581,25649817
13,846997350,-9.861465548669333,49.45,002940.SZ,53,49.37,51.01,2025-08-20,8.988698433560014,16653853
14,769061098,3.8624873609706705,51.36,002940.SZ,53.49,48.4,49,2025-08-21,8.181183534677045,15157726
15,433482147,-1.5576323987538885,50.56,002940.SZ,51.35,49.86,51.03,2025-08-22,4.6372,8591629
16,713878450,10.01,55.62,002940.SZ,55.62,50.20,50.50,2025-08-25,7.097,13149336
17,1054628378,-4.93,52.88,002940.SZ,58.93,52.69,56.79,2025-08-26,10.31,19103033
18,632323290,-5.35,50.05,002940.SZ,53.80,50.05,52.87,2025-08-27,6.583,12195800
19,607916269,-1.1,49.5,002940.SZ,51.01,47.42,50.03,2025-08-28,6.69,12398111
20,395042284,-0.16,49.42,002940.SZ,50.55,49.13,49.27,2025-08-29,4.28,7938625
