,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,178138004,0,5.63,600018.SH,5.68,5.61,5.63,2025-08-01,0.13615626066924155,31608101
1,166736292,0.5328596802841963,5.66,600018.SH,5.66,5.6,5.61,2025-08-04,0.12746470047210492,29590392
2,196788207,0.7067137809187285,5.7,600018.SH,5.7,5.64,5.65,2025-08-05,0.14926648404806475,34651584
3,147557826,0,5.7,600018.SH,5.72,5.66,5.7,2025-08-06,0.11168766571915138,25927820
4,225182757,0.8771929824561372,5.75,600018.SH,5.75,5.69,5.71,2025-08-07,0.16946508102315752,39340603
5,149856516,0,5.75,600018.SH,5.77,5.73,5.75,2025-08-08,0.11225455089533048,26059420
6,186833432,0,5.75,600018.SH,5.77,5.72,5.76,2025-08-11,0.13999085119866272,32498285
7,171181410,0.34782608695651435,5.77,600018.SH,5.8,5.75,5.76,2025-08-12,0.1276988507572232,29644749
8,174936475,-0.1733102253032892,5.76,600018.SH,5.78,5.73,5.77,2025-08-13,0.13092291112106524,30393201
9,189730673,-0.8680555555555525,5.71,600018.SH,5.79,5.7,5.77,2025-08-14,0.14221173587493544,33013854
10,207093493,0.17513134851137982,5.72,600018.SH,5.73,5.67,5.7,2025-08-15,0.15644222946825861,36317403
11,233286233,0,5.72,600018.SH,5.76,5.7,5.72,2025-08-18,0.17533643054518422,40703612
12,172936152,-0.5244755244755133,5.69,600018.SH,5.74,5.69,5.73,2025-08-19,0.13061187380319905,30320995
13,174403924,0.8787346221441092,5.74,600018.SH,5.74,5.66,5.69,2025-08-20,0.1316885076435752,30570931
14,298649845,1.2195121951219408,5.81,600018.SH,5.82,5.73,5.74,2025-08-21,0.22221910536844133,51587227
15,287401226,-0.34423407917383086,5.79,600018.SH,5.81,5.74,5.81,2025-08-22,0.2144,49779938
16,342780143,1.38,5.87,600018.SH,5.89,5.80,5.81,2025-08-25,0.25,585307
17,235510000,0.00,5.87,600018.SH,5.91,5.840,5.87,2025-08-26,0.17,40113500
18,389316586,-1.8739352640545197,5.76,600018.SH,5.89,5.74,5.87,2025-08-27,0.2888,67047401
19,363262220,-0.1736111111111074,5.75,600018.SH,5.79,5.67,5.75,2025-08-28,0.2731,63406403
20,616880000,-1.91,5.64,600018.SH,5.77,5.620,5.71,2025-08-29,0.47,108558600
