,总金额,涨跌,收盘,代码,最高,最低,开盘,日期,换手率,总股数
0,241753723,-1.7075306479859922,22.45,300226.SZ,22.84,22.21,22.84,2025-07-01,3.51445991218886,10766747
1,416362652,0.3118040089086872,22.52,300226.SZ,23.28,22.15,22.41,2025-07-02,5.997108968091414,18372483
2,230685400,-1.1545293072824068,22.26,300226.SZ,22.47,22.15,22.4,2025-07-03,3.381385499698155,10359066
3,227249371,0.08984725965857848,22.28,300226.SZ,22.72,22.04,22.24,2025-07-04,3.3172528515745023,10162592
4,162964148,0.1795332136445204,22.32,300226.SZ,22.79,22.06,22.11,2025-07-07,2.3753228208635306,7276936
5,418271209,3.8978494623655955,23.19,300226.SZ,23.5,22.25,22.26,2025-07-08,5.955211260595463,18244127
6,328861336,-0.08624407072013615,23.17,300226.SZ,23.42,22.96,23.13,2025-07-09,4.626693306378693,14174137
7,470990838,1.4674147604661192,23.51,300226.SZ,23.99,22.86,23.03,2025-07-10,6.536606419654771,20025264
8,2109955287,19.991492981709907,28.21,300226.SZ,28.21,23.78,23.8,2025-07-11,25.578991090564596,78362688
9,3701743958,7.515065579581699,30.33,300226.SZ,32.13,29.9,31.38,2025-07-14,39.006791465752045,119499515
10,3057077275,3.8575667655786408,31.5,300226.SZ,32.23,28.5,30.13,2025-07-15,32.968903751033636,101002104
11,1898005921,-6.158730158730163,29.56,300226.SZ,30.38,29.23,30.02,2025-07-16,20.834903839088152,63828908
12,2107699625,2.740189445196219,30.37,300226.SZ,31.5,29.46,29.57,2025-07-17,22.506568705059095,68950148
13,1716432990,-4.543957853144559,28.99,300226.SZ,30.3,28.7,29.62,2025-07-18,19.08365532944741,58463859
14,1179108273,-1.2073128665056843,28.64,300226.SZ,29.2,28.01,28.38,2025-07-21,13.433515627770474,41154336
15,1236607112,-3.2472067039106136,27.71,300226.SZ,28.48,27.15,28.16,2025-07-22,14.56896550148327,44632851
16,1390462518,2.129195236376759,28.3,300226.SZ,29,27.36,27.73,2025-07-23,15.987770998090637,48979442
17,981018808,0.21201413427561383,28.36,300226.SZ,28.78,27.6,27.75,2025-07-24,11.385002171854737,34878599
18,894350476,-1.0930888575458346,28.05,300226.SZ,29,27.93,28.36,2025-07-25,10.276050910552122,31481264
19,641813034,-0.24955436720142704,27.98,300226.SZ,28.16,27.4,27.72,2025-07-28,7.523094464478384,23047426
20,606282690,-0.4646175839885597,27.85,300226.SZ,28.07,27.47,27.8,2025-07-29,7.14273753397946,21882181
21,618049380,-2.8725314183123904,27.05,300226.SZ,27.92,26.82,27.8,2025-07-30,7.38587095291961,22627034
22,520531009,-1.5896487985212557,26.62,300226.SZ,27.35,26.43,26.88,2025-07-31,6.313759552361336,19342560
